instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
4159,525,3,0,6,4,0,1,1,2,0.6,0.5606,0.83,0.1642
4160,525,3,0,6,5,0,1,1,2,0.62,0.5758,0.83,0.1642
4161,525,3,0,6,6,0,1,1,2,0.62,0.5909,0.78,0.1642
4162,525,3,0,6,7,0,1,1,2,0.64,0.6061,0.73,0.2239
4163,525,3,0,6,8,0,1,1,1,0.66,0.6212,0.74,0.1939999999999999
4164,525,3,0,6,9,0,1,1,2,0.72,0.6667,0.54,0.0
4165,525,3,0,6,10,0,1,1,2,0.72,0.6667,0.54,0.1343
4166,525,3,0,6,11,0,1,1,2,0.7,0.6515,0.58,0.0
4167,525,3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0.0
4168,525,3,0,6,13,0,1,1,2,0.72,0.6667,0.58,0.2239
4169,525,3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896
4170,525,3,0,6,15,0,1,1,2,0.74,0.6818,0.55,0.0
4171,525,3,0,6,16,0,1,1,1,0.74,0.6818,0.55,0.1045
4172,525,3,0,6,17,0,1,1,1,0.74,0.6818,0.55,0.1343
4173,525,3,0,6,18,0,1,1,1,0.74,0.6667,0.51,0.0
4174,525,3,0,6,19,0,1,1,1,0.72,0.6818,0.62,0.1939999999999999
4175,525,3,0,6,20,0,1,1,1,0.7,0.6515,0.65,0.1045
4176,525,3,0,6,21,0,1,1,1,0.7,0.6515,0.65,0.0
4177,525,3,0,6,22,0,1,1,1,0.68,0.6364,0.69,0.0
4178,525,3,0,6,23,0,1,1,1,0.68,0.6364,0.69,0.0
4179,527,3,0,6,0,0,2,1,2,0.66,0.6061,0.78,0.1343
4180,527,3,0,6,1,0,2,1,1,0.66,0.6212,0.74,0.0
4181,527,3,0,6,2,0,2,1,2,0.66,0.6212,0.74,0.0
4182,527,3,0,6,3,0,2,1,2,0.66,0.6212,0.74,0.0
4183,527,3,0,6,4,0,2,1,1,0.66,0.6212,0.74,0.0
4184,527,3,0,6,5,0,2,1,1,0.66,0.6061,0.78,0.0
4185,527,3,0,6,6,0,2,1,1,0.66,0.6061,0.83,0.1642
4186,527,3,0,6,7,0,2,1,1,0.68,0.6364,0.83,0.1939999999999999
4187,527,3,0,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642
4188,527,3,0,6,9,0,2,1,1,0.74,0.6970000000000001,0.7,0.0
4189,527,3,0,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642
4190,527,3,0,6,11,0,2,1,1,0.82,0.7576,0.46,0.0
4191,527,3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239
4192,527,3,0,6,13,0,2,1,1,0.84,0.7576,0.44,0.0
4193,527,3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239
4194,527,3,0,6,15,0,2,1,1,0.86,0.7879,0.41,0.0
4195,527,3,0,6,16,0,2,1,1,0.86,0.8029999999999999,0.47,0.2836
4196,527,3,0,6,17,0,2,1,3,0.82,0.7879,0.56,0.2836
4197,527,3,0,6,18,0,2,1,3,0.8,0.7576,0.55,0.2985
4198,527,3,0,6,19,0,2,1,2,0.74,0.6818,0.58,0.4627
4199,527,3,0,6,20,0,2,1,1,0.74,0.6818,0.62,0.0
4200,527,3,0,6,21,0,2,1,1,0.74,0.6970000000000001,0.66,0.2836
4201,527,3,0,6,22,0,2,1,1,0.7,0.6515,0.7,0.2985
4202,527,3,0,6,23,0,2,1,1,0.7,0.6515,0.7,0.2836
4203,529,3,0,6,0,0,3,1,2,0.68,0.6364,0.79,0.2836
4204,529,3,0,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985
4205,529,3,0,6,2,0,3,1,1,0.66,0.6061,0.83,0.2239
4206,529,3,0,6,3,0,3,1,2,0.66,0.6061,0.83,0.1045
4207,529,3,0,6,4,0,3,1,1,0.66,0.6061,0.83,0.1045
4208,529,3,0,6,5,0,3,1,1,0.64,0.5758,0.83,0.1939999999999999
4209,529,3,0,6,6,0,3,1,1,0.66,0.6212,0.69,0.2985
4210,529,3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239
4211,529,3,0,6,8,0,3,1,1,0.7,0.6515,0.48,0.2836
4212,529,3,0,6,9,0,3,1,1,0.72,0.6515,0.45,0.3881
4213,529,3,0,6,10,0,3,1,1,0.74,0.6667,0.42,0.2836
4214,529,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239
4215,529,3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537
4216,529,3,0,6,13,0,3,1,1,0.8,0.6970000000000001,0.31,0.3284
4217,529,3,0,6,14,0,3,1,1,0.8,0.6970000000000001,0.31,0.1939999999999999
4218,529,3,0,6,15,0,3,1,1,0.82,0.7121,0.3,0.1642
4219,529,3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179
4220,529,3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179
4221,529,3,0,6,18,0,3,1,1,0.8,0.6970000000000001,0.29,0.2985
4222,529,3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881
4223,529,3,0,6,20,0,3,1,1,0.74,0.6515,0.37,0.2985
4224,529,3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239
4225,529,3,0,6,22,0,3,1,1,0.7,0.6364,0.42,0.1939999999999999
4226,529,3,0,6,23,0,3,1,1,0.68,0.6364,0.47,0.1939999999999999
4227,533,3,0,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642
4228,533,3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343
4229,533,3,0,6,2,0,4,1,1,0.62,0.6212,0.57,0.1343
4230,533,3,0,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642
4231,533,3,0,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343
4232,533,3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537
4233,533,3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537
4234,533,3,0,6,7,0,4,1,1,0.62,0.6061,0.61,0.2239
4235,533,3,0,6,8,0,4,1,1,0.68,0.6364,0.47,0.2239
4236,533,3,0,6,9,0,4,1,1,0.7,0.6364,0.42,0.2239
4237,533,3,0,6,10,0,4,1,1,0.72,0.6515,0.42,0.1939999999999999
4238,533,3,0,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343
4239,533,3,0,6,12,0,4,1,1,0.76,0.6667,0.35,0.1642
4240,533,3,0,6,13,0,4,1,1,0.76,0.6667,0.33,0.1939999999999999
4241,533,3,0,6,14,0,4,1,1,0.78,0.6818,0.31,0.1939999999999999
4242,533,3,0,6,15,0,4,1,1,0.78,0.6667,0.25,0.2537
4243,533,3,0,6,16,0,4,1,1,0.8,0.6970000000000001,0.26,0.1343
4244,533,3,0,6,17,0,4,1,1,0.78,0.6818,0.27,0.3582
4245,533,3,0,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537
4246,533,3,0,6,19,0,4,1,1,0.74,0.6515,0.33,0.1939999999999999
4247,533,3,0,6,20,0,4,1,1,0.74,0.6515,0.33,0.1939999999999999
4248,533,3,0,6,21,0,4,1,1,0.72,0.6515,0.37,0.1045
4249,533,3,0,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642
4250,533,3,0,6,23,0,4,1,1,0.66,0.6212,0.5,0.0
4251,547,3,0,7,0,0,5,1,1,0.66,0.6212,0.5,0.0
4252,547,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0.0
4253,547,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0.0
4254,547,3,0,7,3,0,5,1,1,0.64,0.6212,0.53,0.0
4255,547,3,0,7,4,0,5,1,1,0.62,0.6212,0.57,0.0
4256,547,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343
4257,547,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343
4258,547,3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045
4259,547,3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642
4260,547,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642
4261,547,3,0,7,10,0,5,1,1,0.76,0.6667,0.33,0.1642
4262,547,3,0,7,11,0,5,1,1,0.8,0.6970000000000001,0.26,0.0
4263,547,3,0,7,12,0,5,1,1,0.8,0.6970000000000001,0.26,0.0
4264,547,3,0,7,13,0,5,1,1,0.8,0.6818,0.24,0.0
4265,547,3,0,7,14,0,5,1,1,0.82,0.6970000000000001,0.23,0.1939999999999999
4266,547,3,0,7,15,0,5,1,1,0.82,0.6970000000000001,0.21,0.2537
4267,547,3,0,7,16,0,5,1,1,0.82,0.6970000000000001,0.17,0.0
4268,547,3,0,7,17,0,5,1,1,0.82,0.6970000000000001,0.21,0.1939999999999999
4269,547,3,0,7,18,0,5,1,1,0.8,0.6818,0.24,0.2537
4270,547,3,0,7,19,0,5,1,1,0.78,0.6667,0.25,0.1939999999999999
4271,547,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239
4272,547,3,0,7,21,0,5,1,1,0.7,0.6364,0.45,0.1939999999999999
4273,547,3,0,7,22,0,5,1,1,0.7,0.6364,0.42,0.0
4274,547,3,0,7,23,0,5,1,1,0.68,0.6364,0.47,0.0896
4275,569,3,0,7,0,0,6,0,1,0.68,0.6364,0.47,0.0896
4276,569,3,0,7,1,0,6,0,1,0.66,0.6212,0.54,0.0
4277,569,3,0,7,2,0,6,0,1,0.64,0.6212,0.53,0.0
4278,569,3,0,7,3,0,6,0,1,0.64,0.6212,0.53,0.0
4279,569,3,0,7,4,0,6,0,1,0.62,0.6061,0.61,0.0
4280,569,3,0,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045
4281,569,3,0,7,6,0,6,0,1,0.62,0.6061,0.69,0.1045
4282,569,3,0,7,7,0,6,0,1,0.64,0.6061,0.65,0.0
4283,569,3,0,7,8,0,6,0,1,0.68,0.6364,0.57,0.0
4284,569,3,0,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896
4285,569,3,0,7,10,0,6,0,1,0.8,0.7121,0.36,0.0
4286,569,3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896
4287,569,3,0,7,12,0,6,0,1,0.82,0.7121,0.3,0.1343
4288,569,3,0,7,13,0,6,0,1,0.82,0.7121,0.3,0.1045
4289,569,3,0,7,14,0,6,0,1,0.84,0.7121,0.2,0.0
4290,569,3,0,7,15,0,6,0,1,0.86,0.7273,0.19,0.1642
4291,569,3,0,7,16,0,6,0,1,0.88,0.7424,0.22,0.2239
4292,569,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239
4293,569,3,0,7,18,0,6,0,1,0.82,0.7121,0.3,0.2836
4294,569,3,0,7,19,0,6,0,1,0.8,0.6970000000000001,0.33,0.2239
4295,569,3,0,7,20,0,6,0,1,0.76,0.6818,0.45,0.2836
4296,569,3,0,7,21,0,6,0,1,0.74,0.6667,0.48,0.1939999999999999
4297,569,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642
4298,569,3,0,7,23,0,6,0,1,0.72,0.6667,0.54,0.2836
4299,591,3,0,7,0,0,0,0,1,0.7,0.6515,0.58,0.2239
4300,591,3,0,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642
4301,591,3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.1939999999999999
4302,591,3,0,7,3,0,0,0,3,0.68,0.6364,0.65,0.0896
4303,591,3,0,7,4,0,0,0,3,0.68,0.6364,0.65,0.0896
4304,591,3,0,7,5,0,0,0,3,0.62,0.5758,0.83,0.1939999999999999
4305,591,3,0,7,6,0,0,0,2,0.62,0.5455,0.94,0.0896
4306,591,3,0,7,7,0,0,0,2,0.64,0.5758,0.89,0.1939999999999999
4307,591,3,0,7,8,0,0,0,1,0.68,0.6364,0.79,0.2239
4308,591,3,0,7,9,0,0,0,1,0.7,0.6667,0.74,0.2537
4309,591,3,0,7,10,0,0,0,1,0.74,0.6970000000000001,0.66,0.1642
4310,591,3,0,7,11,0,0,0,1,0.76,0.7121,0.62,0.1045
4311,591,3,0,7,12,0,0,0,1,0.8,0.7576,0.55,0.1045
4312,591,3,0,7,13,0,0,0,1,0.8,0.7727,0.59,0.2239
4313,591,3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537
4314,591,3,0,7,15,0,0,0,1,0.84,0.8029999999999999,0.53,0.2985
4315,591,3,0,7,16,0,0,0,1,0.84,0.8029999999999999,0.53,0.2985
4316,591,3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507
4317,591,3,0,7,18,0,0,0,3,0.8,0.7424,0.49,0.8507
4318,591,3,0,7,19,0,0,0,2,0.66,0.6061,0.83,0.1939999999999999
4319,591,3,0,7,20,0,0,0,3,0.66,0.6061,0.83,0.0
4320,591,3,0,7,21,0,0,0,2,0.66,0.6061,0.83,0.1642
4321,591,3,0,7,22,0,0,0,2,0.66,0.6061,0.78,0.1045
4322,591,3,0,7,23,0,0,0,1,0.64,0.5758,0.83,0.1642
4323,597,3,0,7,0,1,1,0,1,0.64,0.5758,0.83,0.1343
4324,597,3,0,7,1,1,1,0,1,0.64,0.5758,0.83,0.0896
4325,597,3,0,7,2,1,1,0,1,0.64,0.5758,0.83,0.0
4326,597,3,0,7,3,1,1,0,1,0.64,0.5909,0.78,0.0
4327,597,3,0,7,4,1,1,0,2,0.66,0.6061,0.78,0.0896
4328,597,3,0,7,5,1,1,0,2,0.64,0.5758,0.83,0.1343
4329,597,3,0,7,6,1,1,0,1,0.64,0.5758,0.89,0.1642
4330,597,3,0,7,7,1,1,0,1,0.66,0.6061,0.83,0.1343
4331,597,3,0,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045
4332,597,3,0,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896
4333,597,3,0,7,10,1,1,0,2,0.76,0.6970000000000001,0.55,0.0896
4334,597,3,0,7,11,1,1,0,2,0.76,0.6970000000000001,0.55,0.0896
4335,597,3,0,7,12,1,1,0,2,0.78,0.7121,0.52,0.0
4336,597,3,0,7,13,1,1,0,2,0.78,0.7121,0.49,0.0
4337,597,3,0,7,14,1,1,0,1,0.8,0.7273,0.46,0.0
4338,597,3,0,7,15,1,1,0,1,0.82,0.7424,0.43,0.0896
4339,597,3,0,7,16,1,1,0,1,0.82,0.7424,0.41,0.0
4340,597,3,0,7,17,1,1,0,1,0.8,0.7273,0.46,0.0
4341,597,3,0,7,18,1,1,0,1,0.8,0.7273,0.46,0.1343
4342,597,3,0,7,19,1,1,0,2,0.78,0.7121,0.49,0.1642
4343,597,3,0,7,20,1,1,0,2,0.76,0.6970000000000001,0.55,0.1045
4344,597,3,0,7,21,1,1,0,2,0.74,0.6818,0.62,0.1045
4345,597,3,0,7,22,1,1,0,2,0.74,0.6818,0.62,0.1343
4346,597,3,0,7,23,1,1,0,2,0.72,0.6818,0.7,0.1045
4347,599,3,0,7,0,0,2,1,2,0.7,0.6515,0.65,0.1642
4348,599,3,0,7,1,0,2,1,1,0.7,0.6515,0.65,0.1045
4349,599,3,0,7,2,0,2,1,1,0.66,0.6212,0.74,0.0896
4350,599,3,0,7,3,0,2,1,1,0.66,0.6212,0.74,0.2239
4351,599,3,0,7,4,0,2,1,1,0.66,0.6212,0.69,0.1642
4352,599,3,0,7,5,0,2,1,1,0.66,0.6212,0.69,0.0
4353,599,3,0,7,6,0,2,1,1,0.66,0.6212,0.74,0.0896
4354,599,3,0,7,7,0,2,1,1,0.7,0.6515,0.65,0.0896
4355,599,3,0,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343
4356,599,3,0,7,9,0,2,1,1,0.74,0.6818,0.58,0.1343
4357,599,3,0,7,10,0,2,1,1,0.76,0.6970000000000001,0.52,0.1045
4358,599,3,0,7,11,0,2,1,1,0.78,0.6970000000000001,0.46,0.1045
4359,599,3,0,7,12,0,2,1,1,0.8,0.7273,0.43,0.1045
4360,599,3,0,7,13,0,2,1,1,0.82,0.7424,0.43,0.1045
4361,599,3,0,7,14,0,2,1,1,0.8,0.7424,0.49,0.1642
4362,599,3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0.0
4363,599,3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045
4364,599,3,0,7,17,0,2,1,1,0.82,0.7576,0.46,0.1045
4365,599,3,0,7,18,0,2,1,1,0.8,0.7576,0.55,0.1642
4366,599,3,0,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343
4367,599,3,0,7,20,0,2,1,1,0.76,0.7273,0.66,0.1045
4368,599,3,0,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537
4369,599,3,0,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239
4370,599,3,0,7,23,0,2,1,1,0.74,0.6970000000000001,0.66,0.1642
4371,601,3,0,7,0,0,3,1,1,0.72,0.6970000000000001,0.74,0.1939999999999999
4372,601,3,0,7,1,0,3,1,1,0.7,0.6667,0.74,0.1343
4373,601,3,0,7,2,0,3,1,1,0.7,0.6667,0.79,0.0896
4374,601,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0.0
4375,601,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896
4376,601,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896
4377,601,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896
4378,601,3,0,7,7,0,3,1,2,0.72,0.6970000000000001,0.79,0.0
4379,601,3,0,7,8,0,3,1,2,0.72,0.6970000000000001,0.74,0.1045
4380,601,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.1939999999999999
4381,601,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896
4382,601,3,0,7,11,0,3,1,2,0.72,0.6970000000000001,0.74,0.0
4383,601,3,0,7,12,0,3,1,2,0.74,0.6970000000000001,0.66,0.0896
4384,601,3,0,7,13,0,3,1,2,0.74,0.6970000000000001,0.7,0.1045
4385,601,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836
4386,601,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836
4387,601,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537
4388,601,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239
4389,601,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.1939999999999999
4390,601,3,0,7,19,0,3,1,1,0.74,0.6970000000000001,0.7,0.2239
4391,601,3,0,7,20,0,3,1,1,0.72,0.6970000000000001,0.74,0.2537
4392,601,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.1939999999999999
4393,601,3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.1939999999999999
4394,601,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239
4395,603,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343
4396,603,3,0,7,1,0,4,1,1,0.66,0.5909,0.89,0.1939999999999999
4397,603,3,0,7,2,0,4,1,1,0.66,0.5909,0.89,0.1939999999999999
4398,603,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045
4399,603,3,0,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045
4400,603,3,0,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045
4401,603,3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343
4402,603,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045
4403,603,3,0,7,8,0,4,1,2,0.7,0.6667,0.79,0.1939999999999999
4404,603,3,0,7,9,0,4,1,1,0.74,0.6970000000000001,0.7,0.1642
4405,603,3,0,7,10,0,4,1,1,0.78,0.7424,0.62,0.0
4406,603,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343
4407,603,3,0,7,12,0,4,1,1,0.84,0.7727,0.41,0.0
4408,603,3,0,7,13,0,4,1,1,0.86,0.7879,0.41,0.0
4409,603,3,0,7,14,0,4,1,1,0.86,0.7879,0.41,0.2537
4410,603,3,0,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537
4411,603,3,0,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239
4412,603,3,0,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537
4413,603,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985
4414,603,3,0,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836
4415,603,3,0,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582
4416,603,3,0,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642
4417,603,3,0,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642
4418,603,3,0,7,23,0,4,1,1,0.72,0.6818,0.66,0.0
4419,605,3,0,7,0,0,5,1,1,0.74,0.6970000000000001,0.66,0.1045
4420,605,3,0,7,1,0,5,1,1,0.72,0.6970000000000001,0.79,0.0
4421,605,3,0,7,2,0,5,1,2,0.7,0.6667,0.74,0.1642
4422,605,3,0,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045
4423,605,3,0,7,4,0,5,1,1,0.7,0.6667,0.79,0.2537
4424,605,3,0,7,5,0,5,1,1,0.68,0.6364,0.79,0.2537
4425,605,3,0,7,6,0,5,1,1,0.7,0.6667,0.74,0.1045
4426,605,3,0,7,7,0,5,1,2,0.7,0.6667,0.79,0.1939999999999999
4427,605,3,0,7,8,0,5,1,2,0.72,0.6970000000000001,0.74,0.2537
4428,605,3,0,7,9,0,5,1,2,0.76,0.7273,0.7,0.2985
4429,605,3,0,7,10,0,5,1,2,0.74,0.6970000000000001,0.7,0.3582
4430,605,3,0,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537
4431,605,3,0,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836
4432,605,3,0,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836
4433,605,3,0,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582
4434,605,3,0,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582
4435,605,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478
4436,605,3,0,7,17,0,5,1,3,0.66,0.5909,0.89,0.4478
4437,605,3,0,7,18,0,5,1,1,0.66,0.6061,0.83,0.0896
4438,605,3,0,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896
4439,605,3,0,7,20,0,5,1,1,0.66,0.6061,0.83,0.1642
4440,605,3,0,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537
4441,605,3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.1939999999999999
4442,605,3,0,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896
4443,607,3,0,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343
4444,607,3,0,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045
4445,607,3,0,7,2,0,6,0,1,0.64,0.5758,0.89,0.1642
4446,607,3,0,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343
4447,607,3,0,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239
4448,607,3,0,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642
4449,607,3,0,7,6,0,6,0,2,0.64,0.5758,0.83,0.1939999999999999
4450,607,3,0,7,7,0,6,0,1,0.66,0.6061,0.78,0.1939999999999999
4451,607,3,0,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537
4452,607,3,0,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836
4453,607,3,0,7,10,0,6,0,1,0.76,0.6970000000000001,0.52,0.1642
4454,607,3,0,7,11,0,6,0,1,0.78,0.6970000000000001,0.46,0.2985
4455,607,3,0,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537
4456,607,3,0,7,13,0,6,0,1,0.82,0.7424,0.41,0.2239
4457,607,3,0,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343
4458,607,3,0,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896
4459,607,3,0,7,16,0,6,0,1,0.82,0.7273,0.38,0.0
4460,607,3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0.0
4461,607,3,0,7,18,0,6,0,1,0.82,0.7273,0.36,0.1045
4462,607,3,0,7,19,0,6,0,1,0.76,0.6970000000000001,0.55,0.1642
4463,607,3,0,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239
4464,607,3,0,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642
4465,607,3,0,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642
4466,607,3,0,7,23,0,6,0,1,0.72,0.6667,0.58,0.1939999999999999
4467,549,3,0,7,0,0,0,0,1,0.7,0.6515,0.61,0.1642
4468,549,3,0,7,1,0,0,0,1,0.7,0.6515,0.61,0.1343
4469,549,3,0,7,2,0,0,0,1,0.68,0.6364,0.69,0.0896
4470,549,3,0,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896
4471,549,3,0,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896
4472,549,3,0,7,5,0,0,0,1,0.66,0.6212,0.74,0.0
4473,549,3,0,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896
4474,549,3,0,7,7,0,0,0,1,0.7,0.6515,0.7,0.0896
4475,549,3,0,7,8,0,0,0,1,0.72,0.6818,0.66,0.0
4476,549,3,0,7,9,0,0,0,1,0.74,0.6970000000000001,0.66,0.0896
4477,549,3,0,7,10,0,0,0,1,0.76,0.6970000000000001,0.55,0.1343
4478,549,3,0,7,11,0,0,0,1,0.78,0.7273,0.55,0.1939999999999999
4479,549,3,0,7,12,0,0,0,1,0.82,0.7576,0.46,0.2836
4480,549,3,0,7,13,0,0,0,1,0.8,0.7273,0.46,0.2985
4481,549,3,0,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284
4482,549,3,0,7,15,0,0,0,1,0.84,0.7424,0.39,0.2836
4483,549,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836
4484,549,3,0,7,17,0,0,0,1,0.84,0.7424,0.36,0.2239
4485,549,3,0,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836
4486,549,3,0,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284
4487,549,3,0,7,20,0,0,0,1,0.76,0.6970000000000001,0.55,0.1939999999999999
4488,549,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2537
4489,549,3,0,7,22,0,0,0,1,0.74,0.6970000000000001,0.66,0.2239
4490,549,3,0,7,23,0,0,0,1,0.72,0.6818,0.66,0.2537
4491,551,3,0,7,0,0,1,1,1,0.7,0.6515,0.65,0.1939999999999999
4492,551,3,0,7,1,0,1,1,1,0.7,0.6515,0.61,0.2836
4493,551,3,0,7,2,0,1,1,1,0.7,0.6515,0.61,0.2239
4494,551,3,0,7,3,0,1,1,1,0.68,0.6364,0.65,0.1642
4495,551,3,0,7,4,0,1,1,1,0.66,0.6212,0.74,0.2239
4496,551,3,0,7,5,0,1,1,1,0.66,0.6212,0.74,0.1343
4497,551,3,0,7,6,0,1,1,1,0.68,0.6364,0.74,0.1939999999999999
4498,551,3,0,7,7,0,1,1,1,0.7,0.6667,0.74,0.2537
4499,551,3,0,7,8,0,1,1,1,0.74,0.6970000000000001,0.66,0.2836
4500,551,3,0,7,9,0,1,1,1,0.78,0.7424,0.59,0.2985
4501,551,3,0,7,10,0,1,1,1,0.8,0.7576,0.55,0.3582
4502,551,3,0,7,11,0,1,1,1,0.82,0.7879,0.56,0.2985
4503,551,3,0,7,12,0,1,1,1,0.84,0.8029999999999999,0.53,0.2836
4504,551,3,0,7,13,0,1,1,1,0.86,0.8182,0.5,0.2537
4505,551,3,0,7,14,0,1,1,1,0.86,0.8333,0.53,0.2836
4506,551,3,0,7,15,0,1,1,1,0.86,0.8485,0.56,0.4179
4507,551,3,0,7,16,0,1,1,1,0.86,0.8485,0.56,0.3881
4508,551,3,0,7,17,0,1,1,1,0.86,0.8485,0.56,0.4179
