LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
290000,2,2,2,30,2,2,2,1,2,2,454574.0,366007.0,315391.0,404456.0,289820.0,550840.0,12549.0,7003.0,234456.0,9500.0,7592.0,7626.0
20000,1,2,2,24,2,2,4,2,2,2,184981.0,90387.0,176946.0,189593.0,73008.0,359069.0,3232.0,0.0,815.0,858.0,832.0,560.0
90000,2,1,2,28,2,2,4,4,4,4,253496.0,157236.0,245447.0,261204.0,142694.0,430663.0,5800.0,5400.0,5804.0,0.0,6700.0,0.0
260000,1,3,2,48,2,2,2,2,2,2,432342.0,338285.0,424122.0,364413.0,242694.0,502076.0,11500.0,10000.0,5731.0,5654.0,5275.0,4000.0
100000,2,2,2,27,5,4,2,2,1,1,270069.0,170900.0,258864.0,187046.0,54082.0,341045.0,0.0,4384.0,341.0,1075.0,1442.0,1396.0
150000,2,1,2,31,2,2,2,2,2,2,291999.0,198664.0,291472.0,309551.0,187328.0,444116.0,7000.0,12440.0,10000.0,5000.0,5000.0,10000.0
60000,2,2,1,46,2,2,2,2,2,2,226567.0,130609.0,207733.0,210564.0,93608.0,380070.0,2145.0,1612.0,1404.0,1442.0,1445.0,1389.0
80000,2,2,1,24,1,1,1,1,1,1,181201.0,73537.0,158632.0,170000.0,54428.0,339603.0,3768.0,1368.0,0.0,1421.0,0.0,0.0
50000,1,2,2,24,2,2,0,0,0,0,200080.0,69777.0,157264.0,170000.0,53007.0,339603.0,0.0,0.0,0.0,0.0,0.0,0.0
50000,2,1,2,22,2,2,2,2,2,2,207520.0,111588.0,193184.0,189987.0,71978.0,358257.0,1748.0,1253.0,2504.0,1004.0,1509.0,4495.0
120000,2,3,2,32,2,2,1,1,1,4,170732.0,74306.0,158154.0,170890.0,56047.0,340603.0,1015.0,890.0,890.0,3040.0,0.0,1580.0
20000,2,2,1,36,3,0,0,0,0,0,165555.0,69752.0,157239.0,169975.0,52982.0,339578.0,0.0,0.0,0.0,0.0,0.0,0.0
280000,2,3,2,33,1,1,1,1,1,1,167766.0,71963.0,159448.0,172542.0,55193.0,341712.0,2196.0,2194.0,2554.0,2196.0,2119.0,17555.0
50000,2,1,1,35,2,2,2,2,2,1,212112.0,116401.0,202702.0,209527.0,61004.0,340065.0,3000.0,1200.0,9.0,500.0,462.0,1500.0
360000,1,3,2,49,0,0,0,0,0,0,165928.0,77740.0,356104.0,170390.0,53397.0,339993.0,8047.0,200222.0,1044.0,390.0,390.0,343.0
100000,1,1,2,32,1,1,1,1,4,1,166251.0,70448.0,157935.0,171642.0,53828.0,340274.0,671.0,671.0,1642.0,0.0,671.0,671.0
140000,2,3,1,42,4,4,4,4,4,2,213136.0,118579.0,204986.0,220411.0,102480.0,390252.0,2300.0,0.0,3800.0,0.0,2000.0,2000.0
50000,2,2,1,33,1,2,2,2,2,2,191238.0,96316.0,184771.0,198299.0,65019.0,348526.0,1700.0,2080.0,3000.0,1000.0,1000.0,1000.0
50000,1,3,1,46,2,2,2,2,2,2,214663.0,97599.0,185966.0,199119.0,82247.0,368267.0,1463.0,1733.0,1150.0,1480.0,1200.0,3135.0
120000,1,2,1,47,1,1,1,2,2,1,168066.0,69928.0,160117.0,172896.0,54156.0,341361.0,260.0,5753.0,1153.0,3.0,1759.0,4084.0
170000,2,2,2,38,2,2,2,2,4,4,251981.0,158768.0,248835.0,264045.0,150972.0,440779.0,3991.0,4071.0,4000.0,5600.0,5000.0,4000.0
380000,1,2,1,43,1,2,2,2,2,0,360801.0,258105.0,349888.0,319860.0,112263.0,400642.0,8000.0,8263.0,7127.0,4000.0,3000.0,2500.0
400000,2,3,1,37,2,2,2,2,2,2,242497.0,148852.0,239128.0,253747.0,138494.0,427918.0,4000.0,4000.0,3000.0,3000.0,4000.0,4000.0
50000,2,1,2,30,2,2,2,2,2,2,195725.0,95989.0,174618.0,188157.0,71959.0,353639.0,5000.0,2000.0,1000.0,1000.0,1000.0,1000.0
440000,2,2,1,42,3,0,0,0,0,0,188177.0,77065.0,162947.0,169980.0,52987.0,349484.0,7324.0,5683.0,20.0,0.0,9901.0,121971.0
30000,2,2,1,24,4,4,4,4,4,4,165730.0,69927.0,157414.0,170150.0,53157.0,339903.0,0.0,0.0,0.0,0.0,150.0,0.0
470000,1,1,1,39,1,1,1,1,1,1,171152.0,73372.0,180080.0,172360.0,57213.0,345130.0,3595.0,22816.0,2360.0,4356.0,5527.0,6420.0
180000,2,3,1,40,1,1,0,1,1,1,167483.0,69777.0,157264.0,173155.0,54180.0,340624.0,0.0,0.0,3155.0,1173.0,1021.0,0.0
110000,1,3,2,32,2,1,1,0,0,0,199580.0,70000.0,157264.0,170000.0,53007.0,339603.0,223.0,0.0,0.0,0.0,0.0,0.0
300000,1,1,2,25,2,2,2,2,2,2,242498.0,111550.0,188444.0,189507.0,71176.0,358136.0,4103.0,1427.0,600.0,1200.0,2500.0,18000.0
120000,2,1,2,31,1,1,1,1,1,1,165905.0,70102.0,157589.0,170325.0,53332.0,341469.0,325.0,325.0,325.0,325.0,1866.0,325.0
220000,1,1,2,33,0,0,0,0,1,2,168813.0,71883.0,157930.0,171064.0,53714.0,348816.0,2108.0,1332.0,1064.0,707.0,9325.0,1500.0
100000,1,2,1,43,3,0,0,0,1,2,165580.0,69777.0,157264.0,170000.0,53558.0,340154.0,0.0,0.0,0.0,551.0,0.0,0.0
170000,2,1,2,30,0,0,0,0,0,0,169313.0,71735.0,163220.0,171836.0,56966.0,340888.0,1958.0,5956.0,1842.0,3959.0,1285.0,0.0
360000,2,1,2,37,1,1,1,1,1,1,168935.0,75642.0,160564.0,176290.0,61227.0,368013.0,5865.0,3300.0,6290.0,8220.0,28410.0,4845.0
120000,1,2,2,27,2,2,2,2,2,2,199054.0,98806.0,183787.0,190554.0,72355.0,357042.0,1789.0,2037.0,659.0,802.0,640.0,513.0
210000,1,3,2,32,0,1,1,1,1,1,167229.0,70777.0,157264.0,171761.0,53682.0,340355.0,1000.0,0.0,1761.0,675.0,752.0,1104.0
60000,1,2,1,56,2,2,2,2,2,2,194422.0,100148.0,188820.0,202345.0,86670.0,374548.0,2000.0,2000.0,1315.0,2000.0,2000.0,2000.0
130000,1,2,1,40,2,2,2,2,2,2,186313.0,84038.0,179506.0,188265.0,74553.0,372014.0,7261.0,12272.0,10265.0,11546.0,12411.0,10000.0
50000,2,3,1,36,2,1,2,2,2,2,169361.0,71487.0,183231.0,187227.0,68721.0,355479.0,1710.0,25000.0,754.0,600.0,800.0,1900.0
50000,2,3,1,52,3,4,2,2,4,4,196085.0,99508.0,188326.0,203231.0,86743.0,372645.0,0.0,1831.0,3000.0,1182.0,0.0,1228.0
100000,2,1,1,33,1,1,0,0,0,0,169556.0,69777.0,157264.0,170000.0,53007.0,339603.0,0.0,0.0,0.0,0.0,0.0,402.0
150000,2,3,1,43,2,2,2,2,2,2,256186.0,163273.0,251460.0,261550.0,142593.0,427903.0,4348.0,3229.0,3150.0,3348.0,3244.0,8778.0
240000,1,2,1,38,4,1,1,2,2,1,172428.0,70613.0,159772.0,171672.0,53843.0,340166.0,836.0,2508.0,0.0,0.0,563.0,1090.0
120000,1,2,3,38,0,0,0,0,0,0,173367.0,73272.0,158970.0,169996.0,53003.0,339599.0,3505.0,1711.0,0.0,0.0,0.0,0.0
80000,2,2,1,32,1,1,1,1,1,1,165779.0,69976.0,157463.0,170199.0,53007.0,361712.0,199.0,199.0,199.0,0.0,22109.0,45352.0
210000,2,2,1,27,4,4,2,2,2,2,339714.0,236872.0,318837.0,292362.0,169250.0,448017.0,16.0,6800.0,3800.0,5134.0,4000.0,4000.0
80000,2,2,2,37,1,4,1,2,2,2,166698.0,70879.0,167776.0,189529.0,80174.0,370481.0,0.0,10512.0,9529.0,8167.0,5000.0,6220.0
330000,2,1,2,34,1,1,1,1,1,1,166986.0,71244.0,159863.0,187064.0,123471.0,333550.0,1488.0,2599.0,17064.0,70464.0,0.0,232972.0
230000,1,3,2,28,2,1,1,1,1,2,318546.0,135499.0,168930.0,188844.0,87990.0,393538.0,65722.0,20000.0,18844.0,34983.0,408.0,14574.0
30000,1,3,1,44,6,5,4,4,0,0,172801.0,76739.0,163964.0,170000.0,53007.0,339603.0,0.0,0.0,0.0,0.0,0.0,0.0
50000,1,1,1,41,4,2,2,2,2,2,204739.0,109971.0,198473.0,212125.0,96450.0,384079.0,1669.0,1684.0,1600.0,2000.0,1753.0,1696.0
270000,2,1,2,27,2,2,2,2,2,1,176886.0,81040.0,170285.0,174144.0,55298.0,376094.0,1500.0,2000.0,2000.0,1000.0,37500.0,1000.0
160000,1,1,1,44,2,2,2,2,2,2,321980.0,227700.0,316010.0,323208.0,207170.0,494947.0,7200.0,8000.0,5510.0,5800.0,6000.0,5500.0
20000,1,2,2,25,2,2,2,2,2,2,180586.0,85943.0,174424.0,186760.0,69767.0,339603.0,1406.0,1400.0,0.0,0.0,0.0,0.0
250000,2,2,1,50,2,2,4,2,2,2,281836.0,192169.0,275932.0,265735.0,149516.0,436692.0,11500.0,0.0,3543.0,3700.0,3547.0,3165.0
50000,1,2,2,28,2,2,2,2,2,2,188824.0,94141.0,182718.0,196030.0,79616.0,367265.0,1500.0,1500.0,1000.0,1000.0,1500.0,1100.0
180000,2,1,2,28,0,0,0,0,0,0,166164.0,70910.0,157836.0,170803.0,53923.0,340792.0,1133.0,572.0,803.0,916.0,1189.0,375.0
200000,1,1,2,35,1,1,1,1,1,1,173009.0,94102.0,197522.0,185103.0,67086.0,360481.0,24325.0,40265.0,15159.0,14079.0,20878.0,26716.0
350000,1,1,1,38,0,0,1,2,2,0,182039.0,73897.0,201428.0,205233.0,53891.0,349527.0,941.0,44743.0,0.0,884.0,9924.0,10824.0
20000,1,1,2,22,2,2,2,2,2,2,183673.0,88320.0,176175.0,189000.0,72404.0,359544.0,1300.0,1611.0,700.0,704.0,867.0,597.0
30000,1,3,2,36,2,2,2,0,0,0,195908.0,99776.0,157264.0,170000.0,53007.0,339603.0,1768.0,0.0,0.0,0.0,0.0,0.0
20000,1,1,1,34,4,2,2,4,4,4,171679.0,77336.0,166253.0,178436.0,65023.0,351007.0,2000.0,2000.0,0.0,4000.0,0.0,4000.0
140000,2,3,2,59,4,2,2,2,2,2,227622.0,133222.0,220993.0,233751.0,118428.0,407673.0,3000.0,2000.0,2000.0,2000.0,3000.0,3000.0
30000,1,3,1,44,4,4,4,2,2,2,184239.0,92321.0,179153.0,192721.0,76408.0,364603.0,4500.0,0.0,1500.0,1200.0,2000.0,3000.0
20000,2,2,2,25,2,2,2,2,2,5,173591.0,78818.0,168167.0,181622.0,66287.0,352381.0,1320.0,2181.0,900.0,2000.0,0.0,0.0
80000,2,2,1,32,2,2,2,2,2,2,245817.0,139345.0,221733.0,224020.0,108859.0,383889.0,3000.0,2500.0,2000.0,3000.0,2000.0,1500.0
120000,2,3,1,49,2,2,2,2,2,2,209824.0,113852.0,202087.0,214683.0,98544.0,389896.0,2000.0,3000.0,2000.0,3000.0,7000.0,3000.0
210000,2,2,2,30,1,2,2,2,2,2,167234.0,103034.0,191659.0,205321.0,89256.0,376650.0,32000.0,2000.0,1500.0,1500.0,1400.0,1600.0
120000,1,1,1,37,1,1,1,1,1,1,197630.0,73649.0,209414.0,172740.0,57633.0,340405.0,3872.0,52150.0,2740.0,4626.0,802.0,0.0
200000,1,3,2,25,0,0,0,0,1,1,166428.0,70530.0,157811.0,169998.0,55047.0,339603.0,753.0,547.0,2.0,2042.0,0.0,0.0
50000,2,2,2,54,1,6,5,4,5,4,166706.0,70890.0,158356.0,171415.0,54122.0,340172.0,0.0,0.0,323.0,0.0,0.0,1188.0
170000,1,2,1,37,0,0,0,0,0,0,171215.0,76098.0,259372.0,172120.0,55880.0,339603.0,6321.0,102108.0,2120.0,2873.0,0.0,870.0
450000,1,1,1,37,3,1,1,0,0,0,165580.0,70022.0,157264.0,170000.0,53007.0,339603.0,245.0,0.0,0.0,0.0,0.0,0.0
300000,1,1,2,36,2,2,2,2,2,2,461013.0,371298.0,465302.0,476154.0,348671.0,629932.0,13000.0,13116.0,11000.0,11000.0,12000.0,9300.0
280000,1,2,1,37,0,1,1,0,0,0,167615.0,80786.0,166624.0,177480.0,57409.0,343249.0,11009.0,9370.0,7486.0,4402.0,3646.0,6059.0
170000,1,1,2,39,2,2,2,2,2,2,336740.0,257630.0,328359.0,307986.0,194326.0,479066.0,13000.0,6154.0,15000.0,6000.0,7000.0,5000.0
60000,1,1,1,38,4,2,2,2,4,4,195593.0,101003.0,189660.0,204657.0,88463.0,374339.0,2000.0,2000.0,2800.0,1500.0,0.0,1500.0
50000,1,2,2,29,2,2,2,2,2,2,189049.0,92887.0,180056.0,190861.0,72123.0,354889.0,1437.0,1236.0,649.0,831.0,568.0,226.0
380000,1,2,1,38,0,0,0,1,1,0,165580.0,69777.0,158254.0,172086.0,53007.0,343672.0,0.0,990.0,2086.0,0.0,4069.0,10000.0
430000,1,1,1,48,0,0,0,0,0,0,170049.0,121990.0,204199.0,170000.0,99994.0,340485.0,52226.0,46935.0,0.0,46987.0,882.0,0.0
180000,1,1,1,38,1,1,1,1,1,1,165906.0,70103.0,157590.0,170326.0,53333.0,339929.0,326.0,326.0,326.0,326.0,326.0,326.0
330000,2,2,1,41,3,4,4,4,4,4,455464.0,353640.0,458529.0,476752.0,366717.0,649049.0,0.0,22200.0,12000.0,12000.0,978.0,23500.0
250000,2,1,2,26,1,1,0,0,1,1,172954.0,69777.0,157264.0,170000.0,55553.0,339603.0,0.0,0.0,0.0,2546.0,0.0,0.0
480000,2,1,1,38,2,2,2,2,2,2,549730.0,461790.0,518442.0,475024.0,342386.0,635371.0,15000.0,16000.0,12008.0,11000.0,11000.0,11000.0
210000,1,2,2,37,1,1,1,4,1,2,167470.0,72814.0,159693.0,170823.0,54096.0,341054.0,3037.0,1200.0,0.0,1089.0,1201.0,1031.0
160000,1,2,2,26,2,2,2,2,1,2,190640.0,94083.0,174935.0,192121.0,93842.0,377074.0,8026.0,7804.0,7730.0,67296.0,1340.0,1280.0
280000,1,1,1,44,3,0,0,0,0,1,165444.0,69281.0,156408.0,168784.0,51431.0,343869.0,360.0,360.0,360.0,317.0,6252.0,8.0
50000,1,2,1,33,0,0,0,0,0,0,165970.0,70167.0,157264.0,170780.0,53007.0,339603.0,390.0,0.0,780.0,0.0,0.0,0.0
350000,1,1,1,60,3,1,1,1,0,1,165580.0,70927.0,161840.0,170000.0,53007.0,340809.0,1150.0,4576.0,0.0,0.0,1206.0,0.0
230000,2,1,2,40,0,0,0,0,0,0,165940.0,69777.0,157264.0,170000.0,53007.0,339603.0,0.0,0.0,0.0,0.0,0.0,0.0
30000,1,2,2,47,2,2,2,2,2,2,195176.0,99402.0,186787.0,199494.0,82471.0,369494.0,1600.0,1500.0,1500.0,1500.0,2000.0,2301.0
180000,1,1,2,26,2,2,2,1,1,1,190044.0,95109.0,169255.0,174394.0,53207.0,339803.0,1573.0,3007.0,4394.0,200.0,200.0,200.0
150000,2,3,1,45,2,2,2,2,2,2,306995.0,214369.0,304899.0,299507.0,185226.0,474472.0,5457.0,5661.0,4636.0,4800.0,4850.0,5000.0
70000,1,1,2,27,2,2,2,2,2,4,205029.0,109519.0,197882.0,198782.0,83288.0,368778.0,2100.0,2000.0,1200.0,2590.0,0.0,1000.0
150000,1,2,2,26,2,2,2,2,2,2,175691.0,79624.0,168134.0,182189.0,65843.0,353431.0,1158.0,1181.0,1500.0,836.0,1200.0,2000.0
430000,2,2,1,42,2,2,2,2,2,2,254975.0,159829.0,247868.0,261200.0,145141.0,432437.0,3243.0,3200.0,3185.0,3500.0,3500.0,3420.0
70000,1,1,2,25,1,4,4,4,4,2,169215.0,74306.0,161572.0,174859.0,57645.0,344514.0,1100.0,0.0,624.0,0.0,500.0,1000.0
20000,1,3,2,36,3,1,1,1,1,1,165580.0,70609.0,157264.0,170832.0,54493.0,339603.0,832.0,0.0,832.0,1486.0,0.0,1248.0
310000,2,1,1,33,0,0,0,0,0,0,165695.0,70671.0,157264.0,170000.0,53007.0,339603.0,894.0,0.0,0.0,0.0,0.0,0.0
160000,2,2,1,23,2,2,2,2,2,2,262394.0,139647.0,226248.0,225559.0,97712.0,367826.0,10008.0,20014.0,1894.0,6425.0,2204.0,62529.0
480000,2,3,1,39,0,0,1,1,1,2,216883.0,144416.0,224570.0,189895.0,76657.0,352219.0,73428.0,20496.0,34.0,23682.0,29.0,10565.0
180000,2,1,2,28,2,2,2,4,2,2,264887.0,174180.0,267630.0,271550.0,151622.0,389333.0,6700.0,10605.0,0.0,4751.0,1754.0,0.0
360000,1,1,2,30,1,1,1,1,1,1,165892.0,70089.0,157576.0,170312.0,53258.0,339542.0,313.0,313.0,313.0,252.0,1.0,95971.0
180000,1,3,2,31,4,4,2,2,2,2,202444.0,105364.0,193253.0,206013.0,89171.0,371240.0,0.0,1800.0,1230.0,1200.0,1350.0,2310.0
200000,2,1,2,29,3,4,2,2,4,4,181778.0,84097.0,172703.0,184757.0,67282.0,353283.0,0.0,5000.0,1000.0,0.0,2000.0,0.0
240000,1,2,1,48,2,1,1,0,1,1,169552.0,70560.0,157264.0,170000.0,56860.0,368855.0,783.0,0.0,0.0,3853.0,29252.0,16747.0
180000,2,1,2,29,2,2,2,2,2,2,201199.0,92522.0,169464.0,179531.0,63138.0,339603.0,1745.0,1200.0,1531.0,3500.0,0.0,0.0
50000,2,3,1,32,2,2,2,2,2,2,208320.0,114521.0,204803.0,187360.0,70935.0,359222.0,3000.0,4000.0,1000.0,1000.0,2000.0,1000.0
280000,2,2,1,36,2,2,2,2,2,2,267383.0,170613.0,253597.0,267475.0,153659.0,341426.0,5005.0,7066.0,10000.0,5000.0,1823.0,4225.0
70000,2,1,2,29,2,2,2,2,2,2,209042.0,111622.0,197740.0,213687.0,96865.0,387730.0,3000.0,3000.0,7000.0,10000.0,15000.0,1000.0
400000,1,1,2,36,1,1,1,1,1,0,171813.0,80929.0,157263.0,170376.0,53007.0,339603.0,11219.0,0.0,377.0,0.0,0.0,1759.0
210000,2,3,1,45,1,1,1,1,1,1,166010.0,70207.0,157694.0,170430.0,53437.0,340033.0,430.0,430.0,430.0,430.0,430.0,10798.0
80000,1,3,2,33,2,2,2,2,2,2,221004.0,126375.0,214988.0,228892.0,114998.0,402827.0,2068.0,2081.0,2113.0,5000.0,2264.0,2342.0
310000,1,2,2,29,4,4,4,1,4,1,165980.0,70177.0,157664.0,190334.0,72057.0,361176.0,0.0,0.0,20334.0,0.0,21573.0,0.0
360000,2,3,2,27,3,0,0,0,0,0,165580.0,69777.0,157264.0,170000.0,53007.0,339603.0,0.0,0.0,0.0,0.0,0.0,0.0
200000,1,2,2,28,1,2,2,2,1,1,195384.0,100669.0,182619.0,191666.0,68411.0,351162.0,20044.0,10198.0,15083.0,15450.0,11593.0,18784.0
50000,1,2,1,33,2,2,2,2,2,2,216011.0,115396.0,190874.0,189221.0,71932.0,359211.0,1823.0,1500.0,1000.0,1000.0,1000.0,1000.0
60000,1,2,2,27,2,2,2,4,4,2,189019.0,95819.0,186446.0,199906.0,82299.0,369332.0,3300.0,3900.0,1500.0,0.0,1074.0,1200.0
230000,2,1,2,30,4,4,4,4,4,4,381989.0,291196.0,382017.0,398022.0,285731.0,600075.0,10000.0,8500.0,8500.0,8500.0,32000.0,200.0
150000,2,1,1,44,1,1,1,0,0,0,167423.0,71144.0,157264.0,170000.0,53007.0,339603.0,1367.0,0.0,0.0,0.0,0.0,0.0
360000,2,1,1,39,1,1,1,1,1,1,165745.0,70630.0,157429.0,170300.0,53007.0,341393.0,853.0,165.0,300.0,0.0,1790.0,0.0
50000,1,1,2,34,2,2,2,2,2,2,186193.0,97795.0,180008.0,188484.0,69385.0,352955.0,10000.0,10000.0,1500.0,3000.0,2803.0,5000.0
50000,2,3,1,50,2,2,2,2,2,2,204079.0,108993.0,172818.0,178704.0,61911.0,344290.0,1743.0,1021.0,200.0,200.0,100.0,0.0
500000,1,1,1,32,2,2,2,2,2,2,181071.0,92761.0,177964.0,189805.0,76809.0,362688.0,12992.0,2009.0,5000.0,5000.0,2000.0,7000.0
400000,2,3,1,41,2,2,2,2,2,2,184067.0,82143.0,170274.0,182620.0,70952.0,359633.0,2620.0,1000.0,0.0,13945.0,7116.0,1280.0
280000,1,2,2,28,0,0,0,0,0,0,167379.0,71545.0,159112.0,169992.0,54608.0,339600.0,1782.0,1857.0,0.0,1609.0,3.0,1077.0
360000,2,2,2,41,2,2,2,2,2,2,323857.0,273503.0,450939.0,366475.0,55482.0,339603.0,50000.0,100000.0,0.0,0.0,0.0,0.0
260000,2,1,2,29,3,1,2,1,1,1,181082.0,86609.0,174096.0,186332.0,69339.0,339269.0,18000.0,16666.0,16666.0,16666.0,0.0,17000.0
330000,1,1,1,42,2,2,2,2,2,2,406771.0,184068.0,270560.0,205048.0,89498.0,376855.0,10000.0,5449.0,5000.0,2000.0,2000.0,5000.0
350000,2,2,1,33,0,0,1,2,2,2,158142.0,214339.0,304701.0,305043.0,190987.0,478511.0,152000.0,6000.0,5000.0,4000.0,4017.0,5000.0
500000,2,2,1,39,1,1,1,1,1,1,202130.0,88529.0,179640.0,209018.0,57240.0,340000.0,18795.0,22398.0,39041.0,4233.0,397.0,28337.0
440000,2,1,1,35,2,2,2,2,2,2,294388.0,203117.0,290339.0,279705.0,164209.0,455772.0,10000.0,5000.0,5000.0,7126.0,10000.0,10000.0
260000,1,2,2,28,2,2,2,2,2,2,400447.0,307274.0,372607.0,375576.0,260695.0,538558.0,10500.0,9150.0,7500.0,8000.0,7500.0,7100.0
500000,1,3,1,48,2,2,2,2,4,1,202455.0,95808.0,189653.0,202830.0,70198.0,411801.0,1192.0,32382.0,2011.0,0.0,72198.0,10000.0
100000,1,2,1,35,2,2,2,2,2,2,246995.0,150536.0,237019.0,251209.0,113727.0,413978.0,4000.0,3000.0,3004.0,2278.0,15000.0,3000.0
70000,1,3,1,47,2,2,2,2,2,2,233250.0,132306.0,216288.0,196008.0,81217.0,357899.0,2730.0,2490.0,1000.0,5746.0,2000.0,143.0
440000,1,1,2,43,2,2,2,2,2,2,223688.0,120790.0,205601.0,219532.0,106721.0,396421.0,2400.0,3000.0,2000.0,5000.0,4000.0,4000.0
220000,2,1,1,44,1,2,2,2,2,2,374438.0,282417.0,373326.0,379288.0,255585.0,535170.0,7611.0,7484.0,7109.0,6969.0,6661.0,6426.0
160000,2,1,1,32,1,1,1,1,1,1,168769.0,72980.0,160685.0,172750.0,55757.0,344827.0,3248.0,3421.0,2750.0,2750.0,5224.0,2313.0
200000,1,2,1,46,1,4,1,1,4,1,172920.0,75757.0,161750.0,179790.0,57951.0,344299.0,0.0,4486.0,10000.0,0.0,4696.0,4696.0
30000,2,2,2,25,2,2,2,2,2,2,190038.0,98799.0,185494.0,192204.0,74961.0,362209.0,5000.0,1518.0,529.0,535.0,750.0,347.0
110000,2,1,2,27,2,2,2,2,2,2,279041.0,181803.0,269056.0,281936.0,165037.0,451578.0,4251.0,4218.0,4167.0,4238.0,4181.0,4246.0
60000,2,2,1,43,2,2,2,2,2,2,222613.0,128771.0,216996.0,206914.0,90691.0,378216.0,2880.0,2473.0,1322.0,1366.0,1554.0,1369.0
260000,1,1,2,28,1,1,1,1,1,1,242576.0,81292.0,170656.0,192209.0,107814.0,402137.0,11515.0,13419.0,22209.0,54807.0,62534.0,37935.0
110000,1,2,1,36,2,2,2,2,2,2,274941.0,172282.0,261098.0,246491.0,130252.0,417652.0,3940.0,3256.0,2696.0,2780.0,2900.0,3000.0
260000,1,3,1,44,2,2,2,2,2,2,423567.0,329881.0,410752.0,315630.0,201727.0,479236.0,7100.0,135546.0,4500.0,4590.0,4501.0,4795.0
280000,2,1,2,32,2,2,2,2,2,2,323060.0,225139.0,313651.0,329584.0,216016.0,501372.0,6400.0,6100.0,5600.0,5805.0,7007.0,5400.0
210000,1,1,2,30,1,1,1,2,1,1,166042.0,70339.0,159128.0,170932.0,53939.0,340617.0,1032.0,2234.0,0.0,932.0,1014.0,1000.0
100000,2,2,2,33,4,4,2,2,2,2,240343.0,142787.0,231462.0,244964.0,129662.0,417931.0,0.0,3000.0,2000.0,2000.0,2000.0,2000.0
210000,1,2,1,42,1,1,1,1,1,1,174957.0,79311.0,167114.0,179905.0,61547.0,348388.0,9540.0,9856.0,9905.0,8540.0,8785.0,3080.0
240000,2,2,2,34,2,2,2,2,2,2,288390.0,184185.0,254659.0,253314.0,126299.0,398873.0,10066.0,7255.0,3035.0,3030.0,3018.0,2012.0
150000,2,1,2,24,1,1,1,2,2,1,170437.0,71506.0,206464.0,220000.0,53007.0,389603.0,1733.0,49200.0,1000.0,0.0,50000.0,0.0
80000,1,2,1,54,2,2,2,2,2,1,270945.0,178479.0,265750.0,264119.0,71816.0,380222.0,5030.0,2698.0,2172.0,376.0,40619.0,25311.0
180000,2,1,2,28,2,2,2,2,2,1,178175.0,88481.0,181674.0,199184.0,60332.0,339929.0,7000.0,7000.0,7000.0,5000.0,326.0,7276.0
100000,2,1,2,26,2,2,2,2,2,2,261933.0,169487.0,259357.0,267701.0,152329.0,438390.0,4900.0,5000.0,4000.0,3800.0,3710.0,4100.0
20000,1,1,2,28,2,2,2,2,2,2,182939.0,86605.0,174987.0,188733.0,65256.0,359513.0,2700.0,4150.0,1500.0,577.0,8000.0,300.0
140000,1,2,2,34,2,2,2,2,2,2,293892.0,188861.0,220186.0,230196.0,111942.0,398257.0,5000.0,2200.0,2300.0,2300.0,2100.0,2000.0
200000,1,3,2,40,0,0,0,0,0,0,165970.0,71576.0,157654.0,170390.0,53425.0,341207.0,1799.0,390.0,390.0,418.0,1604.0,0.0
80000,1,2,2,25,2,2,2,2,2,2,242722.0,114986.0,203674.0,213053.0,97394.0,383383.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
20000,2,2,2,49,3,4,4,4,2,2,184298.0,87909.0,176794.0,188950.0,69517.0,358989.0,0.0,3000.0,0.0,1000.0,3000.0,2000.0
80000,2,2,2,24,0,0,0,0,0,0,165580.0,69777.0,157264.0,170000.0,53007.0,339603.0,0.0,0.0,0.0,0.0,0.0,400.0
70000,2,2,1,41,4,4,4,4,4,4,215821.0,120922.0,207286.0,223390.0,107586.0,395325.0,2000.0,0.0,4200.0,2200.0,2200.0,2200.0
30000,1,2,2,30,2,2,2,2,2,2,187801.0,93025.0,181524.0,194743.0,78268.0,365366.0,1391.0,1403.0,886.0,917.0,922.0,955.0
50000,1,1,2,25,1,1,1,1,1,0,168123.0,84112.0,157830.0,175243.0,53007.0,339603.0,14439.0,566.0,5243.0,0.0,0.0,1380.0
50000,2,2,2,21,1,1,1,1,1,1,165970.0,71276.0,158044.0,170797.0,54173.0,339603.0,1499.0,780.0,797.0,1166.0,0.0,0.0
260000,2,1,2,39,2,2,2,2,2,2,396604.0,277896.0,370483.0,372106.0,261897.0,555058.0,10000.0,10000.0,8000.0,10000.0,10000.0,20000.0
360000,2,1,1,33,1,1,1,1,1,1,215647.0,87384.0,198526.0,178882.0,70355.0,368819.0,17607.0,41285.0,8882.0,17348.0,29216.0,4043.0
500000,2,3,2,52,0,0,0,0,0,0,165580.0,69777.0,157264.0,170000.0,53007.0,339603.0,0.0,0.0,0.0,0.0,0.0,0.0
160000,1,3,1,46,4,4,2,2,2,2,334081.0,230198.0,314925.0,243322.0,110842.0,381445.0,0.0,6322.0,2275.0,2343.0,3069.0,77005.0
