Id,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE
224,243,1,1.86,1.99,0.0,0.8,0,1,0.4048,1.19,1.86,0.0,0,0.40201,0.0,0.13,1
225,251,1,1.76,2.09,0.0,0.0,0,0,0.32384,2.09,1.76,1.0,0,0.0,0.0,0.33,1
226,253,1,1.76,2.09,0.0,0.0,0,0,0.459072,2.09,1.76,1.0,0,0.0,0.0,0.33,1
227,242,3,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.91,0,0.0,0.0,0.24,3
228,244,3,1.99,2.23,0.0,0.0,0,0,0.4,2.23,1.99,0.91,0,0.0,0.0,0.24,3
229,247,3,1.99,2.23,0.0,0.0,0,0,0.32,2.23,1.99,0.91,0,0.0,0.0,0.24,3
230,274,7,1.86,2.13,0.47,0.54,1,0,0.52,1.59,1.39,0.8700000000000001,1,0.253521,0.252688,0.27,0
231,276,7,1.99,2.13,0.0,0.54,0,1,0.616,1.59,1.99,0.27,1,0.253521,0.0,0.14,0
232,228,7,1.69,1.69,0.0,0.0,0,0,0.535142,1.69,1.69,0.67,1,0.0,0.0,0.0,0
233,233,7,1.75,1.99,0.0,0.4,1,0,0.6281140000000001,1.59,1.75,0.51,1,0.201005,0.0,0.24,0
234,234,7,1.75,1.99,0.0,0.4,1,0,0.702491,1.59,1.75,0.51,1,0.201005,0.0,0.24,0
235,235,7,1.75,1.99,0.0,0.4,0,0,0.5619930000000001,1.59,1.75,0.51,1,0.201005,0.0,0.24,0
236,236,3,1.79,2.09,0.0,0.0,0,0,0.649594,2.09,1.79,0.97,0,0.0,0.0,0.3,3
237,238,3,1.79,2.09,0.0,0.0,0,0,0.719675,2.09,1.79,0.97,0,0.0,0.0,0.3,3
238,240,7,1.86,2.09,0.0,0.0,0,0,0.77574,2.09,1.86,0.9,1,0.0,0.0,0.23,0
239,250,7,1.86,2.09,0.0,0.0,0,0,0.820592,2.09,1.86,0.9,1,0.0,0.0,0.23,0
240,254,7,1.86,2.18,0.0,0.0,0,0,0.856474,2.18,1.86,0.99,1,0.0,0.0,0.32,0
241,257,7,1.86,2.18,0.0,0.0,0,0,0.885179,2.18,1.86,0.99,1,0.0,0.0,0.32,0
242,258,7,1.86,2.18,0.0,0.0,0,0,0.908143,2.18,1.86,0.99,1,0.0,0.0,0.32,0
243,259,7,1.86,2.18,0.0,0.0,0,0,0.926515,2.18,1.86,0.99,1,0.0,0.0,0.32,0
244,260,7,1.86,2.13,0.0,0.24,0,0,0.941212,1.89,1.86,0.7000000000000001,1,0.112676,0.0,0.27,0
245,261,7,1.86,2.13,0.0,0.24,0,0,0.952969,1.89,1.86,0.7000000000000001,1,0.112676,0.0,0.27,0
246,262,7,1.86,2.13,0.0,0.0,0,0,0.962375,2.13,1.86,0.9400000000000001,1,0.0,0.0,0.27,0
247,264,7,1.86,2.13,0.37,0.0,1,0,0.9699,2.13,1.49,1.31,1,0.0,0.198925,0.27,0
248,266,7,1.86,2.13,0.37,0.0,1,0,0.97592,2.13,1.49,1.31,1,0.0,0.198925,0.27,0
249,268,7,1.86,2.13,0.0,0.0,0,0,0.980736,2.13,1.86,0.9400000000000001,1,0.0,0.0,0.27,0
250,268,7,1.86,2.13,0.0,0.0,0,0,0.984589,2.13,1.86,0.9400000000000001,1,0.0,0.0,0.27,0
251,269,7,1.86,2.13,0.27,0.0,1,0,0.987671,2.13,1.59,1.21,1,0.0,0.1451609999999999,0.27,0
252,270,7,1.86,2.13,0.27,0.0,1,0,0.990137,2.13,1.59,1.21,1,0.0,0.1451609999999999,0.27,0
253,271,7,1.86,2.13,0.0,0.0,0,0,0.99211,2.13,1.86,0.9400000000000001,1,0.0,0.0,0.27,0
254,272,7,1.86,2.13,0.0,0.0,0,0,0.993688,2.13,1.86,0.9400000000000001,1,0.0,0.0,0.27,0
255,275,7,1.99,2.13,0.0,0.54,1,0,0.99495,1.59,1.99,0.27,1,0.253521,0.0,0.14,0
256,229,7,1.69,1.69,0.0,0.2,0,1,0.16384,1.49,1.69,0.47000000000000003,1,0.118343,0.0,0.0,0
257,232,7,1.69,1.99,0.0,0.4,1,1,0.331072,1.59,1.69,0.5700000000000001,1,0.201005,0.0,0.3,0
258,257,2,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.99,0,0.0,0.0,0.32,2
259,264,3,1.99,2.09,0.1,0.0,0,0,0.6,2.09,1.89,0.8700000000000001,0,0.0,0.050251,0.1,3
260,265,2,1.86,2.18,0.0,0.0,0,0,0.48,2.18,1.86,0.99,0,0.0,0.0,0.32,2
261,267,2,1.86,2.18,0.0,0.4,0,1,0.384,1.78,1.86,0.5900000000000001,0,0.1834859999999999,0.0,0.32,2
262,270,2,1.86,2.18,0.0,0.0,0,0,0.3072,2.18,1.86,0.99,0,0.0,0.0,0.32,2
263,272,2,1.86,2.18,0.0,0.06,0,0,0.44576,2.12,1.86,0.93,0,0.027523,0.0,0.32,2
264,273,2,1.86,2.18,0.0,0.06,0,0,0.556608,2.12,1.86,0.93,0,0.027523,0.0,0.32,2
265,276,2,1.99,2.18,0.0,0.0,0,1,0.6452859999999999,2.18,1.99,0.8600000000000001,0,0.0,0.0,0.19,2
266,278,2,1.99,2.18,0.0,0.0,0,0,0.716229,2.18,1.99,0.8600000000000001,0,0.0,0.0,0.19,2
267,259,2,1.86,2.18,0.0,0.4,0,1,0.6672,1.78,1.86,0.5900000000000001,0,0.1834859999999999,0.0,0.32,2
268,229,3,1.79,1.79,0.0,0.0,0,0,0.5648,1.79,1.79,0.67,0,0.0,0.0,0.0,3
269,235,3,1.79,2.09,0.0,0.0,0,0,0.4518399999999999,2.09,1.79,0.97,0,0.0,0.0,0.3,3
270,261,2,1.86,2.18,0.0,0.0,0,0,0.53376,2.18,1.86,0.99,0,0.0,0.0,0.32,2
271,273,2,1.86,2.18,0.0,0.06,0,0,0.427008,2.12,1.86,0.93,0,0.027523,0.0,0.32,2
272,276,3,2.09,2.09,0.2,0.4,0,0,0.341606,1.69,1.89,0.47000000000000003,0,0.191388,0.095694,0.0,3
273,278,3,2.09,2.09,0.2,0.0,0,0,0.273285,2.09,1.89,0.8700000000000001,0,0.0,0.095694,0.0,3
274,229,3,1.79,1.79,0.0,0.0,0,0,0.027488,1.79,1.79,0.67,0,0.0,0.0,0.0,3
275,234,3,1.79,2.09,0.0,0.0,0,0,0.02199,2.09,1.79,0.97,0,0.0,0.0,0.3,3
276,239,3,1.79,2.23,0.0,0.0,0,0,0.017592,2.23,1.79,1.11,0,0.0,0.0,0.44,3
277,240,3,1.79,2.23,0.0,0.0,0,0,0.014074,2.23,1.79,1.11,0,0.0,0.0,0.44,3
278,240,3,1.79,2.23,0.0,0.0,0,0,0.011259,2.23,1.79,1.11,0,0.0,0.0,0.44,3
279,241,3,1.79,2.23,0.0,0.0,0,0,0.009007,2.23,1.79,1.11,0,0.0,0.0,0.44,3
280,242,3,1.99,2.23,0.0,0.0,0,0,0.007206,2.23,1.99,0.91,0,0.0,0.0,0.24,3
281,243,3,1.99,2.23,0.0,0.0,0,0,0.005765,2.23,1.99,0.91,0,0.0,0.0,0.24,3
282,244,3,1.99,2.23,0.0,0.0,0,0,0.004612,2.23,1.99,0.91,0,0.0,0.0,0.24,3
283,247,3,1.99,2.23,0.0,0.0,0,0,0.003689,2.23,1.99,0.91,0,0.0,0.0,0.24,3
284,248,3,1.99,2.23,0.0,0.0,0,0,0.002951,2.23,1.99,0.91,0,0.0,0.0,0.24,3
285,250,3,1.99,2.23,0.0,0.0,0,0,0.002361,2.23,1.99,0.91,0,0.0,0.0,0.24,3
286,253,3,1.99,2.23,0.0,0.0,0,0,0.001889,2.23,1.99,0.91,0,0.0,0.0,0.24,3
287,259,3,1.99,2.29,0.0,0.0,0,0,0.001511,2.29,1.99,0.97,0,0.0,0.0,0.3,3
288,261,3,1.99,2.09,0.0,0.0,0,0,0.001209,2.09,1.99,0.77,0,0.0,0.0,0.1,3
289,263,3,1.99,2.09,0.0,0.0,0,0,0.000967,2.09,1.99,0.77,0,0.0,0.0,0.1,3
290,264,3,1.99,2.09,0.1,0.0,0,0,0.000774,2.09,1.89,0.8700000000000001,0,0.0,0.050251,0.1,3
291,266,3,1.99,2.09,0.1,0.0,0,0,0.000619,2.09,1.89,0.8700000000000001,0,0.0,0.050251,0.1,3
292,267,3,1.99,2.09,0.1,0.0,0,0,0.000495,2.09,1.89,0.8700000000000001,0,0.0,0.050251,0.1,3
293,270,2,1.86,2.18,0.0,0.0,0,0,0.000396,2.18,1.86,0.99,0,0.0,0.0,0.32,2
294,273,2,1.86,2.18,0.0,0.06,0,0,0.000317,2.12,1.86,0.93,0,0.027523,0.0,0.32,2
295,275,2,1.96,2.18,0.0,0.8,0,1,0.000254,1.38,1.96,0.09000000000000008,0,0.3669719999999999,0.0,0.22,2
296,276,3,2.09,2.09,0.2,0.4,0,0,0.0002029999999999,1.69,1.89,0.47000000000000003,0,0.191388,0.095694,0.0,3
297,228,2,1.69,1.69,0.0,0.0,0,0,0.48,1.69,1.69,0.67,0,0.0,0.0,0.0,2
298,229,2,1.69,1.69,0.0,0.0,0,0,0.584,1.69,1.69,0.67,0,0.0,0.0,0.0,2
299,231,2,1.69,1.69,0.3,0.0,1,0,0.4672,1.69,1.39,0.97,0,0.0,0.177515,0.0,2
300,233,2,1.69,1.69,0.0,0.0,0,0,0.37376,1.69,1.69,0.67,0,0.0,0.0,0.0,2
301,234,3,1.79,2.09,0.0,0.0,0,0,0.299008,2.09,1.79,0.97,0,0.0,0.0,0.3,3
302,240,2,1.75,1.99,0.0,0.3,0,1,0.439206,1.69,1.75,0.6100000000000001,0,0.150754,0.0,0.24,2
303,242,2,1.75,1.99,0.16,0.3,0,1,0.351365,1.69,1.59,0.77,0,0.150754,0.091429,0.24,2
304,245,2,1.89,2.09,0.0,0.0,0,0,0.281092,2.09,1.89,0.8700000000000001,0,0.0,0.0,0.2,2
305,253,3,1.99,2.23,0.0,0.0,0,0,0.424874,2.23,1.99,0.91,0,0.0,0.0,0.24,3
306,256,2,1.89,2.18,0.13,0.0,0,0,0.3398989999999999,2.18,1.76,1.09,0,0.0,0.068783,0.29,2
307,262,2,1.86,2.18,0.0,0.6,0,1,0.271919,1.58,1.86,0.39,0,0.275229,0.0,0.32,2
308,263,2,1.86,2.18,0.0,0.0,0,1,0.2175349999999999,2.18,1.86,0.99,0,0.0,0.0,0.32,2
309,269,3,1.99,2.09,0.1,0.0,0,0,0.174028,2.09,1.89,0.8700000000000001,0,0.0,0.050251,0.1,3
310,270,2,1.86,2.18,0.0,0.0,0,0,0.339223,2.18,1.86,0.99,0,0.0,0.0,0.32,2
311,272,2,1.86,2.18,0.0,0.06,0,0,0.4713779999999999,2.12,1.86,0.93,0,0.027523,0.0,0.32,2
312,273,2,1.86,2.18,0.0,0.06,0,0,0.577102,2.12,1.86,0.93,0,0.027523,0.0,0.32,2
313,275,2,1.96,2.18,0.0,0.8,0,1,0.661682,1.38,1.96,0.09000000000000008,0,0.3669719999999999,0.0,0.22,2
314,276,2,1.99,2.18,0.0,0.0,0,1,0.729346,2.18,1.99,0.8600000000000001,0,0.0,0.0,0.19,2
315,276,2,1.99,2.18,0.0,0.0,0,1,0.7834760000000001,2.18,1.99,0.8600000000000001,0,0.0,0.0,0.19,2
316,278,2,1.99,2.18,0.0,0.0,0,0,0.826781,2.18,1.99,0.8600000000000001,0,0.0,0.0,0.19,2
317,238,3,1.79,2.09,0.0,0.0,0,0,0.7952,2.09,1.79,0.97,0,0.0,0.0,0.3,3
318,241,3,1.79,2.23,0.0,0.0,0,0,0.6361600000000001,2.23,1.79,1.11,0,0.0,0.0,0.44,3
319,246,3,1.99,2.23,0.0,0.0,0,0,0.708928,2.23,1.99,0.91,0,0.0,0.0,0.24,3
320,251,3,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.91,0,0.0,0.0,0.24,3
321,257,3,1.99,2.29,0.0,0.4,0,1,0.6,1.89,1.99,0.5700000000000001,0,0.174672,0.0,0.3,3
322,264,3,1.99,2.09,0.1,0.0,0,0,0.68,2.09,1.89,0.8700000000000001,0,0.0,0.050251,0.1,3
323,271,3,1.99,2.09,0.1,0.4,1,0,0.5,1.69,1.89,0.47000000000000003,0,0.191388,0.050251,0.1,3
324,271,3,1.99,2.09,0.1,0.4,1,0,0.4,1.69,1.89,0.47000000000000003,0,0.191388,0.050251,0.1,3
325,230,1,1.69,1.69,0.0,0.2,0,0,0.4,1.49,1.69,0.47000000000000003,0,0.118343,0.0,0.0,1
326,231,1,1.69,1.69,0.3,0.2,1,0,0.32,1.49,1.39,0.77,0,0.118343,0.177515,0.0,1
327,251,1,1.76,2.09,0.0,0.0,0,0,0.456,2.09,1.76,1.0,0,0.0,0.0,0.33,1
328,266,1,1.86,1.99,0.0,0.1,0,0,0.5648,1.89,1.86,0.7000000000000001,0,0.050251,0.0,0.13,1
329,267,4,1.99,2.09,0.1,0.0,0,0,0.65184,2.09,1.89,0.8700000000000001,0,0.0,0.050251,0.1,4
330,268,7,1.86,2.13,0.0,0.0,0,0,0.4,2.13,1.86,0.9400000000000001,1,0.0,0.0,0.27,0
331,262,1,1.76,1.99,0.0,0.4,0,1,0.5,1.59,1.76,0.5,0,0.201005,0.0,0.23,1
332,266,1,1.86,1.99,0.0,0.1,0,0,0.4,1.89,1.86,0.7000000000000001,0,0.050251,0.0,0.13,1
333,229,7,1.69,1.69,0.0,0.2,0,1,0.149422,1.49,1.69,0.47000000000000003,1,0.118343,0.0,0.0,0
334,236,7,1.75,1.99,0.0,0.4,0,0,0.119538,1.59,1.75,0.51,1,0.201005,0.0,0.24,0
335,237,7,1.75,1.99,0.0,0.4,0,0,0.0956299999999999,1.59,1.75,0.51,1,0.201005,0.0,0.24,0
336,238,7,1.75,1.99,0.0,0.4,0,0,0.076504,1.59,1.75,0.51,1,0.201005,0.0,0.24,0
337,242,7,1.86,2.09,0.0,0.0,0,0,0.061203,2.09,1.86,0.9,1,0.0,0.0,0.23,0
338,254,7,1.86,2.18,0.0,0.0,0,0,0.048963,2.18,1.86,0.99,1,0.0,0.0,0.32,0
339,255,7,1.86,2.18,0.0,0.0,0,0,0.0391699999999999,2.18,1.86,0.99,1,0.0,0.0,0.32,0
340,233,7,1.75,1.99,0.0,0.4,1,0,0.7440000000000001,1.59,1.75,0.51,1,0.201005,0.0,0.24,0
341,251,7,1.86,2.09,0.1,0.0,0,0,0.7952,2.09,1.76,1.0,1,0.0,0.053763,0.23,0
342,253,7,1.86,2.09,0.1,0.0,0,0,0.83616,2.09,1.76,1.0,1,0.0,0.053763,0.23,0
343,254,1,1.76,2.09,0.0,0.0,0,0,0.868928,2.09,1.76,1.0,0,0.0,0.0,0.33,1
344,260,7,1.86,2.13,0.0,0.24,0,0,0.895142,1.89,1.86,0.7000000000000001,1,0.112676,0.0,0.27,0
345,261,7,1.86,2.13,0.0,0.24,0,0,0.916114,1.89,1.86,0.7000000000000001,1,0.112676,0.0,0.27,0
346,263,7,1.86,2.13,0.27,0.0,0,0,0.932891,2.13,1.59,1.21,1,0.0,0.1451609999999999,0.27,0
347,264,7,1.86,2.13,0.37,0.0,1,0,0.946313,2.13,1.49,1.31,1,0.0,0.198925,0.27,0
348,267,7,1.86,2.13,0.0,0.0,1,0,0.95705,2.13,1.86,0.9400000000000001,1,0.0,0.0,0.27,0
349,268,7,1.86,2.13,0.0,0.0,0,0,0.96564,2.13,1.86,0.9400000000000001,1,0.0,0.0,0.27,0
350,269,7,1.86,2.13,0.27,0.0,1,0,0.972512,2.13,1.59,1.21,1,0.0,0.1451609999999999,0.27,0
351,277,7,1.99,2.13,0.5,0.0,0,1,0.97801,2.13,1.49,1.31,1,0.0,0.251256,0.14,0
352,278,7,2.06,2.13,0.0,0.0,0,0,0.982408,2.13,2.06,0.74,1,0.0,0.0,0.07,0
353,230,4,1.79,1.79,0.0,0.0,0,0,0.52,1.79,1.79,0.67,0,0.0,0.0,0.0,4
354,273,4,1.99,2.09,0.0,0.4,0,0,0.616,1.69,1.99,0.37000000000000005,0,0.191388,0.0,0.1,4
355,227,4,1.79,1.79,0.0,0.0,0,1,0.5,1.79,1.79,0.67,0,0.0,0.0,0.0,4
356,229,4,1.79,1.79,0.0,0.0,0,0,0.4,1.79,1.79,0.67,0,0.0,0.0,0.0,4
357,230,4,1.79,1.79,0.0,0.0,0,0,0.32,1.79,1.79,0.67,0,0.0,0.0,0.0,4
358,252,4,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.91,0,0.0,0.0,0.24,4
359,265,4,1.99,2.09,0.1,0.0,0,0,0.4,2.09,1.89,0.8700000000000001,0,0.0,0.050251,0.1,4
360,262,4,1.99,2.09,0.0,0.0,0,0,0.6,2.09,1.99,0.77,0,0.0,0.0,0.1,4
361,275,7,1.99,2.13,0.0,0.54,1,0,0.6,1.59,1.99,0.27,1,0.253521,0.0,0.14,0
362,259,7,1.86,2.18,0.0,0.0,0,0,0.4,2.18,1.86,0.99,1,0.0,0.0,0.32,0
363,261,7,1.86,2.13,0.0,0.24,0,0,0.32,1.89,1.86,0.7000000000000001,1,0.112676,0.0,0.27,0
364,240,4,1.79,2.23,0.0,0.0,0,0,0.5,2.23,1.79,1.11,0,0.0,0.0,0.44,4
365,244,1,1.86,2.09,0.0,0.0,0,0,0.4,2.09,1.86,0.9,0,0.0,0.0,0.23,1
366,233,7,1.75,1.99,0.0,0.4,1,0,0.4,1.59,1.75,0.51,1,0.201005,0.0,0.24,0
367,256,3,1.99,2.29,0.0,0.0,0,0,0.32,2.29,1.99,0.97,0,0.0,0.0,0.3,3
368,258,2,1.86,2.18,0.0,0.0,0,0,0.256,2.18,1.86,0.99,0,0.0,0.0,0.32,2
369,264,7,1.86,2.13,0.37,0.0,1,0,0.2048,2.13,1.49,1.31,1,0.0,0.198925,0.27,0
370,266,2,1.86,2.18,0.0,0.0,0,0,0.36384,2.18,1.86,0.99,0,0.0,0.0,0.32,2
371,267,1,1.86,1.99,0.0,0.2,0,1,0.491072,1.79,1.86,0.6000000000000001,0,0.100503,0.0,0.13,1
372,274,2,1.96,2.18,0.0,0.8,0,1,0.392858,1.38,1.96,0.09000000000000008,0,0.3669719999999999,0.0,0.22,2
373,274,7,1.86,2.13,0.47,0.54,1,0,0.314286,1.59,1.39,0.8700000000000001,1,0.253521,0.252688,0.27,0
374,228,1,1.69,1.69,0.0,0.0,0,0,0.5,1.69,1.69,0.67,0,0.0,0.0,0.0,1
375,237,2,1.75,1.99,0.0,0.0,0,0,0.4,1.99,1.75,0.91,0,0.0,0.0,0.24,2
376,258,1,1.76,2.18,0.0,0.0,0,0,0.32,2.18,1.76,1.09,0,0.0,0.0,0.42,1
377,228,2,1.69,1.69,0.0,0.0,0,0,0.256,1.69,1.69,0.67,0,0.0,0.0,0.0,2
378,229,2,1.69,1.69,0.0,0.0,0,0,0.2048,1.69,1.69,0.67,0,0.0,0.0,0.0,2
379,236,2,1.75,1.99,0.0,0.0,0,0,0.16384,1.99,1.75,0.91,0,0.0,0.0,0.24,2
380,242,2,1.75,1.99,0.16,0.3,0,1,0.131072,1.69,1.59,0.77,0,0.150754,0.091429,0.24,2
381,254,2,1.89,2.09,0.13,0.0,0,0,0.1048579999999999,2.09,1.76,1.0,0,0.0,0.068783,0.2,2
382,257,2,1.86,2.18,0.0,0.0,0,0,0.283886,2.18,1.86,0.99,0,0.0,0.0,0.32,2
383,260,2,1.86,2.18,0.0,0.7,0,0,0.427109,1.48,1.86,0.29000000000000004,0,0.321101,0.0,0.32,2
384,227,7,1.69,1.69,0.0,0.0,0,1,0.0729929999999999,1.69,1.69,0.67,1,0.0,0.0,0.0,0
385,227,2,1.69,1.69,0.0,0.0,0,0,0.258395,1.69,1.69,0.67,0,0.0,0.0,0.0,2
386,228,2,1.69,1.69,0.0,0.0,0,0,0.2067159999999999,1.69,1.69,0.67,0,0.0,0.0,0.0,2
387,229,2,1.69,1.69,0.0,0.0,0,0,0.165373,1.69,1.69,0.67,0,0.0,0.0,0.0,2
388,230,7,1.69,1.99,0.0,0.0,0,1,0.132298,1.99,1.69,0.97,1,0.0,0.0,0.3,0
389,233,2,1.69,1.69,0.0,0.0,0,0,0.105838,1.69,1.69,0.67,0,0.0,0.0,0.0,2
390,235,7,1.75,1.99,0.0,0.4,0,0,0.084671,1.59,1.75,0.51,1,0.201005,0.0,0.24,0
391,236,2,1.75,1.99,0.0,0.0,0,0,0.267737,1.99,1.75,0.91,0,0.0,0.0,0.24,2
392,237,2,1.75,1.99,0.0,0.0,0,0,0.214189,1.99,1.75,0.91,0,0.0,0.0,0.24,2
393,237,2,1.75,1.99,0.0,0.0,0,0,0.171351,1.99,1.75,0.91,0,0.0,0.0,0.24,2
394,239,7,1.79,2.09,0.0,0.0,0,0,0.137081,2.09,1.79,0.97,1,0.0,0.0,0.3,0
395,240,7,1.86,2.09,0.0,0.0,0,0,0.309665,2.09,1.86,0.9,1,0.0,0.0,0.23,0
396,242,2,1.75,1.99,0.16,0.3,0,1,0.247732,1.69,1.59,0.77,0,0.150754,0.091429,0.24,2
397,257,7,1.86,2.18,0.0,0.0,0,0,0.198186,2.18,1.86,0.99,1,0.0,0.0,0.32,0
398,258,7,1.86,2.18,0.0,0.0,0,0,0.358548,2.18,1.86,0.99,1,0.0,0.0,0.32,0
399,264,7,1.86,2.13,0.37,0.0,1,0,0.286839,2.13,1.49,1.31,1,0.0,0.198925,0.27,0
400,271,7,1.86,2.13,0.0,0.0,0,0,0.429471,2.13,1.86,0.9400000000000001,1,0.0,0.0,0.27,0
401,272,3,1.99,2.09,0.0,0.4,0,0,0.343577,1.69,1.99,0.37000000000000005,0,0.191388,0.0,0.1,3
402,272,2,1.86,2.18,0.0,0.06,0,0,0.274861,2.12,1.86,0.93,0,0.027523,0.0,0.32,2
403,274,7,1.86,2.13,0.47,0.54,1,0,0.219889,1.59,1.39,0.8700000000000001,1,0.253521,0.252688,0.27,0
404,274,2,1.96,2.18,0.0,0.8,0,1,0.1759109999999999,1.38,1.96,0.09000000000000008,0,0.3669719999999999,0.0,0.22,2
405,275,7,1.99,2.13,0.0,0.54,1,0,0.140729,1.59,1.99,0.27,1,0.253521,0.0,0.14,0
406,276,7,1.99,2.13,0.0,0.54,0,1,0.1125829999999999,1.59,1.99,0.27,1,0.253521,0.0,0.14,0
407,227,1,1.69,1.69,0.0,0.0,0,0,0.433472,1.69,1.69,0.67,0,0.0,0.0,0.0,1
408,236,1,1.75,1.99,0.0,0.0,0,0,0.346778,1.99,1.75,0.91,0,0.0,0.0,0.24,1
409,243,1,1.86,1.99,0.0,0.8,0,1,0.277422,1.19,1.86,0.0,0,0.40201,0.0,0.13,1
410,255,7,1.86,2.18,0.0,0.0,0,0,0.421938,2.18,1.86,0.99,1,0.0,0.0,0.32,0
411,261,7,1.86,2.13,0.0,0.24,0,0,0.33755,1.89,1.86,0.7000000000000001,1,0.112676,0.0,0.27,0
412,230,3,1.79,1.79,0.0,0.0,0,0,0.283886,1.79,1.79,0.67,0,0.0,0.0,0.0,3
413,234,7,1.75,1.99,0.0,0.4,1,0,0.227109,1.59,1.75,0.51,1,0.201005,0.0,0.24,0
414,235,3,1.79,2.09,0.0,0.0,0,0,0.181687,2.09,1.79,0.97,0,0.0,0.0,0.3,3
415,238,3,1.79,2.09,0.0,0.0,0,0,0.14535,2.09,1.79,0.97,0,0.0,0.0,0.3,3
416,241,3,1.79,2.23,0.0,0.0,0,0,0.11628,2.23,1.79,1.11,0,0.0,0.0,0.44,3
417,244,7,1.86,2.09,0.0,0.2,0,0,0.093024,1.89,1.86,0.7000000000000001,1,0.095694,0.0,0.23,0
418,257,3,1.99,2.29,0.0,0.4,0,1,0.074419,1.89,1.99,0.5700000000000001,0,0.174672,0.0,0.3,3
419,258,2,1.86,2.18,0.0,0.0,0,0,0.059535,2.18,1.86,0.99,0,0.0,0.0,0.32,2
420,259,3,1.99,2.29,0.0,0.0,0,0,0.047628,2.29,1.99,0.97,0,0.0,0.0,0.3,3
421,260,3,1.99,2.09,0.0,0.0,0,0,0.038103,2.09,1.99,0.77,0,0.0,0.0,0.1,3
422,261,3,1.99,2.09,0.0,0.0,0,0,0.030482,2.09,1.99,0.77,0,0.0,0.0,0.1,3
423,232,2,1.69,1.69,0.0,0.0,1,0,0.4352,1.69,1.69,0.67,0,0.0,0.0,0.0,2
424,235,2,1.69,1.99,0.0,0.0,0,0,0.5481600000000001,1.99,1.69,0.97,0,0.0,0.0,0.3,2
425,242,3,1.99,2.23,0.0,0.0,0,0,0.416,2.23,1.99,0.91,0,0.0,0.0,0.24,3
426,277,3,2.09,2.09,0.2,0.4,0,0,0.5328,1.69,1.89,0.47000000000000003,0,0.191388,0.095694,0.0,3
427,262,4,1.99,2.09,0.0,0.0,0,0,0.1048579999999999,2.09,1.99,0.77,0,0.0,0.0,0.1,4
428,264,7,1.86,2.13,0.37,0.0,1,0,0.283886,2.13,1.49,1.31,1,0.0,0.198925,0.27,0
429,265,7,1.86,2.13,0.37,0.0,1,0,0.427109,2.13,1.49,1.31,1,0.0,0.198925,0.27,0
430,267,4,1.99,2.09,0.1,0.0,0,0,0.3416869999999999,2.09,1.89,0.8700000000000001,0,0.0,0.050251,0.1,4
431,270,4,1.99,2.09,0.1,0.0,0,0,0.27335,2.09,1.89,0.8700000000000001,0,0.0,0.050251,0.1,4
432,272,7,1.86,2.13,0.0,0.0,0,0,0.21868,2.13,1.86,0.9400000000000001,1,0.0,0.0,0.27,0
433,234,7,1.75,1.99,0.0,0.4,1,0,0.5,1.59,1.75,0.51,1,0.201005,0.0,0.24,0
434,243,1,1.86,1.99,0.0,0.8,0,1,0.6,1.19,1.86,0.0,0,0.40201,0.0,0.13,1
435,257,4,1.99,2.29,0.0,0.4,0,1,0.48,1.89,1.99,0.5700000000000001,0,0.174672,0.0,0.3,4
436,261,1,1.76,1.99,0.0,0.0,0,0,0.384,1.99,1.76,0.9,0,0.0,0.0,0.23,1
437,265,1,1.76,1.99,0.0,0.1,0,0,0.3072,1.89,1.76,0.8,0,0.050251,0.0,0.23,1
438,275,1,1.96,2.13,0.0,0.74,0,1,0.44576,1.39,1.96,0.10000000000000009,0,0.347418,0.0,0.17,1
439,243,1,1.86,1.99,0.0,0.8,0,1,0.6,1.19,1.86,0.0,0,0.40201,0.0,0.13,1
440,251,1,1.76,2.09,0.0,0.0,0,0,0.48,2.09,1.76,1.0,0,0.0,0.0,0.33,1
441,256,1,1.76,2.18,0.0,0.0,0,0,0.584,2.18,1.76,1.09,0,0.0,0.0,0.42,1
442,257,1,1.76,2.18,0.0,0.0,0,0,0.6672,2.18,1.76,1.09,0,0.0,0.0,0.42,1
443,258,1,1.76,2.18,0.0,0.0,0,0,0.7337600000000001,2.18,1.76,1.09,0,0.0,0.0,0.42,1
444,261,1,1.76,1.99,0.0,0.0,0,0,0.787008,1.99,1.76,0.9,0,0.0,0.0,0.23,1
445,266,1,1.86,1.99,0.0,0.1,0,0,0.829606,1.89,1.86,0.7000000000000001,0,0.050251,0.0,0.13,1
446,275,1,1.96,2.13,0.0,0.74,0,1,0.863685,1.39,1.96,0.10000000000000009,0,0.347418,0.0,0.17,1
447,233,7,1.75,1.99,0.0,0.4,1,0,0.524608,1.59,1.75,0.51,1,0.201005,0.0,0.24,0
448,256,7,1.86,2.18,0.0,0.0,0,0,0.619686,2.18,1.86,0.99,1,0.0,0.0,0.32,0
449,260,3,1.99,2.09,0.0,0.0,0,0,0.695749,2.09,1.99,0.77,0,0.0,0.0,0.1,3
