age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
48,1,1,0,0,8668,0,0,2,19,6,136,2,0,0,3
50,1,1,1,0,8024,0,0,2,19,6,170,7,0,0,3
44,0,2,1,0,10543,0,0,2,19,6,82,1,0,0,3
42,9,1,1,0,8389,0,0,2,19,6,302,5,0,0,3
54,1,1,0,0,18681,0,0,2,19,6,256,1,0,0,3
50,7,1,1,0,8767,0,1,2,19,6,147,1,0,0,3
47,0,1,1,0,9214,0,0,2,19,6,451,1,0,0,3
41,7,1,1,0,15528,0,0,2,19,6,575,1,0,0,3
41,9,1,1,0,9297,0,0,2,19,6,532,1,0,0,3
60,4,1,3,0,14332,0,0,2,19,6,39,2,0,0,3
54,4,1,2,0,12131,0,0,2,19,6,86,1,0,0,3
46,3,1,0,0,9207,0,0,2,19,6,675,5,0,0,3
59,1,1,0,0,12162,0,0,2,19,6,122,1,0,0,3
40,1,1,0,0,8136,1,0,2,19,6,172,3,0,0,3
57,10,1,1,0,8019,0,0,2,19,6,97,1,0,0,3
53,0,0,1,0,7907,0,0,2,19,6,394,1,0,0,3
50,6,1,1,0,8325,0,0,2,19,6,37,1,0,0,3
39,7,2,2,0,8429,0,0,2,19,6,266,4,0,0,3
52,10,0,2,0,8019,0,0,2,19,6,297,1,0,0,3
51,9,0,1,0,8126,0,0,2,19,6,593,1,0,0,3
55,1,1,1,0,10029,0,0,2,19,6,446,1,0,0,3
57,5,2,1,0,8649,0,0,2,19,6,276,1,0,0,3
46,4,2,3,0,8331,1,0,2,19,6,108,4,0,0,3
50,2,2,2,0,8019,1,0,2,19,6,638,1,0,0,3
56,5,1,0,0,9925,0,1,2,19,6,45,9,0,0,3
38,9,1,3,0,8518,0,0,2,19,6,240,6,0,0,3
59,5,1,1,0,9742,0,0,2,19,6,70,1,0,0,3
42,2,2,3,0,8052,0,0,2,19,6,25,1,0,0,3
41,0,1,1,0,8021,1,0,2,19,6,64,1,0,0,3
45,9,1,2,0,11645,0,0,2,19,6,2485,2,0,0,3
48,2,1,2,0,8288,1,0,2,19,6,149,1,0,0,3
54,5,1,0,0,9944,0,0,2,19,6,348,3,0,0,3
38,4,1,2,1,7012,1,1,2,19,6,71,1,0,0,3
50,1,0,0,0,7787,1,0,2,19,6,168,1,0,0,3
58,1,1,0,0,8019,1,0,2,19,6,573,1,0,0,3
55,1,1,1,0,13893,0,0,2,19,6,229,1,0,0,3
58,5,1,1,0,9482,1,0,2,19,6,446,1,0,0,3
54,9,1,1,0,8434,1,0,2,19,6,34,31,0,0,3
41,6,2,3,0,8445,1,0,2,19,6,75,1,0,0,3
39,7,1,2,0,8035,0,0,2,19,6,32,1,0,0,3
55,9,1,1,0,8910,0,0,2,19,6,268,1,0,0,3
41,4,0,2,0,8020,1,0,2,19,6,244,1,0,0,3
40,1,1,1,0,11335,0,0,2,19,6,102,3,0,0,3
53,10,0,1,0,12531,0,0,2,19,6,203,2,0,0,3
58,5,1,2,0,13106,0,0,2,19,6,252,1,0,0,3
51,0,1,1,0,8903,0,0,2,19,6,50,1,0,0,3
49,9,1,1,0,8167,0,0,2,19,6,13,1,0,0,3
58,2,1,1,0,8022,0,0,2,19,6,188,5,0,0,3
37,2,1,2,0,8697,0,1,2,19,6,395,1,0,0,3
40,6,1,1,0,8019,0,0,2,19,6,61,1,0,0,3
55,2,1,0,0,8057,0,1,2,19,6,63,1,0,0,3
55,7,1,1,0,8496,0,0,2,19,6,170,1,0,0,3
42,1,1,0,0,8711,0,1,2,19,6,207,1,0,0,3
43,6,2,2,0,8019,0,0,2,19,6,147,1,0,0,3
44,4,1,1,0,19991,0,0,2,19,6,127,1,0,0,3
56,9,1,2,0,9682,0,0,2,19,6,22,1,0,0,3
49,1,0,1,0,8867,1,0,2,19,6,109,1,0,0,3
51,4,0,2,0,11434,1,0,2,19,6,677,1,0,0,3
50,4,1,2,0,12064,0,0,2,19,6,167,1,0,0,3
43,6,1,2,0,12343,1,0,2,19,6,105,1,0,0,3
41,10,1,0,0,10655,0,0,2,19,6,318,1,0,0,3
54,7,1,1,0,8019,0,0,2,19,6,220,1,0,0,3
45,0,1,1,0,8844,0,0,2,19,6,140,1,0,0,3
40,1,1,1,0,8292,1,0,2,19,6,1082,1,0,0,3
57,5,1,1,0,8731,1,1,2,19,6,824,1,0,0,3
39,1,0,1,0,8056,0,1,2,19,6,248,1,0,0,3
59,5,1,0,0,8162,1,0,2,19,6,11,1,0,0,3
44,4,1,2,0,15196,0,0,2,19,6,89,2,0,0,3
44,1,2,0,0,9327,0,1,2,19,6,161,1,0,0,3
55,7,1,1,0,8576,0,0,2,19,6,58,1,0,0,3
45,7,0,1,0,9400,0,0,2,19,6,653,2,0,0,3
59,9,1,1,0,10547,0,1,2,19,6,216,1,0,0,3
41,9,0,1,0,8605,1,0,2,19,6,223,1,0,0,3
40,7,1,1,0,9377,0,0,2,19,6,96,1,0,0,3
43,0,1,1,0,9132,0,0,2,19,6,477,7,0,0,3
50,1,1,0,0,9198,0,0,2,19,6,30,1,0,0,3
36,4,0,1,0,8066,0,0,2,19,6,159,1,0,0,3
59,0,1,1,0,9384,0,0,2,19,6,327,1,0,0,3
40,1,1,0,0,8626,1,0,2,19,6,432,1,0,0,3
42,0,2,1,0,8302,1,0,2,19,6,446,1,0,0,3
57,5,1,3,0,9640,1,0,2,19,6,108,1,0,0,3
46,1,1,0,0,9863,0,0,2,19,6,29,1,0,0,3
38,4,1,3,0,11072,0,0,2,19,6,178,1,0,0,3
40,10,2,0,0,13632,1,0,2,19,6,152,2,0,0,3
52,2,0,1,0,8321,0,0,2,19,6,169,2,0,0,3
37,0,2,1,0,8143,1,0,2,19,6,635,3,0,0,3
52,10,1,0,0,8444,0,0,2,19,6,122,1,0,0,3
48,1,1,0,0,8362,0,0,2,19,6,136,1,0,0,3
42,1,2,0,0,9420,1,0,2,19,6,69,1,0,0,3
37,1,1,0,0,8019,1,0,2,19,6,129,3,0,0,3
46,10,1,0,0,8660,1,0,2,19,6,201,1,0,0,3
41,1,0,1,0,11641,0,0,2,19,6,1135,4,0,0,3
45,1,1,0,0,8370,1,0,2,19,6,66,1,0,0,3
57,0,2,1,0,13787,1,0,2,19,6,512,1,0,0,3
57,1,0,1,0,9814,1,0,2,19,6,818,1,0,0,3
36,10,1,3,0,9456,0,0,2,19,6,810,2,0,0,3
35,6,1,2,0,9852,0,0,2,19,6,138,1,0,0,3
52,4,1,2,0,11756,1,0,2,19,6,574,4,0,0,3
56,0,1,1,0,14024,1,0,2,19,6,44,6,0,0,3
37,1,1,0,0,8272,1,0,2,19,6,145,2,0,0,3
41,10,0,1,0,8290,1,0,2,19,6,196,2,0,0,3
48,7,1,1,0,8353,0,1,2,19,6,270,2,0,0,3
54,1,1,0,0,8230,0,0,2,19,6,200,2,0,0,3
50,0,0,3,0,12223,0,0,2,19,6,335,2,0,0,3
56,5,1,1,1,8120,0,1,2,19,6,330,1,0,0,3
41,0,0,1,0,8275,0,0,2,19,6,91,1,0,0,3
48,1,2,3,0,10980,0,0,2,19,6,361,1,0,0,3
51,4,1,1,0,10623,0,0,2,19,6,64,1,0,0,3
35,4,2,2,0,10827,1,0,2,19,6,221,12,0,0,3
40,0,1,1,0,8020,0,0,2,19,6,84,3,0,0,3
48,6,1,0,0,9223,1,0,2,19,6,53,1,0,0,3
47,5,0,1,0,8019,0,0,2,19,6,141,1,0,0,3
56,1,1,1,0,8790,1,1,2,19,6,254,1,0,0,3
55,5,0,1,0,9599,0,1,2,19,6,1007,1,0,0,3
52,1,1,0,0,9428,1,0,2,19,6,224,1,0,0,3
38,5,2,3,0,8081,0,0,2,19,6,212,1,0,0,3
52,1,0,0,0,10819,0,0,2,19,6,149,1,0,0,3
47,0,1,3,0,9008,0,0,2,19,6,116,1,0,0,3
46,1,0,0,0,9731,0,0,2,19,6,110,1,0,0,3
56,10,1,1,0,8235,0,0,2,19,6,77,1,0,0,3
37,9,1,3,0,8066,0,0,2,19,6,374,3,0,0,3
38,1,1,0,0,10341,0,0,2,19,6,207,1,0,0,3
41,1,0,1,0,8020,0,1,2,19,6,289,1,0,0,3
53,7,1,1,0,10793,0,1,2,19,6,193,1,0,0,3
40,1,1,0,0,10151,0,0,2,19,6,143,1,0,0,3
55,10,2,0,0,18202,0,0,2,19,6,106,1,0,0,3
47,3,1,0,0,8842,0,0,2,19,6,191,3,0,0,3
42,0,1,1,0,8019,0,0,2,19,6,370,1,0,0,3
54,5,1,1,0,14468,0,0,2,19,6,487,1,0,0,3
49,1,1,0,0,8117,0,1,2,19,6,534,1,0,0,3
49,2,1,0,0,8582,0,0,2,19,6,84,1,0,0,3
44,9,1,3,0,9146,1,0,2,19,6,118,4,0,0,3
47,10,1,1,0,8019,0,0,2,19,6,284,1,0,0,3
51,2,1,0,0,12730,0,0,2,19,6,253,1,0,0,3
46,1,1,1,0,9139,0,1,2,19,6,786,1,0,0,3
59,2,1,0,0,8019,0,0,2,19,6,239,1,0,0,3
50,1,1,3,0,9408,1,0,2,19,6,162,3,0,0,3
38,10,1,0,0,8357,0,0,2,19,6,219,2,0,0,3
39,3,1,2,0,8023,1,1,2,19,6,185,1,0,0,3
58,7,1,1,0,13106,0,0,2,19,6,135,1,0,0,3
41,9,1,2,0,7641,1,1,2,19,6,252,2,0,0,3
45,4,1,2,0,17730,0,0,2,19,6,416,3,0,0,3
36,7,1,1,0,11991,1,1,2,19,6,32,1,0,0,3
46,1,0,1,0,10460,0,0,2,19,6,217,2,0,0,3
56,6,1,2,0,8430,0,0,2,19,6,145,4,0,0,3
24,9,1,1,0,8710,1,0,2,19,6,93,2,0,0,3
51,1,1,0,0,9957,0,0,2,19,6,61,1,0,0,3
29,1,1,1,0,8527,1,1,2,19,6,262,5,0,0,3
42,0,2,3,0,8041,0,0,2,19,6,246,3,0,0,3
51,4,1,2,0,11153,0,0,2,19,6,92,3,0,0,3
53,9,1,1,0,9338,0,0,2,19,6,1318,3,0,0,3
23,9,2,1,0,7237,1,1,2,19,6,197,10,0,0,3
47,9,0,1,0,13754,0,0,2,19,6,282,4,0,0,3
55,3,1,0,0,10171,0,0,2,19,6,922,2,0,0,3
52,2,1,2,0,8019,0,0,2,19,6,163,3,0,0,3
50,2,1,1,0,9876,0,1,2,19,6,26,2,0,0,3
48,4,1,2,0,21520,0,0,2,19,6,63,2,0,0,3
37,0,1,1,0,8019,0,1,2,19,6,176,2,0,0,3
39,7,1,1,0,10862,1,0,2,19,6,585,1,0,0,3
53,0,1,1,0,10974,0,0,2,19,6,605,1,0,0,3
20,0,2,1,0,8085,1,0,2,19,6,75,2,0,0,3
38,9,1,1,0,8653,0,0,2,19,6,211,2,0,0,3
36,4,1,2,0,9371,0,0,2,19,6,2028,1,0,0,3
57,10,1,2,0,8228,0,0,2,19,6,453,1,0,0,3
28,1,1,0,0,8256,1,0,2,19,6,498,7,0,0,3
40,7,1,0,0,10488,0,1,2,19,6,202,2,0,0,3
40,11,1,3,0,8054,0,0,2,19,6,40,1,0,0,3
50,1,1,0,0,8078,0,0,2,19,6,184,1,0,0,3
55,1,1,0,0,13128,0,0,2,19,6,55,1,0,0,3
40,2,1,2,1,8019,0,0,2,19,6,952,4,0,0,3
55,5,1,0,0,8887,0,0,2,19,6,207,1,0,0,3
36,1,2,1,0,8019,0,0,2,19,6,238,1,0,0,3
53,5,1,0,0,8847,1,0,2,19,6,232,1,0,0,3
38,9,2,1,0,8226,0,0,2,19,6,76,2,0,0,3
35,9,2,1,0,8042,1,0,2,19,6,113,2,0,0,3
44,1,1,1,0,8036,1,0,2,19,6,153,14,0,0,3
60,11,1,3,0,8671,0,0,2,19,6,525,1,0,0,3
55,4,1,3,0,8198,0,0,2,19,6,97,1,0,0,3
54,5,1,1,0,11865,1,1,2,19,6,216,2,0,0,3
39,0,2,1,0,8019,0,1,2,19,6,142,1,0,0,3
54,3,1,0,0,8793,0,0,2,19,6,290,1,0,0,3
39,2,1,2,0,14514,0,0,2,19,6,280,3,0,0,3
52,0,1,1,0,8441,0,0,2,19,6,559,1,0,0,3
46,11,2,3,0,8082,0,0,2,19,6,235,1,0,0,3
51,1,1,0,0,8110,0,1,2,19,6,368,2,0,0,3
56,0,1,1,0,13329,0,0,2,19,6,74,1,0,0,3
52,5,1,1,0,9301,0,0,2,19,6,148,5,0,0,3
55,3,1,0,0,9556,0,0,2,19,6,359,1,0,0,3
44,1,1,0,0,9688,0,0,2,19,6,64,2,0,0,3
59,5,1,0,0,9134,0,0,2,19,6,834,1,0,0,3
36,0,1,1,0,12299,0,0,2,19,6,227,6,0,0,3
42,4,1,3,0,8606,1,0,2,19,6,16,9,0,0,3
57,9,1,1,0,9089,0,0,2,19,6,73,1,0,0,3
37,0,0,1,0,8815,0,0,2,19,6,104,1,0,0,3
57,9,1,1,0,8480,1,0,2,19,6,69,2,0,0,3
43,1,0,1,0,9157,0,0,2,19,6,65,1,0,0,3
39,11,1,0,0,10879,0,0,2,19,6,133,1,0,0,3
56,9,1,1,0,10577,0,0,2,19,6,288,1,0,0,3
55,1,0,0,0,8019,0,0,2,19,6,120,1,0,0,3
49,4,1,2,0,11041,0,0,2,19,6,38,1,0,0,3
38,1,2,1,0,8067,0,0,2,19,6,43,3,0,0,3
41,3,1,1,0,8895,0,0,2,19,6,78,1,0,0,3
46,3,0,0,0,8167,0,0,2,19,6,166,1,0,0,3
47,7,1,1,0,8778,1,0,2,19,6,30,2,0,0,3
36,0,1,1,0,12030,0,0,2,19,6,10,16,0,0,3
36,6,2,2,0,9942,0,0,2,19,6,219,1,0,0,3
48,7,0,0,0,7909,0,1,2,19,6,164,2,0,0,3
52,0,0,1,0,8117,0,1,2,19,6,148,1,0,0,3
37,0,1,1,0,8332,1,0,2,19,6,11,7,0,0,3
36,1,1,0,0,7566,1,0,2,19,6,130,1,0,0,3
51,10,1,1,0,7752,0,1,2,19,6,208,2,0,0,3
59,3,1,0,0,9090,0,0,2,19,6,140,1,0,0,3
41,1,2,2,0,14044,0,0,2,19,6,559,1,0,0,3
57,5,1,1,0,10039,0,0,2,19,6,93,4,0,0,3
46,1,1,3,0,8645,1,0,2,19,6,177,2,0,0,3
42,7,0,1,0,8260,1,0,2,19,6,405,2,0,0,3
45,4,1,2,0,7967,1,0,2,19,6,202,1,0,0,3
39,1,2,1,0,10005,0,1,2,19,6,367,1,0,0,3
55,9,1,0,0,8221,0,1,2,19,6,60,1,0,0,3
36,7,1,1,0,8491,1,0,2,19,6,1017,1,0,0,3
43,11,1,2,0,9956,0,0,2,19,6,385,1,0,0,3
48,6,1,0,0,11081,0,0,2,19,6,237,5,0,0,3
53,7,1,1,0,8095,1,0,2,19,6,237,2,0,0,3
28,9,2,1,0,8612,1,0,2,19,6,202,1,0,0,3
28,1,1,0,0,8201,1,0,2,19,6,153,1,0,0,3
25,8,2,1,0,8741,1,0,2,19,6,172,1,0,0,3
38,6,0,1,0,10693,1,0,2,19,6,163,2,0,0,3
51,4,0,1,0,10862,1,0,2,19,6,97,2,0,0,3
28,1,2,0,0,10359,1,0,2,19,6,399,1,0,0,3
26,1,1,0,0,7862,1,0,2,19,6,60,1,0,0,3
26,1,1,1,0,9047,1,1,2,19,6,431,1,0,0,3
54,5,0,0,0,8071,0,0,2,19,6,184,3,0,0,3
29,9,1,1,0,15855,1,0,2,19,6,155,1,0,0,3
52,5,0,2,0,7710,1,0,2,19,6,500,2,0,0,3
50,7,1,1,0,11393,0,0,2,19,6,27,2,0,0,3
44,2,1,1,0,8187,0,0,2,19,6,167,2,0,0,3
37,4,1,1,0,8140,0,1,2,19,6,89,2,0,0,3
39,7,2,1,0,10472,0,0,2,19,6,92,2,0,0,3
28,9,2,2,0,8959,1,0,2,19,6,296,1,0,0,3
29,0,2,1,0,8632,1,0,2,19,6,779,1,0,0,3
47,2,1,1,0,8019,0,0,2,19,6,563,2,0,0,3
38,1,1,1,0,9422,0,0,2,19,6,146,2,0,0,3
35,4,2,2,0,8269,0,0,2,19,6,92,2,0,0,3
40,1,1,0,0,7911,1,0,2,19,6,149,3,0,0,3
48,9,1,1,0,8026,0,0,2,19,6,354,7,0,0,3
47,0,1,1,0,12942,0,0,2,19,6,121,3,0,0,3
40,4,1,2,0,8039,1,0,2,19,6,106,2,0,0,3
41,2,1,2,0,13755,1,1,2,19,6,136,2,0,0,3
26,9,2,1,0,7160,1,0,2,19,6,297,1,0,0,3
25,1,1,1,0,9801,1,0,2,19,6,549,1,0,0,3
28,1,1,1,0,9350,1,1,2,19,6,267,2,0,0,3
35,10,1,1,0,10247,0,0,2,19,6,461,2,0,0,3
38,0,2,1,0,8454,0,0,2,19,6,117,2,0,0,3
29,0,2,1,0,8751,1,0,2,19,6,409,1,0,0,3
23,0,1,1,0,8318,1,0,2,19,6,104,1,0,0,3
55,3,1,0,0,8155,1,0,2,19,6,15,10,0,0,3
61,11,1,2,0,8069,0,0,2,19,6,216,2,0,0,3
29,2,1,1,0,8019,1,0,2,19,6,211,1,0,0,3
36,6,1,0,0,10041,0,0,2,19,6,71,2,0,0,3
48,1,1,0,0,8256,1,0,2,19,6,18,18,0,0,3
42,1,2,1,0,8644,0,0,2,19,6,651,3,0,0,3
45,9,1,2,0,8396,1,0,2,19,6,835,3,0,0,3
41,1,1,0,0,8265,0,0,2,19,6,683,3,0,0,3
45,3,1,1,0,8889,0,1,2,19,6,258,2,0,0,3
43,0,2,3,0,8701,0,0,2,19,6,156,6,0,0,3
27,1,1,1,0,8080,1,0,2,19,6,1012,1,0,0,3
45,0,2,1,0,7821,1,0,2,19,6,130,25,0,0,3
44,9,2,0,0,8167,0,0,2,19,6,311,2,0,0,3
42,4,0,1,1,8942,1,0,2,19,6,129,2,0,0,3
47,10,0,1,0,8195,0,0,2,19,6,91,2,0,0,3
37,11,1,1,0,13719,0,0,2,19,6,49,2,0,0,3
39,1,1,0,0,9492,1,0,2,19,6,112,4,0,0,3
45,9,1,0,0,11407,0,0,2,19,6,36,7,0,0,3
39,1,1,0,0,9065,0,0,2,19,6,112,4,0,0,3
25,1,2,1,0,7828,1,0,2,19,6,958,7,0,0,3
38,1,0,1,0,9705,1,0,2,19,6,9,28,0,0,3
34,9,2,1,0,14072,1,0,2,19,6,26,5,0,0,3
41,3,2,1,0,10203,0,0,2,19,6,91,2,0,0,3
57,5,1,1,0,8808,0,0,2,19,6,2635,3,0,0,3
49,4,0,2,0,9134,0,0,2,19,6,138,9,0,0,3
46,2,1,2,0,8360,0,0,2,19,6,318,2,0,0,3
49,1,1,0,0,8245,1,0,2,19,6,326,5,0,0,3
58,2,1,3,0,10464,0,0,2,19,6,1403,3,0,0,3
50,3,1,0,0,8019,0,0,2,20,6,179,2,0,0,3
43,9,0,1,0,14854,0,0,2,20,6,262,2,0,0,3
41,0,1,1,0,12197,0,0,2,20,6,168,2,0,0,3
37,1,1,1,0,9837,1,0,2,20,6,193,11,0,0,3
53,1,1,1,0,8227,0,0,2,20,6,333,15,0,0,3
45,2,1,2,0,8019,1,0,2,20,6,50,2,0,0,3
43,1,1,3,0,8000,0,1,2,20,6,241,2,0,0,3
37,2,1,2,0,10704,0,0,2,20,6,187,2,0,0,3
56,9,1,2,0,9081,0,0,2,20,6,37,2,0,0,3
50,10,1,1,0,8036,0,0,2,20,6,189,2,0,0,3
59,5,0,1,0,8621,0,0,2,20,6,89,3,0,0,3
53,10,0,1,0,8019,0,0,2,20,6,101,2,0,0,3
36,8,1,2,0,8427,0,0,2,20,6,112,3,0,0,3
36,10,2,0,0,10581,0,0,2,20,6,489,2,0,0,3
41,9,0,3,0,8162,0,0,2,20,6,141,4,0,0,3
56,4,0,2,1,6051,0,0,2,20,6,60,3,0,0,3
39,9,2,2,0,8629,0,0,2,20,6,241,2,0,0,3
50,4,1,2,0,8108,0,0,2,20,6,35,2,0,0,3
50,1,1,0,0,7878,1,0,2,20,6,61,2,0,0,3
50,5,1,0,0,8048,0,0,2,20,6,135,5,0,0,3
38,1,2,1,0,11073,0,0,2,20,6,24,11,0,0,3
46,3,1,0,0,12083,0,0,2,20,6,62,4,0,0,3
57,0,0,3,0,8906,0,0,2,20,6,43,8,0,0,3
57,4,1,1,0,8589,0,0,2,20,6,75,2,0,0,3
52,1,1,1,0,13633,1,0,2,20,6,177,3,0,0,3
49,1,0,0,0,8931,0,0,2,20,6,170,2,0,0,3
57,11,1,3,0,10285,0,0,2,20,6,42,5,0,0,3
35,0,2,1,0,10849,0,0,2,20,6,22,12,0,0,3
50,1,1,0,0,8499,1,0,2,20,6,99,5,0,0,3
56,10,0,0,0,8457,0,0,2,20,6,139,2,0,0,3
54,1,1,0,0,7968,0,0,2,20,6,198,10,0,0,3
39,3,1,0,0,12918,0,0,2,20,6,394,2,0,0,3
60,5,1,2,0,10887,0,0,2,20,6,42,7,0,0,3
28,1,1,0,0,8122,1,0,2,20,6,41,28,0,0,3
45,1,1,0,0,8379,0,0,2,20,6,98,2,0,0,3
52,1,1,0,0,9643,0,0,2,20,6,114,3,0,0,3
56,9,1,2,0,8071,0,0,2,20,6,191,3,0,0,3
37,9,1,1,0,10228,0,0,2,20,6,167,2,0,0,3
30,4,1,2,0,8053,1,1,2,20,6,238,3,0,0,3
41,4,1,1,0,9292,0,0,2,20,6,73,3,0,0,3
51,0,1,1,0,8056,0,1,2,20,6,206,2,0,0,3
59,5,1,0,0,14974,0,1,2,20,6,179,10,0,0,3
39,4,2,2,0,8509,0,0,2,20,6,44,3,0,0,3
56,7,1,1,0,9879,1,0,2,20,6,129,5,0,0,3
41,2,1,2,0,11154,1,1,2,20,6,160,3,0,0,3
50,4,1,2,0,8086,0,1,2,20,6,156,3,0,0,3
57,2,1,2,0,8019,1,1,2,20,6,512,2,0,0,3
36,6,2,1,0,9192,1,1,2,20,6,50,5,0,0,3
38,4,1,2,0,10997,0,1,2,20,6,65,2,0,0,3
32,1,1,1,0,9892,1,1,2,20,6,23,24,0,0,3
58,9,1,0,0,12034,0,0,2,20,6,106,3,0,0,3
38,6,1,1,0,8765,0,0,2,20,6,256,3,0,0,3
48,6,0,1,1,8026,0,0,2,20,6,633,2,0,0,3
42,2,1,1,0,9021,0,0,2,20,6,109,3,0,0,3
56,1,1,1,0,8356,1,0,2,20,6,99,2,0,0,3
40,3,1,0,0,8765,0,0,2,20,6,246,3,0,0,3
56,1,1,0,0,8789,1,0,2,20,6,59,3,0,0,3
60,3,0,2,0,8681,0,0,2,20,6,241,4,0,0,3
36,4,1,1,0,9755,1,0,2,20,6,63,1,0,0,3
37,1,2,1,0,8866,0,0,2,20,6,54,1,0,0,3
46,9,2,1,0,11513,1,0,2,20,6,87,1,0,0,3
59,1,1,1,0,7857,1,1,2,20,6,122,1,0,0,3
43,10,1,0,0,8538,0,0,2,20,6,973,2,0,0,3
46,1,1,0,0,8023,0,1,2,20,6,166,1,0,0,3
39,2,1,1,0,8019,0,0,2,20,6,375,1,0,0,3
56,2,0,0,0,8022,0,0,2,20,6,111,1,0,0,3
43,1,1,0,0,9813,1,0,2,20,6,35,1,0,0,3
51,5,1,1,0,8825,0,0,2,20,6,32,1,0,0,3
46,9,1,1,0,8019,0,0,2,20,6,625,1,0,0,3
55,9,1,1,0,8019,1,1,2,20,6,124,1,0,0,3
58,9,1,1,0,8702,0,0,2,20,6,157,2,0,0,3
60,5,1,1,0,9709,0,0,2,20,6,1467,4,0,0,3
53,10,1,1,0,10076,1,0,2,20,6,134,1,0,0,3
53,9,1,1,0,8491,1,1,2,20,6,325,1,0,0,3
38,1,1,0,0,23496,0,0,2,20,6,114,2,0,0,3
48,4,1,2,0,13339,1,0,2,20,6,792,1,0,0,3
50,9,0,2,0,8280,0,0,2,20,6,155,1,0,0,3
35,6,2,1,0,8269,0,0,2,20,6,170,1,0,0,3
45,1,2,0,0,9025,0,0,2,20,6,124,1,0,0,3
38,9,1,1,0,8019,1,0,2,20,6,111,1,0,0,3
49,9,2,3,0,8462,0,0,2,20,6,25,11,0,0,3
35,3,0,0,0,9484,0,0,2,20,6,40,1,0,0,3
57,4,1,3,0,9073,0,0,2,20,6,25,3,0,0,3
47,9,0,2,0,8213,0,0,2,20,6,368,2,0,0,3
40,10,1,2,0,10154,1,0,2,20,6,95,1,0,0,3
44,7,1,1,0,8541,0,1,2,20,6,911,1,0,0,3
53,1,1,1,0,9796,1,0,2,20,6,253,1,0,0,3
59,10,1,2,0,8298,0,0,2,20,6,41,1,0,0,3
55,3,0,0,0,8019,0,0,2,20,6,398,2,0,0,3
56,5,2,1,0,12384,0,0,2,20,6,361,1,0,0,3
45,1,1,3,0,8569,0,1,2,20,6,97,1,0,0,3
31,1,1,0,0,8243,1,0,2,20,6,20,19,0,0,3
49,1,1,0,0,9138,1,0,2,20,6,493,1,0,0,3
42,9,1,1,0,8316,0,0,2,20,6,65,1,0,0,3
45,3,1,0,0,13013,0,0,2,20,6,48,1,0,0,3
26,1,2,1,0,7973,1,0,2,20,6,382,7,0,0,3
40,2,0,2,0,8243,0,0,2,20,6,606,1,0,0,3
46,7,1,1,0,8476,1,1,2,20,6,74,1,0,0,3
52,3,0,0,0,9716,0,0,2,20,6,153,1,0,0,3
52,5,1,2,0,10288,0,0,2,20,6,1210,1,0,0,3
50,9,0,1,0,8415,0,0,2,20,6,716,2,0,0,3
42,10,1,1,0,8019,1,0,2,20,6,158,1,0,0,3
54,1,1,0,0,10300,1,0,2,20,6,158,1,0,0,3
48,2,0,2,0,8019,1,1,2,20,6,139,1,0,0,3
57,9,1,1,0,17708,1,0,2,20,6,313,1,0,0,3
43,4,1,3,0,8019,0,0,2,20,6,273,1,0,0,3
44,4,1,1,0,6273,1,0,2,20,6,218,1,0,0,3
43,11,1,3,0,9536,0,0,2,20,6,45,1,0,0,3
52,4,1,2,0,9564,0,0,2,20,6,115,4,0,0,3
43,4,2,0,0,8019,0,0,2,20,6,280,1,0,0,3
35,0,1,1,0,8184,0,1,2,20,6,109,1,0,0,3
51,1,1,1,1,8019,0,1,2,20,6,179,3,0,0,3
42,11,2,3,1,8080,0,0,2,20,6,115,1,0,0,3
44,7,1,1,0,7765,0,0,2,20,6,25,1,0,0,3
56,4,0,2,0,8329,0,0,2,20,6,75,4,0,0,3
42,6,1,0,0,11736,0,0,2,20,6,235,1,0,0,3
38,4,1,3,0,8952,0,0,2,20,6,95,2,0,0,3
35,6,1,1,0,8366,0,0,2,20,6,231,1,0,0,3
41,9,0,2,0,32074,0,1,2,20,6,132,1,0,0,3
47,6,1,2,0,9936,0,0,2,20,6,39,2,0,0,3
44,7,2,1,0,10905,0,0,2,20,6,31,1,0,0,3
50,0,1,3,0,6882,1,1,2,20,6,64,1,0,0,3
54,7,1,3,0,8405,0,1,2,20,6,838,1,0,0,3
38,10,1,1,0,9623,0,0,2,20,6,1276,1,0,0,3
43,0,1,1,0,8603,0,0,2,20,6,27,1,0,0,3
39,6,2,1,0,8778,1,0,2,20,6,100,1,0,0,3
43,1,0,3,1,8020,0,0,2,20,6,188,1,0,0,3
58,5,1,1,0,13542,0,0,2,20,6,141,1,0,0,3
44,1,1,0,1,8019,0,1,2,20,6,144,1,0,0,3
57,10,1,1,0,8487,1,0,2,20,6,329,1,0,0,3
57,9,1,1,0,8019,0,0,2,20,6,45,4,0,0,3
40,7,1,1,0,13826,1,0,2,20,6,98,1,0,0,3
44,7,1,1,0,8198,1,0,2,20,6,75,3,0,0,3
44,1,2,0,0,19003,0,0,2,20,6,258,18,0,0,3
40,9,1,1,0,8128,0,0,2,20,6,402,22,0,0,3
54,6,1,0,0,9482,0,0,2,20,6,60,1,0,0,3
40,6,0,1,0,9895,0,1,2,20,6,269,1,0,0,3
56,4,1,2,0,8019,0,1,2,20,6,422,1,0,0,3
37,10,1,1,0,9057,0,0,2,20,6,307,3,0,0,3
