age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
43,3,11,9,2,3,0,4,1,0,0,40,38
23,3,11,9,4,5,1,4,1,0,0,30,38
42,3,9,13,2,11,5,4,0,0,0,40,32
58,3,15,10,2,0,5,4,0,0,0,40,38
52,1,11,9,2,7,5,2,0,0,0,20,38
29,3,11,9,0,11,1,0,0,0,0,50,38
27,3,15,10,2,2,0,4,1,0,0,60,38
28,3,15,10,4,0,3,2,0,0,0,40,22
59,3,7,12,2,2,0,4,1,7298,0,20,38
28,3,11,9,4,5,3,4,1,0,0,40,38
24,3,15,10,4,2,1,4,1,0,0,40,38
20,3,0,6,3,5,1,4,1,0,0,40,38
54,3,9,13,2,3,0,4,1,0,0,40,38
65,3,11,9,0,7,1,4,1,0,0,25,38
18,-1,15,10,4,-1,3,4,1,0,0,30,38
38,3,15,10,2,2,0,4,1,0,0,40,38
29,3,11,9,2,6,0,4,1,0,0,40,38
27,3,11,9,4,0,3,2,0,0,0,40,38
36,3,12,14,2,7,0,4,1,0,0,40,38
55,6,11,9,2,10,0,4,1,0,0,40,38
22,3,4,3,4,6,1,4,1,0,0,30,25
28,3,9,13,4,9,1,4,0,0,0,40,38
20,3,15,10,4,11,3,4,0,0,0,30,38
24,3,9,13,2,9,0,4,1,3908,0,40,38
36,3,12,14,2,3,0,4,1,15024,0,50,38
68,4,11,9,2,11,0,4,1,0,0,40,38
49,5,11,9,0,11,1,4,1,0,0,50,38
18,3,5,4,4,6,3,4,1,0,0,40,38
50,5,10,16,0,9,1,4,0,0,0,60,38
37,3,2,8,5,8,4,2,0,0,0,40,38
60,3,12,14,2,3,0,4,1,0,0,50,38
43,3,15,10,2,2,0,4,1,0,0,40,38
43,4,10,16,2,9,5,4,0,0,0,70,38
17,3,1,7,4,8,3,4,0,0,0,9,38
43,3,15,10,4,3,1,4,0,0,0,50,38
39,3,15,10,2,11,0,4,1,0,0,26,-1
21,5,15,10,4,0,3,4,0,0,0,15,38
42,5,10,16,4,9,1,4,1,0,0,7,-1
48,5,15,10,2,4,0,4,1,7298,0,60,38
56,3,9,13,4,3,1,4,1,14084,0,45,38
21,3,7,12,4,7,3,4,0,0,0,30,38
28,1,7,12,2,10,0,1,1,0,0,40,16
39,5,11,9,2,2,0,4,1,0,0,40,38
40,3,5,4,2,11,0,4,1,4064,0,40,38
38,1,7,12,4,9,1,4,1,0,0,40,38
59,3,15,10,2,9,0,4,1,0,0,36,38
51,0,11,9,2,12,0,4,1,0,0,40,38
19,3,11,9,4,5,3,4,1,0,0,16,38
23,3,11,9,4,6,1,4,0,0,0,40,38
31,3,9,13,0,9,1,4,0,0,0,40,38
42,3,7,12,2,9,0,2,1,0,0,40,38
43,3,11,9,2,2,0,4,1,0,0,40,38
45,3,15,10,2,2,0,4,1,0,0,55,38
34,3,15,10,2,6,0,4,1,0,0,35,38
21,3,11,9,4,6,3,4,1,0,0,30,38
34,3,15,10,2,3,0,4,1,0,0,40,38
55,4,15,10,2,11,0,4,1,0,0,40,38
30,3,8,11,4,9,1,4,0,0,0,40,38
29,3,11,9,2,6,0,4,1,3137,0,48,20
19,3,15,10,4,0,3,4,0,0,0,20,38
45,5,9,13,0,9,1,4,1,0,0,35,38
42,3,9,13,2,7,0,1,1,0,0,72,29
32,3,9,13,4,11,1,4,0,0,1590,40,38
90,5,15,10,2,4,0,4,1,0,0,40,38
44,6,9,13,2,10,0,4,1,0,0,44,38
34,5,11,9,2,9,0,4,1,0,0,40,38
35,3,2,8,5,7,1,4,0,0,0,30,38
39,5,15,10,4,2,1,4,1,0,0,25,38
29,3,9,13,4,9,1,2,1,0,0,40,38
24,3,11,9,4,7,4,4,0,0,0,32,38
49,3,15,10,2,7,0,4,1,0,0,17,38
52,5,15,10,2,2,0,1,1,0,0,40,-1
54,3,9,13,2,3,0,1,1,15024,0,60,34
31,3,6,5,0,13,1,4,1,0,0,40,38
44,3,15,10,0,3,1,4,0,0,0,50,38
18,-1,15,10,4,-1,3,4,0,0,0,30,38
27,5,11,9,2,11,0,4,1,0,0,40,38
24,3,11,9,4,5,3,4,1,0,0,40,38
30,3,11,9,2,5,0,4,1,0,0,60,38
27,3,15,10,0,3,3,4,0,0,0,40,38
34,6,9,13,2,0,0,4,1,0,0,20,21
25,6,15,10,2,3,5,4,0,0,0,19,38
39,3,11,9,0,3,4,4,0,0,0,40,38
28,3,15,10,2,12,0,4,1,0,0,40,38
51,5,11,9,2,2,0,4,1,0,0,70,38
21,-1,11,9,2,-1,2,4,0,0,0,35,38
33,3,15,10,4,11,1,1,1,0,0,26,34
27,3,8,11,4,5,3,4,0,0,0,38,38
29,3,11,9,4,3,1,4,1,0,0,40,38
33,6,0,6,2,5,0,4,1,0,0,40,38
37,3,11,9,2,11,0,4,1,0,0,50,38
20,3,11,9,4,5,3,4,1,0,0,40,38
24,3,9,13,4,3,1,4,0,0,0,40,38
29,3,11,9,4,7,3,4,0,0,0,35,38
31,3,9,13,2,3,0,4,1,0,2246,45,38
41,3,15,10,2,2,0,4,1,0,0,40,38
42,5,15,10,2,2,0,4,1,0,0,40,38
20,3,15,10,4,11,1,4,0,0,0,30,38
54,3,6,5,5,2,4,4,1,0,0,40,38
55,3,9,13,3,2,4,4,0,0,0,55,20
21,3,11,9,2,5,0,4,1,0,0,32,38
52,3,8,11,2,3,0,4,1,0,1977,45,38
19,3,11,9,4,0,3,4,1,0,0,40,38
33,3,8,11,2,2,0,2,1,0,0,40,38
22,3,11,9,5,7,4,2,0,0,0,35,38
59,3,11,9,4,3,4,4,0,0,625,38,38
17,-1,0,6,4,-1,3,4,1,0,0,40,38
31,3,2,8,4,11,3,4,1,0,0,32,38
74,5,11,9,2,11,0,4,1,0,0,40,38
45,3,0,6,0,7,4,2,0,0,0,40,38
36,3,11,9,4,0,1,4,0,0,0,40,38
35,4,15,10,0,3,1,4,1,0,0,60,38
45,3,15,10,0,2,1,4,1,0,0,40,38
42,5,11,9,4,4,3,4,1,0,0,85,38
50,6,12,14,0,9,4,4,0,0,0,40,38
39,3,11,9,0,3,2,4,0,0,0,40,38
44,3,15,10,5,3,1,4,1,0,1980,45,8
52,3,3,2,2,4,0,4,1,0,0,56,25
24,3,9,13,4,9,1,4,1,0,0,43,38
56,4,6,5,2,13,0,4,1,0,0,99,38
27,3,11,9,2,6,0,4,1,0,0,50,38
47,4,9,13,2,3,0,4,1,0,1902,45,38
40,5,14,15,2,9,0,0,1,0,1977,60,38
38,3,11,9,4,9,1,4,1,0,0,40,38
27,3,8,11,0,11,1,4,0,0,0,40,38
52,3,11,9,0,0,4,4,0,0,0,38,38
22,3,11,9,0,11,3,4,1,0,0,40,38
41,3,15,10,2,2,0,4,1,0,0,40,21
30,3,11,9,0,0,4,4,0,0,0,20,38
55,3,9,13,2,7,2,1,1,0,0,35,29
25,3,15,10,4,0,3,4,1,0,1590,40,38
32,3,9,13,2,9,2,4,1,0,0,40,38
28,3,15,10,5,7,1,4,0,0,0,60,38
33,4,11,9,2,3,0,4,1,0,0,50,38
17,3,11,9,4,4,3,2,1,0,0,40,38
27,3,11,9,2,13,0,4,1,0,0,40,38
55,3,8,11,2,6,0,4,1,0,0,20,38
63,0,15,10,2,12,0,4,1,0,0,18,38
39,3,11,9,2,7,5,4,0,5013,0,40,38
51,0,10,16,2,9,0,4,1,4386,0,52,38
67,5,5,4,2,2,0,4,1,0,0,40,38
41,4,9,13,2,3,0,4,1,0,0,72,-1
27,3,11,9,6,2,4,4,0,0,1594,26,38
54,3,12,14,2,3,0,4,1,0,0,45,38
59,3,0,6,2,13,0,2,1,0,0,40,38
18,3,11,9,4,0,1,4,0,0,0,25,38
19,3,11,9,4,2,3,4,1,0,0,20,38
31,3,11,9,2,6,0,4,1,0,0,50,38
17,3,1,7,4,7,3,4,0,0,0,7,38
42,3,11,9,2,12,0,1,1,15024,0,40,38
37,3,15,10,3,9,1,4,0,0,0,30,38
51,1,11,9,2,2,0,4,1,0,0,40,38
48,3,11,9,4,0,1,4,0,2463,0,40,38
23,3,11,9,4,13,3,4,1,0,0,40,38
27,3,8,11,2,11,0,4,1,0,0,45,38
25,3,11,9,4,5,3,4,1,0,0,40,38
69,3,7,12,0,0,1,4,0,2964,0,6,10
30,3,9,13,4,3,1,4,1,0,0,44,38
33,3,11,9,2,5,0,4,1,0,0,35,18
28,3,11,9,4,5,3,4,1,0,0,48,38
45,3,4,3,2,6,0,4,1,0,0,40,25
25,3,15,10,4,0,3,4,1,0,0,15,38
37,3,8,11,2,2,0,4,1,0,0,45,38
59,3,13,1,4,6,1,4,1,0,0,40,5
26,3,11,9,4,7,3,4,0,0,0,30,38
48,3,15,10,5,7,1,4,0,0,0,25,28
64,0,11,9,2,0,0,4,1,0,0,40,38
39,3,9,13,2,12,0,4,1,0,0,50,38
24,3,9,13,4,0,1,4,1,0,0,40,38
40,6,12,14,4,3,1,4,0,0,0,35,38
46,3,12,14,3,3,1,4,1,0,0,70,38
35,0,15,10,2,10,0,2,1,0,0,40,38
43,3,11,9,2,0,5,4,0,0,0,40,38
31,3,11,9,5,13,1,4,1,0,0,40,38
22,3,15,10,4,0,1,4,0,0,0,25,38
35,3,15,10,4,7,1,4,1,0,0,30,38
35,3,11,9,5,13,1,4,1,0,0,50,38
35,6,15,10,0,12,4,4,0,0,0,40,38
40,3,14,15,2,9,0,4,1,0,0,40,38
50,3,12,14,4,9,4,4,0,0,0,40,38
48,5,14,15,0,9,4,4,1,14084,0,63,38
70,-1,12,14,2,-1,0,4,1,0,0,8,38
46,3,11,9,0,0,1,4,0,0,0,40,38
36,3,11,9,0,6,4,4,0,0,0,38,38
37,6,9,13,2,9,0,4,1,0,0,36,38
24,3,6,5,2,11,0,4,1,0,0,45,25
47,1,9,13,5,9,1,4,0,0,0,70,38
35,5,11,9,0,2,1,4,1,0,0,50,38
43,3,9,13,2,0,0,1,1,0,0,40,39
18,6,1,7,4,7,3,4,1,0,0,20,38
54,3,11,9,2,7,0,4,1,0,0,50,38
62,3,11,9,4,7,2,2,0,0,0,38,38
36,3,9,13,2,2,0,4,1,0,0,48,38
27,3,6,5,2,4,0,0,1,0,0,40,38
23,3,15,10,4,0,2,1,1,0,0,14,32
61,-1,9,13,2,-1,0,4,1,4386,0,15,38
39,5,9,13,0,2,1,2,1,0,1669,60,-1
33,5,4,3,2,2,0,4,1,0,0,50,38
28,3,3,2,4,6,1,4,0,0,0,40,25
22,3,11,9,4,0,3,4,1,0,0,20,38
31,5,8,11,2,4,0,4,1,0,0,60,38
26,3,9,13,4,7,1,4,1,0,0,30,38
44,3,9,13,0,3,1,4,1,0,0,50,38
73,3,9,13,2,9,0,4,1,0,0,30,38
44,3,9,13,0,11,4,4,0,0,0,35,38
35,3,8,11,0,3,1,4,1,0,0,45,38
33,3,9,13,2,7,5,4,0,0,0,40,-1
27,3,9,13,4,0,1,4,0,0,0,40,38
47,0,9,13,2,10,0,2,1,0,0,50,38
29,3,11,9,2,2,0,4,1,0,0,45,38
33,3,15,10,2,7,5,4,0,0,0,26,38
50,3,15,10,0,7,1,4,0,0,0,15,38
32,3,11,9,2,5,0,4,1,2829,0,40,38
41,5,12,14,0,5,4,4,1,0,0,40,28
19,-1,15,10,4,-1,3,4,0,0,0,35,38
45,3,11,9,2,11,0,4,1,0,0,60,38
65,3,11,9,6,0,1,4,0,0,810,36,38
42,6,15,10,5,12,4,4,0,0,0,40,38
33,5,9,13,2,9,0,2,1,0,0,25,38
32,3,9,13,2,11,0,4,1,99999,0,60,38
42,3,15,10,2,9,0,4,1,0,0,40,38
49,3,15,10,5,3,1,4,0,0,0,45,38
38,3,11,9,2,10,3,4,1,0,0,45,38
38,3,15,10,2,3,0,4,1,0,0,50,38
37,3,15,10,2,2,0,4,1,0,0,52,38
24,3,15,10,4,6,1,4,1,0,0,30,38
27,5,15,10,4,11,1,4,1,0,0,50,38
25,3,6,5,3,0,4,1,0,0,0,40,39
29,3,11,9,2,11,0,4,1,0,0,50,38
46,3,11,9,2,13,0,4,1,0,0,70,38
44,4,11,9,2,13,0,4,1,0,0,96,38
26,3,9,13,4,11,1,1,0,0,0,40,34
46,1,7,12,2,10,0,4,1,0,0,49,38
38,3,15,10,5,3,4,4,1,0,0,40,38
38,3,15,10,2,2,0,4,1,0,0,40,38
22,6,9,13,2,3,0,4,1,0,0,20,38
33,3,15,10,0,11,1,4,1,0,0,40,38
50,3,7,12,0,0,1,1,1,0,0,40,38
31,1,11,9,2,10,0,4,1,0,0,41,38
26,5,15,10,4,9,1,4,0,0,0,4,25
42,3,15,10,2,5,0,4,1,0,0,38,38
27,3,11,9,2,2,0,4,1,0,0,40,38
34,3,12,14,2,9,0,4,1,0,0,45,38
64,3,11,9,2,10,0,4,1,0,0,40,38
43,3,15,10,2,2,0,4,1,0,0,40,38
39,3,11,9,2,2,0,4,1,0,0,40,38
47,5,14,15,4,9,1,4,1,0,0,40,38
56,3,12,14,4,9,1,4,1,0,0,66,38
25,1,12,14,4,9,3,4,1,0,0,20,38
60,6,9,13,0,3,1,4,0,0,0,35,38
52,3,11,9,2,11,0,4,1,0,0,44,38
43,3,11,9,0,5,1,4,1,594,0,16,38
46,3,9,13,4,0,4,1,0,0,0,40,29
19,3,15,10,4,0,3,4,0,0,0,30,38
56,3,5,4,4,4,4,2,0,0,0,20,38
22,3,9,13,4,9,1,4,1,0,0,40,38
28,3,1,7,4,2,1,4,1,0,0,40,-1
39,3,4,3,5,11,4,2,0,0,0,30,32
28,3,15,10,0,9,1,4,1,0,0,40,38
31,3,9,13,2,11,0,4,1,0,0,50,38
22,3,11,9,4,7,3,4,0,0,0,35,38
39,3,11,9,2,6,0,1,1,0,0,40,-1
39,3,9,13,2,3,0,4,1,0,0,40,38
28,5,1,7,4,2,1,4,1,0,0,40,25
67,-1,11,9,2,-1,0,4,1,3818,0,11,38
31,3,11,9,4,0,4,4,0,0,0,35,32
50,3,9,13,2,11,0,4,1,0,0,40,38
34,3,11,9,2,2,0,4,1,3908,0,46,38
48,3,11,9,2,0,5,4,0,0,0,40,10
51,3,9,13,0,0,1,4,0,0,0,40,38
54,3,11,9,2,11,0,4,1,0,0,40,38
44,3,8,11,0,13,1,4,1,0,0,40,38
20,3,15,10,4,11,3,2,0,0,0,20,38
37,3,11,9,2,7,0,2,1,0,0,40,38
38,3,15,10,2,9,0,4,1,0,0,40,38
59,0,7,12,2,4,0,2,1,0,0,40,38
59,5,9,13,2,9,0,4,1,0,0,50,38
51,3,15,10,0,2,1,4,1,0,0,48,38
60,-1,9,13,2,-1,0,2,1,0,0,40,38
29,3,15,10,2,9,0,4,1,0,0,40,38
37,3,15,10,4,6,1,4,0,0,0,40,38
42,3,0,6,2,2,0,4,1,0,0,35,38
28,4,9,13,2,9,0,4,1,0,0,50,38
34,3,11,9,4,11,3,4,0,0,0,40,38
50,5,9,13,2,3,0,4,1,0,0,40,21
22,4,11,9,4,6,3,4,1,0,0,24,38
27,3,11,9,4,7,1,4,0,0,0,52,38
45,6,14,15,0,9,4,4,0,0,0,43,38
39,3,11,9,0,0,4,2,0,0,0,38,38
25,1,9,13,4,9,1,4,0,0,0,35,38
63,-1,11,9,4,-1,1,4,1,0,0,15,38
24,4,9,13,2,3,0,4,1,0,0,40,38
18,3,11,9,4,6,1,4,0,0,0,30,38
19,-1,11,9,4,-1,3,4,1,0,0,40,38
23,3,2,8,4,7,4,2,1,0,0,38,38
20,3,4,3,4,7,2,4,1,0,0,40,25
17,5,0,6,4,7,3,4,0,0,0,24,38
63,4,9,13,2,4,0,4,1,0,0,40,38
28,1,9,13,2,5,0,4,1,0,0,65,38
51,0,9,13,2,9,0,4,1,0,0,50,38
29,3,9,13,4,11,1,4,0,3325,0,45,38
64,3,15,10,6,0,4,4,0,0,0,12,38
17,3,0,6,4,7,3,4,1,0,0,25,38
45,1,15,10,0,0,4,2,0,6497,0,35,38
18,3,2,8,4,7,3,2,1,0,0,20,38
31,1,11,9,4,0,3,4,0,0,0,40,38
48,5,9,13,3,11,3,4,1,0,0,50,38
41,3,15,10,4,9,1,4,0,0,0,45,38
65,3,14,15,2,9,0,4,1,20051,0,60,38
27,3,8,11,0,6,1,4,1,0,0,40,38
39,3,8,11,2,3,0,4,1,0,0,40,38
51,5,15,10,0,2,1,4,1,0,0,8,32
49,3,12,14,2,3,0,4,1,0,0,45,38
58,-1,11,9,0,-1,4,4,1,0,0,40,38
36,3,9,13,2,11,0,4,1,0,1902,45,38
25,3,11,9,4,6,1,2,0,0,0,40,38
41,3,15,10,0,0,4,2,0,0,0,37,38
31,3,6,5,0,0,1,4,0,0,0,40,38
63,3,1,7,2,10,0,4,1,4386,0,37,38
50,6,9,13,0,3,1,4,0,0,0,40,38
63,3,15,10,0,7,1,4,1,0,0,40,38
44,5,12,14,4,4,3,4,1,0,0,99,38
48,3,11,9,0,13,1,4,1,0,0,65,38
51,5,15,10,2,11,0,4,1,0,0,50,38
18,3,11,9,4,0,3,4,0,0,0,15,38
23,3,15,10,4,7,3,4,1,0,0,25,38
31,3,11,9,2,6,0,4,1,5013,0,40,38
38,3,11,9,2,2,0,4,1,0,0,40,38
19,-1,15,10,4,-1,3,4,1,0,0,20,8
56,3,15,10,2,4,0,4,1,0,0,60,38
31,3,5,4,0,13,4,4,1,0,0,20,38
46,3,15,10,2,0,0,4,1,0,0,40,38
39,3,12,14,2,3,0,4,1,0,0,50,38
56,1,11,9,2,7,0,1,1,0,0,40,2
31,3,11,9,4,3,4,4,0,0,0,40,38
42,4,9,13,2,9,0,4,1,0,1977,40,38
53,3,11,9,2,3,0,4,1,0,0,35,38
18,3,1,7,4,7,3,4,0,0,0,15,38
18,-1,1,7,4,-1,3,2,1,0,1602,48,38
20,-1,15,10,4,-1,1,4,0,0,0,35,38
27,3,11,9,2,9,0,4,1,0,1848,45,38
31,3,9,13,4,4,1,4,1,0,0,40,38
52,0,12,14,2,3,0,4,1,5013,0,40,38
46,3,11,9,2,7,0,4,1,0,0,40,38
30,3,15,10,4,7,1,4,1,0,0,24,38
26,3,9,13,4,7,1,4,0,0,0,40,38
48,1,12,14,2,9,0,4,1,0,0,50,38
37,3,15,10,2,2,0,4,1,0,0,40,38
29,3,6,5,2,2,0,4,1,0,0,40,38
49,3,11,9,2,3,0,4,1,7688,0,55,38
24,3,11,9,0,6,1,4,1,0,0,40,38
74,5,11,9,2,11,0,4,1,0,2149,20,38
56,5,4,3,2,3,0,4,1,0,1887,67,38
39,0,9,13,4,0,1,4,1,0,1741,40,38
21,3,11,9,4,13,3,4,1,0,0,40,38
29,3,9,13,4,3,1,4,0,0,2258,45,38
43,5,11,9,0,7,4,4,1,0,0,45,38
23,3,9,13,4,10,1,4,0,2907,0,40,38
26,3,11,9,4,3,1,4,0,0,0,50,38
47,3,11,9,2,13,0,4,1,0,0,60,38
27,3,11,9,2,6,0,4,1,0,0,55,38
45,3,11,9,2,6,0,4,1,0,0,45,38
30,3,11,9,4,10,3,4,1,0,0,70,38
35,3,15,10,2,0,5,4,0,7688,0,20,38
33,3,11,9,2,2,0,4,1,0,0,40,38
37,3,11,9,2,2,0,4,1,0,0,40,38
21,3,11,9,4,4,3,4,1,0,0,20,38
42,3,11,9,2,11,0,4,1,0,0,40,38
48,0,11,9,2,0,0,4,1,0,0,36,38
46,3,11,9,4,2,1,4,0,0,0,48,38
36,3,4,3,5,6,1,4,0,0,0,40,38
54,3,11,9,4,9,1,4,1,0,0,40,38
25,3,11,9,2,0,5,4,0,0,0,40,38
26,1,11,9,0,0,4,4,0,0,0,25,38
36,4,11,9,2,13,0,4,1,0,0,57,38
56,5,9,13,4,9,1,4,1,0,0,20,38
37,3,11,9,2,2,0,4,1,0,0,40,38
26,3,9,13,4,9,1,4,0,0,0,40,38
23,3,9,13,4,7,3,4,0,0,0,25,38
23,6,9,13,4,9,1,4,0,0,0,40,38
41,6,9,13,4,0,1,4,1,0,0,40,38
55,3,9,13,2,3,0,4,1,0,0,50,38
39,3,9,13,2,3,0,4,1,0,0,40,38
67,1,7,12,2,3,0,4,1,0,0,35,38
60,3,11,9,6,11,1,4,0,0,0,50,38
54,3,11,9,6,11,4,4,0,0,0,40,38
38,3,12,14,2,9,0,4,1,0,0,40,8
47,3,15,10,2,6,0,1,1,3103,0,40,29
49,6,9,13,2,9,0,4,1,0,0,42,38
19,3,11,9,4,11,3,4,0,0,0,24,38
20,3,15,10,4,2,4,4,1,0,0,40,38
66,3,11,9,6,11,2,4,0,0,0,35,38
22,-1,15,10,4,-1,1,2,0,0,0,25,38
51,5,12,14,2,3,0,4,1,0,0,42,38
19,3,15,10,4,3,1,4,1,0,0,40,38
36,3,15,10,0,0,4,4,0,0,0,40,38
33,3,11,9,2,13,0,4,1,0,0,60,38
41,3,9,13,0,11,1,4,1,0,1980,56,38
90,3,11,9,2,2,0,4,1,9386,0,50,6
78,-1,5,4,2,-1,0,4,1,0,0,60,38
36,3,11,9,0,3,1,4,0,0,0,40,38
30,3,14,15,0,11,3,4,1,0,0,55,38
35,3,15,10,0,3,1,4,1,0,0,40,25
46,3,12,14,2,3,0,4,1,0,0,45,38
38,3,11,9,4,6,2,4,1,0,0,40,38
24,3,9,13,2,9,0,4,1,0,0,40,38
40,3,9,13,2,7,5,4,0,0,0,40,32
49,3,5,4,2,6,0,4,1,0,0,40,38
19,3,11,9,4,7,3,2,1,0,0,30,38
77,3,15,10,6,8,1,4,0,0,0,20,38
46,3,11,9,2,5,0,4,1,0,0,56,38
41,3,15,10,5,2,1,2,1,0,0,40,38
28,3,3,2,4,4,4,4,1,0,0,77,25
21,3,11,9,2,2,0,4,1,0,0,40,38
24,3,2,8,4,4,3,2,1,0,0,40,38
36,3,11,9,2,13,0,2,1,0,0,45,38
23,6,15,10,4,0,3,4,1,0,0,25,38
38,0,11,9,2,13,0,4,1,0,2051,40,38
29,5,11,9,2,2,0,4,1,0,0,40,38
38,3,15,10,2,3,2,4,1,0,0,50,38
47,0,9,13,4,0,4,2,1,0,0,40,38
39,1,12,14,0,9,1,4,0,0,0,40,38
40,1,9,13,2,9,0,4,1,0,0,48,38
21,-1,15,10,4,-1,3,4,1,0,0,40,38
32,3,11,9,0,0,3,1,0,0,0,40,38
23,3,11,9,4,3,3,4,1,0,0,40,38
44,6,11,9,2,10,0,4,1,0,0,40,38
37,3,15,10,5,7,1,2,1,0,0,40,-1
70,3,9,13,6,9,4,4,0,0,0,20,32
51,3,12,14,2,10,0,4,1,0,1977,40,38
66,3,6,5,5,7,1,2,0,0,0,30,38
57,4,15,10,2,3,0,4,1,0,0,40,38
36,3,15,10,2,6,0,4,1,0,0,40,38
48,4,9,13,0,11,1,4,1,0,0,60,38
24,-1,11,9,2,-1,0,4,1,0,0,40,38
51,3,12,14,2,9,5,4,0,0,0,40,38
43,3,9,13,2,3,0,4,1,0,0,50,38
27,3,11,9,2,2,0,4,1,0,0,60,38
32,3,9,13,4,0,3,4,0,0,0,40,38
20,3,15,10,4,0,3,4,0,0,0,35,38
33,3,15,10,0,0,1,4,0,0,0,40,38
19,3,15,10,4,0,1,4,1,0,0,40,38
32,1,15,10,2,2,0,4,1,0,0,60,38
35,3,14,15,4,9,1,1,1,0,0,40,18
26,3,11,9,2,2,0,4,1,5013,0,60,38
39,3,11,9,4,11,4,4,0,0,0,60,38
24,3,9,13,4,7,3,2,0,0,0,75,38
45,3,15,10,2,3,0,4,1,0,0,40,38
20,3,15,10,4,0,3,4,1,0,0,40,38
49,6,9,13,2,9,2,4,0,0,0,45,38
35,6,12,14,4,9,1,4,0,0,0,40,38
30,3,11,9,4,0,1,4,0,0,0,40,38
23,3,15,10,4,0,3,4,0,0,1617,25,38
33,3,9,13,2,3,0,4,1,0,0,45,38
35,3,11,9,2,13,0,4,1,0,0,50,38
31,3,12,14,2,9,0,4,1,0,0,50,38
20,3,1,7,4,2,1,2,1,0,0,25,38
44,3,11,9,2,2,0,4,1,0,0,40,38
33,5,11,9,2,7,0,2,1,0,0,40,38
50,3,15,10,2,6,0,4,1,0,0,40,38
25,3,11,9,4,0,4,4,0,0,0,40,25
28,6,11,9,2,10,0,4,1,0,0,40,38
60,0,9,13,2,0,0,2,1,0,0,40,38
38,0,8,11,2,2,0,4,1,0,0,40,38
38,3,15,10,2,2,0,2,1,0,0,40,38
57,0,9,13,4,0,1,4,1,0,2258,40,38
50,3,11,9,2,2,0,4,1,0,0,40,38
39,1,1,7,0,0,4,4,0,0,0,40,38
69,1,11,9,2,2,0,4,1,1424,0,6,38
51,6,8,11,0,12,1,4,1,0,2444,39,38
42,3,11,9,2,5,0,2,1,0,0,40,38
53,3,9,13,2,3,0,4,1,0,0,50,38
37,3,9,13,2,5,0,4,1,0,0,40,38
37,3,0,6,2,2,0,4,1,0,0,40,38
38,3,11,9,2,2,0,4,1,7298,0,50,38
20,3,15,10,4,7,3,4,0,0,0,24,38
38,6,15,10,5,0,4,2,0,0,0,38,38
52,3,8,11,2,2,0,4,1,0,0,48,30
48,4,8,11,2,3,0,4,1,0,0,50,38
30,3,8,11,2,6,0,4,1,0,0,40,38
37,5,11,9,2,3,0,4,1,0,1848,65,38
47,3,11,9,2,11,0,4,1,0,0,45,38
33,1,9,13,0,10,4,4,0,0,0,60,10
33,3,11,9,3,7,1,1,0,0,0,35,36
20,3,15,10,4,7,3,4,1,0,0,15,38
41,6,9,13,0,3,1,4,1,0,0,40,38
32,3,15,10,2,13,0,4,1,0,1485,45,38
54,5,11,9,2,3,0,1,1,0,0,50,-1
36,0,9,13,2,3,5,4,0,0,0,40,38
46,3,9,13,4,9,1,4,0,0,0,40,38
45,3,9,13,2,3,0,4,1,0,0,40,38
18,3,15,10,4,7,3,4,0,0,0,16,38
62,3,15,10,2,13,0,4,1,0,0,60,38
33,3,11,9,2,6,0,4,1,0,0,40,38
42,3,11,9,0,2,4,4,1,0,0,40,38
18,3,15,10,4,9,3,4,0,0,0,40,38
32,3,8,11,0,0,4,4,0,0,0,40,38
43,3,5,4,2,13,0,2,1,0,0,40,38
20,3,11,9,4,7,4,2,0,0,0,25,38
50,3,9,13,0,11,1,4,1,0,0,45,38
42,1,10,16,2,3,0,4,1,0,0,43,-1
36,3,11,9,2,2,0,4,1,0,0,40,38
22,3,11,9,4,2,3,4,1,0,0,40,38
30,3,11,9,2,2,0,2,1,0,0,40,38
33,5,11,9,4,2,1,4,1,0,0,40,38
43,1,7,12,2,12,0,4,1,0,0,43,38
38,3,15,10,2,6,0,4,1,0,0,40,38
34,1,9,13,4,7,1,4,1,0,0,14,38
40,3,15,10,5,0,4,4,0,0,0,45,38
40,3,11,9,2,6,0,4,1,0,0,40,38
41,1,14,15,2,9,0,4,1,0,0,50,38
57,3,15,10,2,11,0,4,1,0,0,50,38
65,1,12,14,2,9,0,4,1,0,1648,4,11
52,0,15,10,2,7,0,4,1,0,0,50,38
59,3,14,15,2,9,0,1,1,99999,0,40,18
18,3,11,9,4,5,3,4,1,2176,0,25,38
48,3,7,12,2,9,0,4,1,0,0,45,38
45,3,4,3,0,13,4,4,1,0,0,40,38
24,3,11,9,2,10,0,4,1,0,0,40,38
27,6,7,12,4,10,1,4,1,0,0,40,38
40,3,12,14,2,3,0,4,1,15024,0,50,38
44,6,9,13,2,0,0,4,1,5013,0,40,38
24,3,11,9,4,4,3,2,1,0,0,50,38
71,3,14,15,2,9,0,4,1,0,0,16,38
17,3,2,8,4,11,3,4,1,0,0,40,38
57,5,15,10,2,2,0,4,1,3137,0,40,38
71,-1,9,13,2,-1,0,4,1,9386,0,30,38
37,3,10,16,2,9,0,1,1,0,0,40,-1
33,3,11,9,2,5,0,4,1,0,0,40,38
41,3,11,9,2,7,0,4,1,0,0,40,38
25,3,9,13,4,0,3,4,0,0,0,40,38
