holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,Rush Hour
7,272.4,0.0,0.0,90,8,0
7,272.96,0.0,0.0,90,8,0
7,273.42,0.0,0.0,90,8,0
7,274.29,0.0,0.0,75,1,0
7,274.77,0.0,0.0,40,1,0
7,275.2,0.0,0.0,40,1,0
7,275.51,0.0,0.0,75,1,1
7,275.58,0.0,0.0,40,1,1
7,275.41,0.0,0.0,40,1,1
7,274.91,0.0,0.0,40,1,0
7,273.62,0.0,0.0,20,1,0
7,272.77,0.0,0.0,1,0,0
7,271.12,0.0,0.0,1,0,0
7,270.37,0.0,0.0,0,0,0
7,269.63,0.0,0.0,0,0,0
7,268.95,0.0,0.0,0,0,0
7,268.21,0.0,0.0,1,0,0
7,267.55,0.0,0.0,1,0,0
7,266.92,0.0,0.0,1,0,0
7,266.66,0.0,0.0,1,0,1
7,268.08,0.0,0.0,1,0,1
7,270.0,0.0,0.0,1,0,1
7,271.85,0.0,0.0,1,0,0
7,273.63,0.0,0.0,1,0,0
7,275.13,0.0,0.0,1,0,0
7,276.03,0.0,0.0,1,0,0
7,276.63,0.0,0.0,1,0,0
7,277.06,0.0,0.0,1,0,0
7,277.46,0.0,0.0,1,0,0
7,277.39,0.0,0.0,1,0,1
7,277.22,0.0,0.0,1,0,1
7,276.66,0.0,0.0,1,0,1
7,275.73,0.0,0.0,1,0,0
7,274.49,0.0,0.0,1,0,0
7,273.65,0.0,0.0,1,0,0
7,273.42,0.0,0.0,40,1,0
7,273.76,0.0,0.0,90,1,0
7,274.04,0.0,0.0,90,1,0
7,274.32,0.0,0.0,90,1,0
7,274.29,0.0,0.0,90,8,0
7,274.29,0.0,0.0,90,5,0
7,273.78,0.0,0.0,90,8,0
7,273.78,0.0,0.0,90,5,0
7,273.58,0.0,0.0,90,8,0
7,273.58,0.0,0.0,90,5,0
7,273.81,0.0,0.0,90,8,0
7,273.81,0.0,0.0,90,6,0
7,274.04,0.0,0.0,90,8,1
7,274.6,0.0,0.0,90,8,1
7,274.97,0.0,0.0,90,6,1
7,275.57,0.0,0.0,90,6,0
7,276.69,0.0,0.0,75,1,0
7,278.0,0.0,0.0,90,1,0
7,279.45,0.0,0.0,90,1,0
7,280.36,0.0,0.0,90,1,0
7,280.99,0.0,0.0,90,1,0
7,281.35,0.0,0.0,75,6,0
7,281.68,0.0,0.0,90,6,1
7,281.68,0.0,0.0,90,6,1
7,281.11,0.0,0.0,90,6,1
7,281.11,0.0,0.0,90,5,1
7,281.11,0.0,0.0,90,6,1
7,281.07,0.0,0.0,90,6,1
7,281.07,0.0,0.0,90,5,1
7,281.07,0.0,0.0,90,6,1
7,281.07,0.0,0.0,90,2,1
7,281.07,0.0,0.0,90,3,1
7,281.01,0.0,0.0,90,6,0
7,281.01,0.0,0.0,90,5,0
7,280.6,0.0,0.0,90,1,0
7,279.66,0.0,0.0,90,1,0
7,278.21,0.0,0.0,90,5,0
7,277.34,0.0,0.0,90,1,0
7,276.99,0.0,0.0,90,5,0
7,276.4,0.0,0.0,90,5,0
7,275.95,0.0,0.0,90,5,0
7,275.67,0.0,0.0,90,5,0
7,275.49,0.0,0.0,90,1,0
7,275.17,0.0,0.0,90,1,0
7,275.13,0.0,0.0,90,1,1
7,275.38,0.0,0.0,75,1,1
7,276.07,0.0,0.0,90,1,1
7,276.76,0.0,0.0,75,1,0
7,277.9,0.0,0.0,75,1,0
7,278.55,0.0,0.0,75,1,0
7,278.7,0.0,0.0,90,1,0
7,278.1,0.0,0.0,90,1,0
7,277.12,0.0,0.0,90,8,0
7,277.12,0.0,0.0,90,6,0
7,277.12,0.0,0.0,90,6,0
7,277.12,0.0,0.0,90,8,0
7,276.33,0.0,0.0,90,6,0
7,276.33,0.0,0.0,90,8,0
7,275.15,0.0,0.0,90,8,1
7,275.15,0.0,0.0,90,5,1
7,275.15,0.0,0.0,90,6,1
7,275.15,0.0,0.0,90,8,1
7,273.89,0.0,0.0,90,8,1
7,273.89,0.0,0.0,90,5,1
7,273.89,0.0,0.0,90,8,1
7,273.89,0.0,0.0,90,3,1
7,273.61,0.0,0.0,90,8,1
7,273.61,0.0,0.0,90,3,1
7,273.61,0.0,0.0,90,8,1
7,273.61,0.0,0.0,90,5,1
7,273.41,0.0,0.0,90,8,0
7,273.41,0.0,0.0,90,8,0
7,273.41,0.0,0.0,90,3,0
7,273.34,0.0,0.0,90,8,0
7,273.34,0.0,0.0,90,5,0
7,273.26,0.0,0.0,90,8,0
7,273.26,0.0,0.0,90,5,0
7,273.26,0.0,0.0,90,8,0
7,273.26,0.0,0.0,90,3,0
7,273.2,0.0,0.0,90,8,0
7,273.2,0.0,0.0,90,3,0
7,273.2,0.0,0.0,90,8,0
7,273.2,0.0,0.0,90,5,0
7,273.16,0.0,0.0,90,8,0
7,273.16,0.0,0.0,90,5,0
7,273.08,0.0,0.0,90,8,0
7,273.08,0.0,0.0,90,5,0
7,272.86,0.0,0.0,90,8,0
7,272.86,0.0,0.0,90,5,0
7,272.73,0.0,0.0,90,8,0
7,272.73,0.0,0.0,90,5,0
7,272.37,0.0,0.0,90,8,0
7,272.37,0.0,0.0,90,5,0
7,272.0,0.0,0.0,75,8,0
7,271.68,0.0,0.0,90,1,0
7,271.21,0.0,0.0,75,1,1
7,272.24,0.0,0.0,40,1,1
7,273.06,0.0,0.0,20,1,0
7,273.91,0.0,0.0,1,0,0
7,275.19,0.0,0.0,40,1,0
7,275.68,0.0,0.0,1,0,0
7,276.77,0.0,0.0,40,1,0
7,277.51,0.0,0.0,75,1,0
7,277.81,0.0,0.0,40,1,0
7,278.07,0.0,0.0,40,1,1
7,278.16,0.0,0.0,20,1,1
7,277.86,0.0,0.0,5,0,1
7,276.56,0.0,0.0,1,0,0
7,274.92,0.0,0.0,1,0,0
7,274.07,0.0,0.0,1,0,0
7,273.24,0.0,0.0,1,0,0
7,272.55,0.0,0.0,1,0,0
7,271.85,0.0,0.0,1,0,0
7,271.29,0.0,0.0,1,0,0
7,270.58,0.0,0.0,1,0,0
7,270.26,0.0,0.0,1,0,0
7,270.11,0.0,0.0,1,0,0
7,270.08,0.0,0.0,20,1,0
7,270.48,0.0,0.0,1,0,1
7,272.21,0.0,0.0,1,0,1
7,274.34,0.0,0.0,1,0,1
7,276.58,0.0,0.0,1,0,0
7,278.87,0.0,0.0,20,1,0
7,280.6,0.0,0.0,40,1,0
7,281.49,0.0,0.0,75,1,0
7,282.69,0.0,0.0,40,1,0
7,282.76,0.0,0.0,90,1,0
7,282.08,0.0,0.0,75,2,0
7,282.08,0.0,0.0,75,6,0
7,281.36,0.0,0.0,90,1,1
7,278.63,0.0,0.0,90,6,1
7,278.63,0.0,0.0,90,6,1
7,277.49,0.0,0.0,90,1,1
7,276.39,0.0,0.0,90,6,0
7,275.56,0.0,0.0,75,6,0
7,275.36,0.0,0.0,75,1,0
7,275.42,0.0,0.0,75,1,0
7,275.24,0.0,0.0,75,6,0
7,275.24,0.0,0.0,75,8,0
7,274.79,0.0,0.0,90,1,0
7,274.51,0.0,0.0,90,1,0
7,274.39,0.0,0.0,90,1,0
7,273.97,0.0,0.0,90,1,0
7,273.75,0.0,0.0,90,1,0
7,273.27,0.0,0.0,40,1,0
7,273.19,0.0,0.0,40,1,1
7,274.89,0.0,0.0,75,1,1
7,275.6,0.0,0.0,75,1,0
7,276.55,0.0,0.0,75,1,0
7,278.03,0.0,0.0,40,1,0
7,279.31,0.0,0.0,20,1,0
7,280.63,0.0,0.0,20,1,0
7,281.8,0.0,0.0,40,1,0
7,282.58,0.0,0.0,20,1,0
7,283.03,0.0,0.0,40,1,1
7,283.19,0.0,0.0,40,1,1
7,282.75,0.0,0.0,75,1,1
7,281.7,0.0,0.0,75,1,0
7,281.01,0.0,0.0,90,1,0
7,280.52,0.0,0.0,90,1,0
7,280.34,0.0,0.0,90,1,0
7,280.31,0.0,0.0,75,1,0
7,280.41,0.0,0.0,75,10,0
7,280.5,0.0,0.0,75,1,0
7,281.03,0.0,0.0,90,6,0
7,281.03,0.0,0.0,90,2,0
7,281.14,0.0,0.0,90,6,0
7,280.9,0.0,0.0,90,1,0
7,280.88,0.0,0.0,75,1,0
7,280.91,0.0,0.0,40,1,1
7,282.57,0.0,0.0,20,1,1
7,285.27,0.0,0.0,1,0,1
7,286.61,0.0,0.0,1,0,0
7,288.86,0.0,0.0,20,1,0
7,289.7,0.0,0.0,1,0,0
7,290.97,0.0,0.0,1,0,0
7,292.59,0.0,0.0,1,0,0
7,293.41,0.0,0.0,1,0,0
7,294.13,0.0,0.0,1,0,0
7,294.61,0.0,0.0,1,0,1
7,294.47,0.0,0.0,1,0,1
7,294.04,0.0,0.0,1,0,1
7,292.83,0.0,0.0,1,0,0
7,289.38,0.0,0.0,1,0,0
7,287.88,0.0,0.0,1,0,0
7,286.26,0.0,0.0,1,0,0
7,285.08,0.0,0.0,1,0,0
7,283.88,0.0,0.0,1,0,0
7,281.4,0.0,0.0,1,0,0
7,280.41,0.0,0.0,1,0,0
7,279.36,0.0,0.0,1,0,0
7,278.42,0.0,0.0,1,0,0
7,277.85,0.0,0.0,20,1,0
7,277.64,0.0,0.0,1,0,1
7,280.22,0.0,0.0,1,0,1
7,284.48,0.0,0.0,40,1,1
7,288.12,0.0,0.0,1,0,0
7,290.23,0.0,0.0,1,0,0
7,292.58,0.0,0.0,1,0,0
7,293.69,0.0,0.0,1,0,0
7,295.0,0.0,0.0,1,0,0
7,295.56,0.0,0.0,1,0,0
7,295.89,0.0,0.0,1,0,0
7,296.15,0.0,0.0,1,0,1
7,295.92,0.0,0.0,1,0,1
7,295.48,0.0,0.0,1,0,1
7,294.06,0.0,0.0,1,0,0
7,291.82,0.0,0.0,1,0,0
7,290.32,0.0,0.0,1,0,0
7,289.48,0.0,0.0,1,0,0
7,288.53,0.0,0.0,1,0,0
7,287.77,0.0,0.0,1,0,0
7,286.75,0.0,0.0,1,0,0
7,285.89,0.0,0.0,1,0,0
7,285.29,0.0,0.0,1,0,0
7,284.73,0.0,0.0,1,0,0
7,284.25,0.0,0.0,1,0,0
7,283.86,0.0,0.0,1,0,1
7,284.86,0.0,0.0,1,0,1
7,286.96,0.0,0.0,1,0,1
7,289.51,0.0,0.0,1,0,0
7,291.77,0.0,0.0,1,0,0
7,293.76,0.0,0.0,1,0,0
7,295.26,0.0,0.0,1,0,0
7,295.99,0.0,0.0,1,0,0
7,298.04,0.0,0.0,1,0,0
7,299.19,0.0,0.0,1,0,0
7,299.4,0.0,0.0,40,1,1
7,298.66,0.0,0.0,40,1,1
7,296.55,0.0,0.0,75,1,1
7,294.06,0.0,0.0,1,0,0
7,293.17,0.0,0.0,40,1,0
7,289.77,0.0,0.0,90,6,0
7,287.99,0.0,0.0,90,6,0
7,286.81,0.0,0.0,1,0,0
7,285.89,0.0,0.0,40,1,0
7,285.43,0.0,0.0,75,1,0
7,285.22,0.0,0.0,1,0,0
7,284.3,0.0,0.0,1,5,0
7,283.29,0.0,0.0,1,5,0
7,281.83,0.0,0.0,40,1,0
7,281.85,0.0,0.0,1,0,1
7,282.3,0.0,0.0,1,0,1
7,283.79,0.0,0.0,1,0,1
7,286.43,0.0,0.0,40,1,0
7,287.63,0.0,0.0,1,0,0
7,289.88,0.0,0.0,1,0,0
7,293.0,0.0,0.0,20,1,0
7,293.66,0.0,0.0,1,0,0
7,294.95,0.0,0.0,1,0,0
7,295.68,0.0,0.0,1,0,0
7,296.04,0.0,0.0,1,0,1
7,295.83,0.0,0.0,1,0,1
7,295.67,0.0,0.0,1,0,1
7,294.5,0.0,0.0,40,1,0
7,292.8,0.0,0.0,1,0,0
7,290.96,0.0,0.0,75,1,0
7,291.1,0.0,0.0,1,0,0
7,290.62,0.0,0.0,1,0,0
7,290.32,0.0,0.0,1,0,0
7,290.18,0.0,0.0,1,0,0
7,290.18,0.0,0.0,1,10,0
7,290.12,0.0,0.0,40,10,0
7,290.17,0.0,0.0,1,0,0
7,291.15,0.0,0.0,1,0,1
7,292.04,0.0,0.0,1,0,1
7,293.5,0.0,0.0,1,0,1
7,293.32,0.0,0.0,1,0,0
7,292.48,0.0,0.0,90,1,0
7,291.25,0.0,0.0,90,1,0
7,291.38,0.0,0.0,90,1,0
7,291.71,0.0,0.0,40,1,0
7,292.33,0.0,0.0,40,1,0
7,292.22,0.0,0.0,1,0,0
7,292.24,0.0,0.0,90,1,1
7,292.43,0.0,0.0,75,1,1
7,291.61,0.0,0.0,1,0,1
7,290.47,0.0,0.0,40,1,0
7,288.47,0.0,0.0,75,1,0
7,288.14,0.0,0.0,75,1,0
7,287.27,0.0,0.0,90,1,0
7,286.85,0.0,0.0,75,1,0
7,285.64,0.0,0.0,90,1,0
7,284.88,0.0,0.0,75,1,0
7,283.92,0.0,0.0,75,1,0
7,281.64,0.0,0.0,90,6,0
7,281.64,0.0,0.0,90,6,0
7,281.09,0.0,0.0,90,6,0
7,279.67,0.0,0.0,90,6,0
7,278.73,0.0,0.0,90,6,1
7,278.73,0.0,0.0,90,5,1
7,278.73,0.0,0.0,90,6,1
7,277.33,0.0,0.0,90,6,1
7,277.33,0.0,0.0,90,5,1
7,277.33,0.0,0.0,90,8,1
7,277.33,0.0,0.0,90,2,1
7,276.07,0.0,0.0,75,6,1
7,276.07,0.0,0.0,75,5,1
7,276.07,0.0,0.0,75,8,1
7,275.43,0.0,0.0,90,6,0
7,275.43,0.0,0.0,90,5,0
7,275.43,0.0,0.0,90,8,0
7,275.42,0.0,0.0,90,8,0
7,275.42,0.0,0.0,90,5,0
7,275.31,0.0,0.0,90,6,0
7,275.31,0.0,0.0,90,5,0
7,275.2,0.0,0.0,90,8,0
7,275.2,0.0,0.0,90,5,0
7,275.2,0.0,0.0,90,6,0
7,275.85,0.0,0.0,90,8,0
7,275.85,0.0,0.0,90,5,0
7,276.28,0.0,0.0,90,8,0
7,276.28,0.0,0.0,90,5,0
7,277.02,0.0,0.0,90,8,0
7,277.02,0.0,0.0,90,5,0
7,277.81,0.0,0.0,90,1,1
7,277.96,0.0,0.0,90,6,1
7,277.74,0.0,0.0,90,1,1
7,277.69,0.0,0.0,90,6,0
7,277.89,0.0,0.0,90,1,0
7,277.71,0.0,0.0,90,1,0
7,278.19,0.0,0.0,90,1,0
7,277.82,0.0,0.0,90,1,0
7,277.22,0.0,0.0,90,6,0
7,276.89,0.0,0.0,90,8,0
7,275.91,0.0,0.0,90,8,0
7,275.91,0.0,0.0,90,5,0
7,275.73,0.0,0.0,90,1,0
7,275.5,0.0,0.0,90,1,0
7,275.22,0.0,0.0,90,1,0
7,275.03,0.0,0.0,75,1,1
7,275.12,0.0,0.0,1,0,1
7,275.49,0.0,0.0,90,1,1
7,275.77,0.0,0.0,1,0,0
7,276.28,0.0,0.0,40,1,0
7,276.95,0.0,0.0,75,1,0
7,278.36,0.0,0.0,75,1,0
7,280.02,0.0,0.0,75,1,0
7,280.27,0.0,0.0,1,0,0
7,280.87,0.0,0.0,40,1,0
7,280.4,0.0,0.0,40,1,1
7,280.03,0.0,0.0,40,1,1
7,279.52,0.0,0.0,1,0,1
7,278.99,0.0,0.0,1,0,0
7,277.98,0.0,0.0,1,0,0
7,277.23,0.0,0.0,1,0,0
7,276.55,0.0,0.0,1,0,0
7,276.08,0.0,0.0,1,0,0
7,275.66,0.0,0.0,1,0,0
7,274.96,0.0,0.0,1,0,0
7,274.41,0.0,0.0,1,0,0
7,274.31,0.0,0.0,1,0,0
7,273.68,0.0,0.0,90,1,0
7,273.53,0.0,0.0,1,0,0
7,273.31,0.0,0.0,90,1,1
7,273.55,0.0,0.0,90,8,1
7,273.55,0.0,0.0,90,5,1
7,273.55,0.0,0.0,90,8,1
7,273.55,0.0,0.0,90,3,1
7,273.48,0.0,0.0,90,8,1
7,273.48,0.0,0.0,90,5,1
7,273.96,0.0,0.0,90,8,0
7,273.96,0.0,0.0,90,5,0
7,274.47,0.0,0.0,90,8,0
7,274.47,0.0,0.0,90,5,0
7,274.67,0.0,0.0,90,8,0
7,274.67,0.0,0.0,90,5,0
7,275.56,0.0,0.0,90,5,0
7,275.56,0.0,0.0,90,8,0
7,275.66,0.0,0.0,90,6,0
7,275.66,0.0,0.0,90,8,0
7,275.66,0.0,0.0,90,5,0
7,275.81,0.0,0.0,90,5,0
7,275.81,0.0,0.0,90,6,0
7,275.87,0.0,0.0,90,5,0
7,275.87,0.0,0.0,90,6,0
7,275.87,0.0,0.0,90,6,0
7,275.61,0.0,0.0,90,6,1
7,275.61,0.0,0.0,90,5,1
7,275.61,0.0,0.0,90,2,1
7,275.36,0.0,0.0,90,6,1
7,275.36,0.0,0.0,90,5,1
7,275.36,0.0,0.0,90,2,1
7,275.36,0.0,0.0,90,2,1
7,275.11,0.0,0.0,90,6,1
7,275.11,0.0,0.0,90,6,1
7,275.11,0.0,0.0,90,2,1
7,274.82,0.0,0.0,90,6,0
7,274.82,0.0,0.0,90,2,0
7,274.82,0.0,0.0,90,2,0
7,274.36,0.0,0.0,90,6,0
7,274.36,0.0,0.0,90,2,0
7,274.36,0.0,0.0,90,2,0
7,274.21,0.0,0.0,90,6,0
7,274.21,0.0,0.0,90,2,0
7,273.92,0.0,0.0,90,6,0
7,273.97,0.0,0.0,90,1,0
7,273.97,0.0,0.0,90,1,0
7,273.92,0.0,0.0,90,2,0
7,273.76,0.0,0.0,90,1,0
7,273.66,0.0,0.0,90,1,0
7,273.66,0.0,0.0,90,6,0
7,273.66,0.0,0.0,90,2,0
7,273.71,0.0,0.0,90,6,1
7,273.71,0.0,0.0,90,2,1
7,274.08,0.0,0.0,90,6,1
7,274.39,0.0,0.0,90,6,1
7,274.95,0.0,0.0,90,2,0
7,275.68,0.0,0.0,90,1,0
7,276.9,0.0,0.0,90,5,0
7,278.21,0.0,0.0,90,1,0
7,279.11,0.0,0.0,90,1,0
7,279.69,0.0,0.0,90,1,0
7,280.35,0.0,0.0,90,1,0
7,280.95,0.0,0.0,75,1,1
7,281.26,0.0,0.0,90,1,1
7,281.05,0.0,0.0,90,1,1
7,280.33,0.0,0.0,75,1,0
7,279.8,0.0,0.0,90,1,0
7,279.09,0.0,0.0,90,1,0
7,278.58,0.0,0.0,90,1,0
7,277.97,0.0,0.0,75,1,0
7,277.64,0.0,0.0,90,1,0
7,277.26,0.0,0.0,90,1,0
7,277.03,0.0,0.0,90,1,0
7,276.7,0.0,0.0,90,1,0
7,276.65,0.0,0.0,90,6,0
7,276.65,0.0,0.0,90,1,0
7,276.65,0.0,0.0,90,1,1
7,276.83,0.0,0.0,75,1,1
7,277.91,0.0,0.0,90,1,1
7,279.14,0.0,0.0,75,1,0
7,280.38,0.0,0.0,40,1,0
7,281.95,0.0,0.0,40,1,0
7,283.56,0.0,0.0,1,0,0
7,285.64,0.0,0.0,40,1,0
7,287.7,0.0,0.0,75,1,0
7,289.23,0.0,0.0,1,0,0
7,290.44,0.0,0.0,1,0,1
7,291.51,0.0,0.0,90,1,1
7,291.52,0.0,0.0,1,0,1
7,291.13,0.0,0.0,40,1,0
7,289.17,0.0,0.0,1,0,0
7,287.28,0.0,0.0,1,0,0
7,285.56,0.0,0.0,1,0,0
7,285.08,0.0,0.0,1,0,0
7,283.8,0.0,0.0,1,0,0
7,282.72,0.0,0.0,1,0,0
7,281.91,0.0,0.0,1,0,0
7,281.0,0.0,0.0,1,0,0
7,280.37,0.0,0.0,40,5,0
7,280.02,0.0,0.0,1,0,0
7,279.86,0.0,0.0,1,0,1
7,281.28,0.0,0.0,1,0,1
7,283.43,0.0,0.0,1,0,1
7,285.88,0.0,0.0,1,0,0
7,289.23,0.0,0.0,1,0,0
7,291.5,0.0,0.0,1,0,0
7,294.12,0.0,0.0,20,1,0
7,294.55,0.0,0.0,1,0,0
7,295.41,0.0,0.0,1,0,0
7,296.07,0.0,0.0,1,0,0
7,295.88,0.0,0.0,75,1,1
7,295.92,0.0,0.0,40,1,1
7,295.54,0.0,0.0,1,0,1
7,294.92,0.0,0.0,1,0,0
7,293.13,0.0,0.0,1,0,0
7,290.48,0.0,0.0,1,0,0
7,289.08,0.0,0.0,1,0,0
7,287.91,0.0,0.0,1,0,0
7,287.3,0.0,0.0,1,0,0
7,286.13,0.0,0.0,1,0,0
7,285.39,0.0,0.0,1,0,0
7,284.36,0.0,0.0,1,0,0
7,283.79,0.0,0.0,1,0,0
7,283.1,0.0,0.0,1,0,0
7,282.96,0.0,0.0,1,5,1
7,284.87,0.0,0.0,1,0,1
7,288.07,0.0,0.0,1,0,1
7,291.07,0.0,0.0,1,0,0
7,293.55,0.0,0.0,1,0,0
7,295.56,0.0,0.0,1,0,0
7,296.5,0.0,0.0,75,1,0
7,297.58,0.0,0.0,40,1,0
7,297.63,0.0,0.0,40,1,0
7,297.88,0.0,0.0,40,1,0
7,297.47,0.0,0.0,40,1,1
7,297.67,0.0,0.0,75,1,1
7,297.41,0.0,0.0,40,1,1
7,296.6,0.0,0.0,1,0,0
7,293.3,0.0,0.0,40,1,0
7,291.97,0.0,0.0,1,0,0
7,289.83,0.0,0.0,1,0,0
7,288.77,0.0,0.0,1,0,0
7,288.36,0.0,0.0,1,0,0
7,288.26,0.0,0.0,1,0,0
7,288.76,0.0,0.0,1,0,0
7,288.07,0.0,0.0,1,0,0
7,286.93,0.0,0.0,75,1,0
7,286.78,0.0,0.0,1,6,0
7,287.56,0.0,0.0,75,6,1
7,288.37,0.0,0.0,75,1,1
7,290.47,0.0,0.0,40,1,1
7,292.42,0.0,0.0,1,0,0
7,294.3,0.0,0.0,40,1,0
7,295.56,0.0,0.0,40,1,0
7,296.88,0.0,0.0,90,1,0
7,297.2,0.0,0.0,1,0,0
7,296.95,0.0,0.0,40,1,0
7,295.91,0.0,0.0,90,2,0
7,295.91,0.0,0.0,90,2,0
7,293.36,0.0,0.0,90,2,1
7,293.36,0.0,0.0,90,6,1
7,292.43,0.0,0.0,90,6,1
7,292.43,0.0,0.0,90,6,1
7,290.9,0.0,0.0,90,6,1
7,290.9,0.0,0.0,90,6,1
7,289.67,0.0,0.0,90,6,0
7,289.67,0.0,0.0,90,6,0
7,288.91,0.0,0.0,90,6,0
7,288.91,0.0,0.0,90,5,0
7,288.91,0.0,0.0,90,6,0
7,288.77,0.0,0.0,90,6,0
7,288.77,0.0,0.0,90,6,0
7,288.77,0.0,0.0,90,2,0
7,288.67,0.0,0.0,90,2,0
7,288.67,0.0,0.0,90,6,0
7,288.05,0.0,0.0,90,6,0
7,288.05,0.0,0.0,90,2,0
7,287.78,0.0,0.0,90,1,0
7,287.68,0.0,0.0,90,1,0
7,287.41,0.0,0.0,75,6,0
7,287.46,0.0,0.0,90,2,0
7,287.55,0.0,0.0,90,1,0
7,287.41,0.0,0.0,90,2,0
7,287.08,0.0,0.0,90,1,1
7,287.23,0.0,0.0,90,6,1
7,287.26,0.0,0.0,90,1,1
7,287.1,0.0,0.0,90,2,0
7,286.75,0.0,0.0,90,1,0
7,286.38,0.0,0.0,90,1,0
7,284.58,0.0,0.0,90,6,0
7,284.58,0.0,0.0,90,5,0
7,284.18,0.0,0.0,90,6,0
7,283.49,0.0,0.0,90,6,0
7,283.3,0.0,0.0,90,1,0
7,282.43,0.0,0.0,90,1,1
7,281.95,0.0,0.0,90,1,1
7,281.75,0.0,0.0,90,1,1
7,281.43,0.0,0.0,90,1,0
7,281.1,0.0,0.0,90,1,0
7,280.81,0.0,0.0,90,1,0
7,280.27,0.0,0.0,75,1,0
7,279.77,0.0,0.0,75,1,0
7,279.05,0.0,0.0,1,0,0
7,278.51,0.0,0.0,90,1,0
7,278.06,0.0,0.0,40,1,0
7,277.4,0.0,0.0,1,0,0
7,276.31,0.0,0.0,20,1,0
7,275.75,0.0,0.0,1,0,0
7,275.76,0.0,0.0,1,0,1
7,276.81,0.0,0.0,1,0,1
7,278.59,0.0,0.0,1,0,1
7,280.76,0.0,0.0,1,0,0
7,282.69,0.0,0.0,1,0,0
7,284.91,0.0,0.0,1,0,0
7,287.09,0.0,0.0,1,0,0
7,288.72,0.0,0.0,1,0,0
7,290.01,0.0,0.0,1,0,0
7,290.97,0.0,0.0,1,0,0
7,291.5,0.0,0.0,1,0,1
7,291.74,0.0,0.0,1,0,1
7,291.51,0.0,0.0,1,0,1
7,290.43,0.0,0.0,75,1,0
7,288.93,0.0,0.0,1,0,0
7,287.0,0.0,0.0,75,1,0
7,286.71,0.0,0.0,75,1,0
7,286.18,0.0,0.0,90,2,0
7,286.18,0.0,0.0,90,6,0
7,285.59,0.0,0.0,90,1,0
7,284.28,0.0,0.0,75,9,0
7,282.26,0.0,0.0,75,1,0
7,280.23,0.0,0.0,1,0,0
7,279.1,0.0,0.0,1,0,0
7,278.24,0.0,0.0,1,0,0
7,278.09,0.0,0.0,1,0,1
7,278.68,0.0,0.0,40,1,1
7,279.29,0.0,0.0,90,1,1
7,279.95,0.0,0.0,90,1,0
7,280.75,0.0,0.0,75,1,0
7,281.75,0.0,0.0,40,1,0
7,282.79,0.0,0.0,75,1,0
7,283.37,0.0,0.0,1,0,0
7,283.26,0.0,0.0,75,1,0
7,283.1,0.0,0.0,75,1,0
7,283.38,0.0,0.0,75,1,1
7,283.41,0.0,0.0,40,1,1
7,283.3,0.0,0.0,40,1,1
7,282.46,0.0,0.0,40,1,0
7,281.09,0.0,0.0,20,1,0
7,280.16,0.0,0.0,1,0,0
7,278.74,0.0,0.0,1,0,0
7,277.57,0.0,0.0,1,0,0
7,276.87,0.0,0.0,1,0,0
7,276.3,0.0,0.0,1,0,0
7,275.69,0.0,0.0,1,0,0
7,274.77,0.0,0.0,1,0,0
7,274.21,0.0,0.0,1,0,0
7,273.79,0.0,0.0,1,0,0
7,274.53,0.0,0.0,1,0,1
7,276.16,0.0,0.0,1,0,1
7,278.61,0.0,0.0,1,0,1
7,280.02,0.0,0.0,1,0,0
7,281.24,0.0,0.0,1,0,0
7,282.56,0.0,0.0,1,0,0
7,283.69,0.0,0.0,1,0,0
7,284.93,0.0,0.0,1,0,0
7,285.37,0.0,0.0,1,0,0
7,286.48,0.0,0.0,1,0,0
7,286.93,0.0,0.0,1,0,1
7,287.21,0.0,0.0,1,0,1
7,287.25,0.0,0.0,1,0,1
7,286.59,0.0,0.0,1,0,0
7,284.73,0.0,0.0,1,0,0
7,282.96,0.0,0.0,1,0,0
7,281.11,0.0,0.0,1,0,0
7,279.3,0.0,0.0,1,0,0
7,278.36,0.0,0.0,1,0,0
7,277.66,0.0,0.0,1,0,0
7,276.82,0.0,0.0,1,0,0
7,276.18,0.0,0.0,1,0,0
7,275.85,0.0,0.0,1,0,0
7,276.27,0.0,0.0,40,1,0
7,277.38,0.0,0.0,1,0,1
7,279.03,0.0,0.0,90,1,1
7,281.85,0.0,0.0,75,1,1
7,286.53,0.0,0.0,75,1,0
7,287.5,0.0,0.0,90,6,0
7,287.44,0.0,0.0,90,6,0
7,287.86,0.0,0.0,90,6,0
7,289.28,0.0,0.0,40,1,0
7,290.73,0.0,0.0,1,0,0
7,292.22,0.0,0.0,1,0,0
7,293.74,0.0,0.0,1,0,1
7,295.09,0.0,0.0,75,1,1
7,295.0,0.0,0.0,1,0,1
7,294.49,0.0,0.0,1,0,0
7,293.03,0.0,0.0,75,1,0
7,292.57,0.0,0.0,1,0,0
7,291.59,0.0,0.0,1,0,0
7,291.05,0.0,0.0,1,0,0
7,290.04,0.0,0.0,1,0,0
7,288.64,0.0,0.0,1,0,0
7,286.69,0.0,0.0,1,0,0
7,285.73,0.0,0.0,1,0,0
7,284.49,0.0,0.0,1,0,0
7,283.12,0.0,0.0,1,0,0
7,285.13,0.0,0.0,20,1,1
7,287.82,0.0,0.0,1,0,1
7,292.46,0.0,0.0,1,0,1
7,295.22,0.0,0.0,75,1,0
7,295.35,0.0,0.0,75,6,0
7,296.55,0.0,0.0,75,1,0
