city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
64,0.624,1,0,2,2,5,18,1,5,4,36
6,0.924,1,0,2,0,4,21,-1,-1,0,69
24,0.527,1,1,0,1,-1,20,1,2,1,57
5,0.92,1,0,2,0,5,1,3,4,4,166
70,0.939,1,0,2,0,5,7,7,5,4,226
5,0.92,0,0,2,2,5,21,6,3,4,46
5,0.92,-1,0,2,2,5,18,3,5,5,42
66,0.698,1,0,2,2,5,17,-1,-1,0,70
98,0.698,1,1,0,1,-1,1,0,0,0,102
64,0.624,1,0,2,0,5,0,6,5,5,67
49,0.92,1,0,2,0,1,7,6,5,5,194
9,0.518,1,0,1,2,5,20,-1,-1,1,14
101,0.754,1,0,2,0,5,18,3,5,5,12
6,0.924,1,0,2,0,5,21,7,5,4,100
70,0.939,1,0,2,0,5,21,7,5,4,41
64,0.624,0,0,1,0,5,14,-1,-1,0,56
48,0.91,1,1,0,0,5,15,4,5,0,151
13,0.926,1,1,0,1,-1,15,4,5,1,43
5,0.92,-1,1,0,1,-1,11,5,5,0,40
48,0.91,1,0,2,0,5,16,0,5,2,42
64,0.624,-1,1,1,0,5,14,1,5,5,70
3,0.5579999999999999,1,0,1,2,5,3,-1,-1,3,35
48,0.91,1,0,2,2,5,17,1,5,0,46
5,0.92,-1,0,2,0,5,19,3,5,1,149
13,0.926,1,0,2,2,5,7,3,5,0,10
5,0.92,1,0,2,0,5,21,4,5,4,88
47,0.843,1,0,0,2,5,18,-1,-1,0,1
85,0.8959999999999999,-1,0,2,1,-1,16,7,1,1,8
5,0.92,1,0,2,0,5,6,2,5,1,23
11,0.55,1,1,0,0,5,13,-1,-1,5,72
118,0.865,1,0,-1,1,-1,15,4,4,2,50
48,0.91,1,0,2,0,5,21,1,5,0,116
64,0.624,-1,1,2,4,-1,13,-1,-1,5,14
50,0.767,1,0,2,0,5,8,-1,-1,0,55
64,0.624,1,0,0,1,-1,13,-1,5,5,53
64,0.624,0,1,0,0,5,15,0,1,0,32
48,0.91,-1,0,2,0,5,15,6,5,0,94
64,0.624,-1,1,0,1,-1,0,-1,-1,5,166
102,0.579,-1,0,-1,0,5,16,4,5,0,56
30,0.897,1,1,2,2,1,9,4,2,0,31
64,0.624,-1,0,2,0,5,20,0,-1,-1,12
64,0.624,1,0,2,0,5,1,-1,-1,5,28
5,0.92,1,0,2,0,5,2,4,5,0,62
64,0.624,-1,0,2,2,5,0,4,5,0,126
11,0.55,1,0,2,0,5,6,2,5,2,165
5,0.92,-1,0,2,0,5,21,3,5,4,79
64,0.624,1,0,2,2,5,21,5,2,4,26
48,0.91,1,1,2,2,2,17,1,2,0,14
48,0.91,1,0,2,2,5,7,0,5,0,144
6,0.924,1,1,2,2,0,15,4,5,1,116
5,0.92,1,0,2,0,5,10,1,1,3,14
13,0.926,1,1,2,1,-1,17,7,1,0,46
5,0.92,1,1,2,1,-1,13,-1,-1,5,29
64,0.624,-1,0,2,0,5,16,5,5,5,11
103,0.939,1,1,1,1,-1,13,-1,4,1,57
49,0.92,1,0,2,0,5,16,0,1,0,102
64,0.624,1,0,2,0,5,16,4,5,0,43
49,0.92,1,1,2,0,5,16,3,5,4,25
64,0.624,-1,0,2,0,5,11,0,0,1,38
5,0.92,-1,0,2,0,5,14,3,5,0,180
49,0.92,-1,1,0,0,5,11,-1,-1,0,13
48,0.91,1,1,1,0,5,16,3,5,4,24
95,0.855,0,0,2,0,4,13,1,5,0,42
95,0.855,0,0,2,1,-1,11,1,2,0,24
6,0.924,0,0,2,2,5,11,4,5,0,60
112,0.923,1,0,2,0,5,6,-1,5,0,226
95,0.855,1,0,2,2,5,10,0,5,4,66
5,0.92,1,1,2,0,5,17,-1,-1,0,5
30,0.897,1,0,2,2,5,2,7,5,2,56
64,0.624,1,0,0,0,5,13,4,5,1,17
49,0.92,0,0,2,0,5,4,1,1,0,66
4,0.804,-1,0,2,0,5,15,2,5,0,31
5,0.92,1,1,1,3,5,13,2,4,1,14
5,0.92,1,0,2,0,5,19,2,5,3,28
74,0.893,1,0,1,0,5,16,7,5,0,19
64,0.624,-1,0,2,0,5,18,-1,-1,2,222
5,0.92,1,0,2,4,-1,18,4,-1,5,66
48,0.91,0,0,0,0,0,3,1,5,0,6
13,0.926,1,0,1,0,5,3,1,5,0,46
5,0.92,1,0,2,0,5,6,1,5,4,62
13,0.926,1,1,2,0,5,21,0,5,4,6
82,0.89,1,0,2,0,5,21,1,5,4,80
94,0.802,0,0,2,0,5,2,-1,-1,0,48
13,0.926,1,1,1,0,5,15,1,4,1,28
70,0.939,1,0,2,3,5,2,7,5,0,133
5,0.92,1,0,2,0,2,2,5,5,0,78
17,0.722,1,0,0,1,-1,0,6,4,0,48
64,0.624,-1,0,2,0,5,13,4,1,0,7
5,0.92,-1,1,0,2,5,17,7,0,0,80
27,0.68,1,0,2,0,5,14,1,5,1,45
48,0.91,1,0,2,2,5,5,4,0,3,19
4,0.804,1,0,2,1,-1,21,4,1,0,110
13,0.926,1,0,2,0,5,21,-1,-1,0,57
5,0.92,1,1,2,-1,-1,20,-1,-1,5,21
49,0.92,1,0,2,0,5,3,1,5,0,30
13,0.926,1,0,0,0,5,1,4,5,0,58
5,0.92,1,1,2,0,5,21,4,3,4,104
13,0.926,1,1,0,1,-1,15,-1,-1,0,61
64,0.624,1,0,2,0,5,21,0,5,5,14
48,0.91,0,0,2,2,5,6,4,5,0,124
71,0.698,1,0,2,0,5,18,1,5,4,17
55,0.878,1,0,2,3,5,21,5,5,1,50
5,0.92,1,0,2,0,5,21,1,3,4,48
5,0.92,1,0,2,0,5,4,5,5,4,56
24,0.527,1,1,2,0,5,11,4,1,0,232
30,0.897,-1,0,2,2,5,15,4,5,-1,150
64,0.624,1,1,0,0,5,15,3,5,0,31
5,0.92,1,0,2,0,5,21,-1,-1,0,88
21,0.738,1,0,2,0,5,1,1,5,4,18
5,0.92,-1,1,2,0,5,16,7,5,4,10
118,0.865,0,0,2,0,5,11,7,-1,0,39
48,0.91,1,1,2,4,-1,17,-1,5,5,106
13,0.926,1,0,2,2,5,21,0,5,4,214
5,0.92,1,0,2,0,5,21,1,5,1,4
30,0.897,1,0,1,0,5,17,1,0,0,46
36,0.727,1,0,2,0,5,19,-1,-1,1,55
5,0.92,-1,0,1,0,5,0,-1,-1,0,20
95,0.855,1,0,-1,0,5,5,4,5,1,27
85,0.8959999999999999,1,0,2,2,5,5,5,5,0,76
101,0.754,1,1,1,1,-1,0,-1,-1,0,57
41,0.6890000000000001,1,1,0,0,4,13,4,5,0,34
13,0.926,-1,1,0,0,5,2,0,5,1,33
30,0.897,-1,0,2,2,5,1,0,5,1,23
5,0.92,1,1,2,0,5,11,1,5,1,106
5,0.92,1,0,2,0,5,21,-1,-1,0,86
102,0.579,0,0,2,0,5,0,0,5,0,47
5,0.92,-1,0,2,2,5,5,3,5,0,56
6,0.924,1,0,2,1,-1,17,4,5,4,146
5,0.92,1,0,2,0,2,15,3,5,0,72
109,0.847,-1,0,0,-1,-1,15,3,5,4,35
78,0.8270000000000001,1,0,2,0,5,8,1,5,0,30
64,0.624,1,1,2,0,5,13,4,0,0,150
85,0.8959999999999999,-1,0,2,0,5,18,7,4,1,32
13,0.926,-1,1,0,2,5,20,4,5,0,23
4,0.804,1,0,0,2,2,0,4,-1,5,4
5,0.92,1,0,2,0,5,12,3,5,4,40
117,0.691,1,0,0,0,5,16,-1,-1,0,60
64,0.624,1,1,0,0,5,11,-1,-1,5,13
64,0.624,-1,1,0,2,5,20,1,5,4,20
6,0.924,1,0,2,0,5,6,7,5,0,10
13,0.926,-1,1,2,1,-1,6,-1,-1,4,60
122,0.915,1,0,2,0,5,19,7,1,0,5
64,0.624,-1,0,0,0,4,13,5,5,0,134
48,0.91,1,1,2,2,2,13,2,4,0,148
13,0.926,0,0,2,0,5,10,0,5,3,70
47,0.843,0,0,2,0,5,4,7,5,3,44
13,0.926,1,0,1,0,5,19,0,5,-1,51
99,0.884,1,0,2,0,2,17,1,5,2,37
5,0.92,1,0,2,0,5,21,-1,-1,3,32
117,0.691,1,1,2,0,5,2,-1,-1,3,4
64,0.624,1,0,2,0,5,13,4,5,0,21
64,0.624,1,0,2,0,5,13,5,5,0,80
5,0.92,1,0,2,2,5,2,7,2,0,28
13,0.926,1,0,2,2,5,15,3,5,0,41
95,0.855,1,0,2,0,5,14,4,4,2,158
48,0.91,1,0,2,0,5,21,4,1,0,84
116,0.698,1,0,0,2,5,5,7,5,3,28
64,0.624,1,0,0,0,5,15,4,5,0,135
5,0.92,0,1,2,2,5,1,4,5,3,56
48,0.91,1,0,2,0,5,21,1,5,1,12
5,0.92,0,0,2,0,5,19,5,5,1,112
64,0.624,1,1,2,0,5,21,-1,-1,1,87
5,0.92,1,0,2,1,-1,21,-1,-1,4,102
5,0.92,1,0,2,2,5,21,-1,-1,4,136
64,0.624,-1,0,2,2,5,15,4,-1,0,34
49,0.92,-1,1,0,0,5,15,-1,-1,0,90
51,0.903,1,1,2,0,5,15,-1,-1,0,38
116,0.698,1,0,2,2,5,6,-1,-1,0,19
48,0.91,1,1,0,3,5,18,-1,-1,0,20
11,0.55,1,0,2,0,5,8,2,5,3,13
95,0.855,1,0,2,0,5,2,-1,-1,0,192
64,0.624,1,1,0,1,-1,14,-1,-1,5,78
5,0.92,1,0,2,2,0,21,2,5,4,51
5,0.92,1,0,2,0,5,14,3,5,0,31
112,0.923,0,0,2,0,5,15,6,5,0,54
64,0.624,-1,0,2,0,5,15,-1,-1,3,56
30,0.897,1,0,2,2,3,21,3,5,2,112
7,0.794,-1,0,2,0,5,13,4,5,0,37
48,0.91,-1,0,2,0,5,15,4,1,0,14
30,0.897,1,0,2,2,5,17,4,5,1,30
6,0.924,2,0,2,1,-1,2,4,5,0,54
5,0.92,1,0,2,0,2,14,1,5,0,114
38,0.84,1,0,2,0,5,10,1,5,0,102
5,0.92,1,0,0,0,5,14,1,5,0,33
116,0.698,-1,1,0,0,5,0,-1,-1,5,10
5,0.92,1,0,2,1,-1,2,-1,-1,4,306
64,0.624,1,1,0,1,-1,14,-1,-1,5,64
43,0.698,1,0,2,0,5,21,3,5,-1,149
64,0.624,-1,1,2,2,5,11,4,0,0,10
13,0.926,2,0,1,1,-1,13,2,5,5,34
95,0.855,1,0,2,0,5,21,6,5,5,55
11,0.55,1,0,2,0,5,13,1,2,0,62
74,0.893,1,0,1,0,5,16,0,5,3,5
94,0.802,1,0,2,2,5,17,3,-1,0,334
5,0.92,-1,0,2,2,5,8,3,5,4,158
5,0.92,1,0,2,0,5,18,1,5,2,8
103,0.939,1,0,2,0,5,2,4,1,1,17
95,0.855,1,0,1,1,-1,7,0,5,0,182
48,0.91,1,0,2,2,5,18,4,0,0,110
30,0.897,-1,1,2,2,5,9,1,1,0,47
49,0.92,1,0,2,2,5,17,1,-1,0,22
69,0.848,1,1,2,0,5,20,4,5,0,57
64,0.624,1,0,2,2,5,17,2,5,0,15
64,0.624,1,0,2,0,5,2,3,5,0,57
48,0.91,1,0,2,0,1,0,0,5,0,8
26,0.8270000000000001,1,0,2,0,5,16,7,5,4,29
48,0.91,1,1,2,0,5,6,3,5,4,147
5,0.92,0,0,2,0,0,21,4,5,1,100
11,0.55,0,1,0,0,5,20,-1,-1,1,63
85,0.8959999999999999,1,0,2,2,5,21,0,5,4,53
64,0.624,1,1,2,0,5,16,1,-1,0,125
64,0.624,1,1,0,0,5,14,-1,5,5,58
64,0.624,1,0,2,0,5,16,1,5,0,13
48,0.91,1,0,2,0,0,7,0,5,1,82
13,0.926,-1,1,2,1,-1,13,4,5,0,56
5,0.92,1,0,2,0,0,0,5,-1,0,154
5,0.92,1,1,2,3,5,2,2,5,1,51
66,0.698,-1,0,2,2,5,19,5,5,4,78
64,0.624,-1,0,0,0,5,13,-1,-1,-1,72
13,0.926,1,0,0,2,5,7,6,4,1,8
48,0.91,1,0,2,2,5,6,1,5,1,52
96,0.856,1,1,0,0,5,20,-1,-1,0,58
91,0.913,1,1,2,3,5,21,2,4,3,78
30,0.897,1,0,2,0,5,15,3,5,0,11
64,0.624,-1,0,2,2,5,17,4,-1,1,20
5,0.92,1,0,2,-1,-1,7,2,5,4,22
101,0.754,1,1,2,4,-1,1,-1,-1,5,15
49,0.92,1,0,0,0,5,13,3,5,0,64
30,0.897,1,0,2,0,5,9,-1,-1,4,98
5,0.92,1,1,2,2,2,1,2,2,2,16
91,0.913,1,0,2,0,5,21,4,5,4,56
49,0.92,1,0,0,0,5,13,6,5,0,114
48,0.91,1,0,2,0,5,7,4,5,0,43
45,0.769,1,1,2,0,5,17,-1,-1,1,104
78,0.8270000000000001,1,0,2,0,5,7,1,2,0,17
5,0.92,1,0,2,0,5,3,0,5,5,25
29,0.698,-1,1,2,3,5,21,3,5,4,18
26,0.8270000000000001,1,0,2,2,5,15,1,5,0,69
5,0.92,1,0,2,0,5,7,2,4,3,10
65,0.899,1,0,1,0,5,17,-1,-1,1,31
48,0.91,1,0,2,0,5,12,2,5,0,44
5,0.92,1,0,2,0,5,17,4,5,0,65
48,0.91,1,0,2,0,5,5,4,5,0,26
64,0.624,-1,1,0,1,-1,11,-1,-1,5,42
5,0.92,1,0,2,0,5,18,3,5,3,260
48,0.91,1,1,2,4,-1,13,-1,-1,5,77
4,0.804,-1,1,2,0,5,15,-1,-1,0,155
112,0.923,1,0,2,0,5,17,1,-1,0,47
30,0.897,1,0,2,2,5,21,7,5,2,9
119,0.698,1,0,2,0,5,17,7,5,0,40
95,0.855,-1,0,2,2,4,15,2,5,2,23
2,0.887,1,0,2,0,0,12,6,5,0,26
48,0.91,-1,1,2,0,5,11,4,-1,0,106
48,0.91,1,0,2,0,4,21,1,5,3,95
2,0.887,1,0,2,1,-1,14,0,5,0,88
1,0.895,1,1,0,2,2,0,-1,-1,0,13
64,0.624,1,0,0,0,5,16,1,5,1,20
99,0.884,1,0,2,2,5,10,0,5,1,167
64,0.624,1,0,2,0,5,13,-1,5,0,147
57,0.764,1,1,0,0,5,11,0,0,0,131
48,0.91,1,0,2,2,5,5,4,5,0,56
64,0.624,-1,0,0,0,5,14,1,5,0,112
48,0.91,1,0,2,0,5,21,2,5,1,62
48,0.91,1,0,2,0,5,7,7,5,0,90
13,0.926,0,1,0,0,5,15,6,4,0,110
5,0.92,-1,1,2,2,2,21,3,4,3,154
64,0.624,0,0,-1,0,5,20,5,-1,-1,79
103,0.939,1,0,2,0,5,21,4,5,0,13
64,0.624,0,0,0,0,5,20,4,0,0,36
101,0.754,1,1,1,0,5,17,-1,4,0,9
5,0.92,1,0,2,0,5,21,6,5,4,92
64,0.624,-1,1,2,0,5,20,3,4,0,190
13,0.926,1,0,2,2,5,1,5,5,1,15
106,0.579,1,0,0,1,-1,13,-1,-1,0,244
99,0.884,1,0,2,0,3,5,2,5,0,96
64,0.624,1,1,0,1,-1,11,-1,-1,5,82
5,0.92,1,0,2,0,5,19,2,5,4,22
64,0.624,1,0,0,1,-1,11,-1,-1,5,32
116,0.698,-1,0,2,0,5,6,4,5,0,18
102,0.579,0,0,2,0,5,11,-1,-1,0,80
5,0.92,0,1,2,3,2,17,-1,-1,1,43
73,0.4479999999999999,-1,1,0,0,5,14,-1,4,3,32
5,0.92,0,0,2,0,2,15,7,2,0,15
13,0.926,1,0,2,-1,-1,15,7,5,2,84
13,0.926,0,1,2,0,5,14,2,5,5,104
5,0.92,-1,0,2,2,5,21,3,5,0,24
48,0.91,1,0,2,0,5,14,4,5,1,154
5,0.92,1,0,2,0,5,1,5,5,0,3
48,0.91,1,0,2,0,5,1,6,5,0,21
31,0.836,1,0,2,2,5,19,7,5,1,14
49,0.92,1,0,2,1,-1,21,-1,-1,1,11
112,0.923,1,0,2,2,5,9,-1,-1,4,31
66,0.698,1,1,2,1,-1,16,-1,-1,5,24
5,0.92,-1,1,2,4,-1,15,-1,-1,5,25
42,0.698,1,0,2,3,5,9,1,4,0,22
5,0.92,0,0,2,0,5,2,1,5,2,84
64,0.624,1,1,2,2,5,11,5,4,0,75
11,0.55,1,0,0,0,5,14,-1,-1,3,51
2,0.887,1,0,2,2,5,21,-1,-1,1,10
5,0.92,1,1,0,1,-1,11,-1,-1,0,25
5,0.92,1,0,2,0,5,21,-1,-1,2,94
5,0.92,-1,0,2,0,0,21,3,5,0,10
13,0.926,1,1,2,2,5,5,5,5,0,23
85,0.8959999999999999,1,1,2,3,5,21,-1,2,0,48
64,0.624,1,0,2,2,5,6,4,5,2,77
5,0.92,1,0,2,0,5,9,-1,-1,1,36
64,0.624,-1,0,2,0,5,11,4,5,0,21
16,0.698,1,0,0,0,5,16,7,5,0,59
112,0.923,1,0,2,0,5,21,1,5,0,126
5,0.92,1,1,2,1,-1,14,-1,-1,5,29
5,0.92,-1,1,0,2,5,15,5,4,2,20
64,0.624,1,1,2,0,5,20,3,5,0,16
13,0.926,1,0,1,0,5,15,4,5,0,11
94,0.802,1,0,0,0,5,13,2,5,0,92
50,0.767,-1,0,2,2,5,20,5,5,0,89
64,0.624,1,0,2,0,5,18,2,5,0,48
5,0.92,1,0,2,0,1,13,1,2,1,34
48,0.91,1,0,2,2,5,21,3,5,4,44
103,0.939,1,0,2,0,5,21,-1,-1,0,14
49,0.92,1,1,2,0,5,16,0,0,0,34
3,0.5579999999999999,1,0,2,2,5,4,4,5,4,142
5,0.92,1,0,2,0,5,5,4,5,4,156
13,0.926,-1,0,2,2,5,8,7,5,0,14
5,0.92,1,0,2,0,5,6,-1,-1,4,89
5,0.92,-1,0,2,2,5,5,3,4,2,55
49,0.92,-1,1,0,1,-1,17,-1,-1,1,12
103,0.939,0,1,1,0,5,19,-1,-1,5,9
5,0.92,1,1,0,0,4,19,2,5,4,102
59,0.8240000000000001,-1,0,2,0,5,14,5,4,0,24
24,0.527,-1,1,2,0,5,14,-1,-1,2,66
64,0.624,1,0,0,2,5,13,1,5,2,30
43,0.698,1,1,0,1,-1,16,-1,-1,5,33
64,0.624,-1,0,1,0,5,15,1,5,1,13
46,0.7659999999999999,-1,0,0,0,5,15,0,5,0,39
48,0.91,1,0,2,0,5,21,0,5,4,60
5,0.92,1,0,2,0,5,16,3,5,1,50
41,0.6890000000000001,-1,0,2,0,5,3,0,-1,3,105
64,0.624,-1,1,0,0,5,15,-1,-1,0,110
49,0.92,1,0,0,0,5,6,4,5,4,16
5,0.92,1,0,2,0,2,0,-1,-1,0,8
75,0.794,1,0,2,0,5,15,-1,-1,0,172
64,0.624,1,0,2,0,5,13,1,5,0,42
116,0.698,1,0,0,2,5,9,4,5,4,6
55,0.878,-1,1,1,2,5,21,5,2,5,6
49,0.92,0,1,0,1,-1,11,-1,-1,1,19
6,0.924,1,0,2,2,1,0,1,5,0,144
2,0.887,0,1,0,2,5,11,-1,4,0,52
112,0.923,-1,0,2,0,5,7,3,5,4,104
101,0.754,1,0,1,0,5,18,1,2,0,34
55,0.878,2,0,2,2,5,21,2,5,1,9
5,0.92,1,0,2,0,5,12,1,5,0,46
30,0.897,1,1,1,0,5,14,2,-1,0,37
1,0.895,1,0,2,0,1,9,5,4,0,20
13,0.926,1,1,0,0,5,6,-1,-1,4,90
49,0.92,-1,0,2,2,5,6,7,0,0,29
13,0.926,1,0,2,-1,-1,21,4,5,2,18
64,0.624,-1,0,0,0,5,13,4,5,1,6
24,0.527,-1,0,2,0,5,19,-1,-1,4,118
64,0.624,-1,1,0,1,-1,11,-1,-1,5,126
64,0.624,-1,0,0,0,5,13,3,4,-1,55
14,0.789,0,0,0,3,5,18,1,5,4,11
64,0.624,-1,1,0,0,5,13,-1,-1,-1,9
5,0.92,1,1,2,0,5,11,-1,-1,0,18
5,0.92,-1,0,2,0,5,21,3,5,1,145
48,0.91,1,0,2,2,5,2,4,5,3,68
85,0.8959999999999999,1,0,2,1,-1,19,-1,-1,0,51
5,0.92,1,0,2,0,5,19,-1,-1,1,82
2,0.887,1,0,2,0,2,10,4,5,0,128
5,0.92,1,1,-1,0,5,1,-1,-1,5,10
55,0.878,-1,1,0,1,-1,15,-1,-1,5,8
13,0.926,1,0,2,0,5,4,1,5,4,107
64,0.624,-1,0,2,0,5,15,-1,1,0,55
64,0.624,1,0,2,0,5,16,4,2,4,6
99,0.884,-1,1,2,0,5,16,-1,-1,5,26
68,0.698,1,0,2,2,5,13,2,5,0,42
5,0.92,1,1,2,0,3,17,-1,-1,3,24
5,0.92,2,0,2,0,5,7,1,5,5,142
78,0.8270000000000001,1,1,2,0,5,1,-1,-1,3,4
94,0.802,1,0,2,0,5,6,7,5,4,61
64,0.624,1,1,0,1,-1,14,-1,-1,5,16
48,0.91,1,1,1,0,5,15,0,5,0,30
71,0.698,-1,1,2,0,5,11,1,4,0,73
48,0.91,1,0,2,2,5,21,5,5,0,95
121,0.949,2,0,2,0,5,2,-1,-1,1,15
5,0.92,1,1,2,4,-1,19,-1,-1,5,10
103,0.939,2,0,2,0,5,3,-1,-1,0,69
95,0.855,1,0,2,2,5,21,3,5,4,42
64,0.624,-1,1,2,-1,-1,0,-1,-1,0,100
48,0.91,1,1,2,3,4,21,-1,4,1,10
5,0.92,-1,0,2,2,5,17,3,5,4,61
48,0.91,1,1,0,1,-1,16,-1,-1,0,11
7,0.794,1,0,2,2,5,2,-1,-1,0,18
64,0.624,1,0,2,2,5,16,3,4,1,42
5,0.92,1,0,2,2,0,21,-1,-1,0,36
5,0.92,-1,1,0,0,5,13,-1,-1,0,109
64,0.624,1,0,2,0,5,21,1,5,1,55
95,0.855,-1,0,1,1,-1,19,-1,-1,0,77
82,0.89,1,1,0,0,5,15,-1,-1,0,35
13,0.926,1,1,0,0,5,19,5,4,0,32
5,0.92,1,0,2,0,2,0,1,2,0,81
5,0.92,0,0,2,0,2,18,4,5,1,81
64,0.624,-1,0,2,0,5,15,2,5,0,123
15,0.743,1,0,1,0,5,15,4,-1,0,72
5,0.92,0,0,2,0,5,13,5,1,1,19
99,0.884,-1,0,2,0,5,6,3,5,4,25
13,0.926,-1,0,2,0,0,11,-1,-1,0,108
5,0.92,1,0,2,2,5,4,2,5,4,29
64,0.624,1,0,0,0,5,16,1,5,3,163
30,0.897,1,0,2,2,5,9,1,5,0,50
64,0.624,-1,0,0,0,5,16,-1,-1,5,16
5,0.92,1,0,2,0,5,2,2,4,4,92
13,0.926,-1,0,2,2,5,4,-1,-1,0,135
30,0.897,-1,1,1,3,5,15,3,4,1,7
31,0.836,1,0,2,2,5,10,1,2,0,14
122,0.915,-1,1,0,1,-1,15,0,5,0,72
6,0.924,1,0,2,2,5,4,1,5,0,70
5,0.92,1,0,2,2,1,21,4,5,0,90
30,0.897,1,0,2,-1,-1,7,-1,4,2,166
4,0.804,-1,1,2,4,-1,11,-1,-1,5,66
5,0.92,1,0,2,0,5,21,3,5,1,11
94,0.802,1,0,2,0,5,3,1,5,4,47
13,0.926,1,0,2,2,5,6,-1,-1,1,87
64,0.624,1,1,0,1,-1,15,-1,-1,5,132
4,0.804,-1,1,2,0,5,17,-1,-1,5,33
64,0.624,1,0,2,2,5,11,4,5,1,43
6,0.924,1,1,0,-1,-1,18,-1,-1,5,17
64,0.624,-1,1,0,4,-1,11,-1,-1,-1,21
6,0.924,1,0,2,2,4,4,4,5,0,196
47,0.843,2,1,0,1,-1,0,-1,-1,5,6
105,0.83,1,0,2,1,-1,16,-1,-1,1,56
6,0.924,1,0,2,0,5,19,4,5,0,7
85,0.8959999999999999,1,0,2,2,5,1,7,0,3,10
48,0.91,1,0,2,0,5,16,4,5,2,36
2,0.887,1,1,2,1,-1,13,-1,-1,5,78
64,0.624,-1,1,0,2,5,6,2,4,2,174
82,0.89,1,1,0,0,5,16,-1,-1,0,17
5,0.92,1,1,0,0,5,13,-1,-1,5,138
13,0.926,1,0,2,0,5,9,4,4,4,19
48,0.91,1,0,2,0,5,10,4,5,0,116
5,0.92,1,0,2,1,-1,21,1,5,4,18
7,0.794,1,0,2,2,5,17,1,1,0,68
13,0.926,-1,0,2,0,5,13,3,5,0,55
5,0.92,1,0,2,0,5,21,2,5,4,32
48,0.91,-1,0,1,2,5,9,7,5,1,145
65,0.899,-1,0,2,0,5,1,1,5,0,44
64,0.624,1,0,2,0,5,4,3,5,4,88
5,0.92,1,0,2,0,5,21,2,5,4,58
2,0.887,1,0,2,0,5,2,2,5,3,67
5,0.92,1,1,2,0,0,21,5,4,4,98
35,0.763,-1,1,0,0,5,11,-1,-1,5,74
48,0.91,1,0,2,2,5,19,4,5,4,88
36,0.727,1,0,2,0,5,3,4,5,0,70
78,0.8270000000000001,1,0,2,0,5,6,4,5,4,31
21,0.738,1,0,2,0,5,7,7,1,2,174
78,0.8270000000000001,1,0,0,1,-1,14,2,5,0,64
5,0.92,1,0,2,0,2,21,-1,-1,0,39
104,0.698,1,1,0,2,5,17,-1,-1,1,6
13,0.926,1,0,2,0,5,21,5,5,3,132
86,0.74,1,0,-1,0,5,11,-1,-1,1,78
11,0.55,-1,0,2,0,5,11,1,5,1,46
64,0.624,1,0,0,0,5,13,4,-1,0,48
30,0.897,1,0,2,-1,-1,8,4,0,2,58
121,0.949,1,1,2,1,-1,0,-1,5,5,32
7,0.794,1,0,2,0,1,13,1,5,1,12
5,0.92,1,0,2,3,5,21,6,2,4,48
82,0.89,1,1,2,1,-1,14,7,5,0,39
47,0.843,-1,0,2,0,5,19,1,2,0,130
64,0.624,1,0,2,0,5,20,3,5,5,36
67,0.698,1,1,2,0,5,15,-1,-1,3,56
120,0.925,1,0,2,4,-1,21,-1,-1,1,111
49,0.92,1,0,2,0,5,2,4,5,0,100
64,0.624,1,0,2,0,5,10,-1,-1,0,45
107,0.698,-1,1,2,2,5,13,-1,-1,5,22
13,0.926,-1,0,2,2,5,5,3,5,3,40
64,0.624,1,0,2,1,-1,2,-1,-1,5,82
48,0.91,0,0,2,2,2,14,1,5,1,74
5,0.92,1,1,0,0,5,11,0,4,0,336
5,0.92,1,0,2,0,5,21,-1,-1,1,48
64,0.624,-1,1,-1,-1,-1,7,-1,-1,5,40
6,0.924,1,0,2,0,5,7,4,5,0,133
13,0.926,1,0,0,0,5,17,-1,-1,1,21
5,0.92,1,0,2,0,5,21,2,4,3,180
99,0.884,-1,1,0,0,5,15,-1,-1,0,147
49,0.92,-1,0,2,0,2,11,3,4,0,38
77,0.7759999999999999,1,0,2,1,-1,0,0,5,0,89
5,0.92,-1,0,2,0,5,21,6,5,0,36
64,0.624,0,1,0,1,-1,15,-1,-1,5,111
48,0.91,1,1,0,1,-1,11,7,3,0,9
48,0.91,-1,0,2,2,4,-1,4,5,1,40
64,0.624,1,0,2,1,-1,3,-1,-1,1,135
5,0.92,1,0,2,0,2,11,4,2,0,35
103,0.939,1,1,2,0,5,21,6,5,0,30
48,0.91,1,0,2,2,5,21,-1,-1,4,23
89,0.866,1,0,2,2,5,6,1,5,0,26
13,0.926,1,0,2,2,5,21,3,5,4,13
48,0.91,1,0,2,3,5,21,3,5,4,56
48,0.91,1,0,2,0,5,1,2,5,1,51
13,0.926,1,0,2,2,5,7,3,5,0,19
5,0.92,1,0,2,0,5,21,4,5,4,11
5,0.92,1,0,2,0,5,17,1,5,0,9
55,0.878,1,1,0,2,5,19,-1,-1,0,50
5,0.92,1,0,2,2,5,7,1,5,1,53
117,0.691,1,0,2,0,5,15,6,5,5,8
5,0.92,1,0,2,0,5,17,6,5,2,192
48,0.91,1,0,2,2,5,7,4,-1,5,4
5,0.92,-1,0,2,0,5,15,6,5,1,51
13,0.926,1,0,0,0,5,17,1,5,0,29
30,0.897,1,0,2,2,5,15,3,2,0,31
55,0.878,1,0,2,2,5,21,-1,-1,3,130
5,0.92,1,0,2,0,5,21,1,5,0,162
13,0.926,1,0,1,1,-1,9,1,5,0,13
48,0.91,1,0,2,0,5,10,3,5,4,86
